time,input_base_ax,input_base_ax_g,input_base_vx,base_vx,base_ax,base_ax_g,base_xdisp,top_vx,top_ax,top_ax_g,top_xdisp,stress_point_vx,stress_point_ax,stress_point_ax_g,stress_point_xdisp,stress_point_strain,stress_point_shear_stress
7.09000000001,6.1747655277,0.629650851993,0.0320671730953,0.0332904191463,6.22114634763,0.634380379399,-0.0169968902341,0,0,0,0,0,0,0,0,0,0
7.10000000001,5.88757057596,0.600365117136,0.0925114882665,0.0936668637553,6.03764446089,0.615668394496,-0.0163621038196,0,0,0,0,0,0,0,0,0,0
7.11000000001,5.39577326148,0.550215747629,0.149050769417,0.150098246477,5.64313827214,0.575439958818,-0.0151432782684,0,0,0,0,0,0,0,0,0,0
7.12000000001,4.71891341753,0.481195251949,0.199732472798,0.20063625875,5.05380122732,0.515344304867,-0.0133896057423,0,0,0,0,0,0,0,0,0,0
7.13000000001,3.88285534718,0.395941055017,0.242831625221,0.243561380887,4.29251221362,0.437714429864,-0.0111686175441,0,0,0,0,0,0,0,0,0,0
7.14000000001,2.91880667707,0.297635449116,0.276909286798,0.277441139162,3.38797582758,0.345477388056,-0.00856360494385,0,0,0,0,0,0,0,0,0,0
7.15000000001,1.86215891443,0.189887363619,0.300860285595,0.301177601248,2.37364620861,0.242044552279,-0.00567051124179,0,0,0,0,0,0,0,0,0,0
7.16000000001,0.751192603889,0.0766003277254,0.313948652499,0.314042547088,1.286494584,0.131185938521,-0.0025944105001,0,0,0,0,0,0,0,0,0,0
7.17000000001,-0.374305691291,-0.038168558202,0.315829636238,0.315699204764,0.165665767548,0.0168932069104,0.000554298259166,0,0,0,0,0,0,0,0,0,0
7.18000000001,-1.47446474823,-0.150353560924,0.306557664893,0.306209927721,-0.948927704248,-0.0967636964966,0.0036638439216,0,0,0,0,0,0,0,0,0,0
7.19000000001,-2.51073772866,-0.256023996845,0.286580123837,0.286029693391,-2.01802343304,-0.205781121284,0.00662504202717,0,0,0,0,0,0,0,0,0,0
7.20000000001,-3.4472492347,-0.35152159348,0.256717322772,0.255985805701,-3.00438876896,-0.30636239378,0.00933511952264,0,0,0,0,0,0,0,0,0,0
7.21000000001,-4.25203343062,-0.433586742733,0.218129508731,0.217244667527,-3.87411381747,-0.39504966706,0.0117012718888,0,0,0,0,0,0,0,0,0,0
7.22000000001,-4.89812064465,-0.499469303447,0.172272230489,0.171266936781,-4.5977730745,-0.468842374767,0.0136438299103,0,0,0,0,0,0,0,0,0,0
7.23000000001,-5.36443568338,-0.547020203982,0.120841757505,0.119752776268,-5.15141605128,-0.525298246729,0.0150989284756,0,0,0,0,0,0,0,0,0,0
7.24000000001,-5.63647814841,-0.574760815202,0.0657125895346,0.0645792390021,-5.51735372663,-0.562613504778,0.0160205885519,0,0,0,0,0,0,0,0,0,0
7.25000000001,-5.70676307525,-0.581927883146,0.00886935059135,0.00773208656094,-5.6847152441,-0.579679630057,0.0163821451797,0,0,0,0,0,0,0,0,0,0
7.26000000001,-5.5750089259,-0.568492698924,-0.0476644655548,-0.0487654901713,-5.64975767321,-0.576114949877,0.0161769781617,0,0,0,0,0,0,0,0,0,0
7.27000000001,-5.24806904042,-0.535154108734,-0.101898346664,-0.102924695898,-5.41592057262,-0.55227020161,0.0154185272313,0,0,0,0,0,0,0,0,0,0
7.28000000001,-4.7396117672,-0.483305896224,-0.151944665153,-0.152860957966,-4.99362620687,-0.50920816047,0.014139598962,0,0,0,0,0,0,0,0,0,0
7.29000000001,-4.06956332053,-0.414979969768,-0.196084184715,-0.196859310489,-4.39983525227,-0.448658334117,0.0123909976197,0,0,0,0,0,0,0,0,0,0
7.30000000001,-3.26333565049,-0.332767627119,-0.232824904238,-0.233433074149,-3.65737636599,-0.372948597736,0.0102395356965,0,0,0,0,0,0,0,0,0,0
7.31000000001,-2.35086896785,-0.239721920111,-0.260952233071,-0.261373832019,-2.79407578702,-0.284916438032,0.0077655011657,0,0,0,0,0,0,0,0,0,0
7.32000000001,-1.36552479519,-0.139244777288,-0.279568820058,-0.279791031238,-1.84171992182,-0.187803166404,0.00505967684941,0,0,0,0,0,0,0,0,0,0
7.33000000001,-0.342870306757,-0.0349630410749,-0.288122742809,-0.288139925347,-0.83488941097,-0.0851350268409,0.00222002206648,0,0,0,0,0,0,0,0,0,0
7.34000000001,0.680601884299,0.0694020776003,-0.286423189249,-0.286236998299,0.190292704878,0.0194044556376,-0.000651862551761,0,0,0,0,0,0,0,0,0,0
7.35000000001,1.66877253656,0.17016744113,-0.274643215093,-0.274262462962,1.19745353362,0.122106278252,-0.00345435985807,0,0,0,0,0,0,0,0,0,0
7.36000000001,2.58716708241,0.263817621962,-0.253309622209,-0.252749888301,2.15125746609,0.219367211647,-0.0060894216144,0,0,0,0,0,0,0,0,0,0
7.37000000001,3.40415479662,0.34712718376,-0.223280457521,-0.222563463624,3.01864246774,0.307815866554,-0.00846598837403,0,0,0,0,0,0,0,0,0,0
7.38000000001,4.0920342494,0.417271366817,-0.185711064041,-0.184863839644,3.76996239798,0.384429177954,-0.0105031248904,0,0,0,0,0,0,0,0,0,0
7.39000000001,4.62796794243,0.471921394404,-0.142010009943,-0.141063879376,4.37999602674,0.446635296125,-0.0121327634855,0,0,0,0,0,0,0,0,0,0
7.40000000001,4.99473476916,0.509321202364,-0.0937865645528,-0.0927759937181,4.82878856583,0.492399398962,-0.013301962851,0,0,0,0,0,0,0,0,0,0
7.41000000001,5.18127572888,0.528343086465,-0.0427916704144,-0.0417530153899,5.10229783281,0.520289582355,-0.0139746078965,0,0,0,0,0,0,0,0,0,0
7.42000000001,5.18301590628,0.528520535176,0.00914543125129,0.0101752284247,5.19282438145,0.529520721291,-0.0141324968313,0,0,0,0,0,0,0,0,0,0
7.43000000001,5.00195382664,0.510057341359,0.0601826347204,0.0611673564221,5.09921279973,0.519974996531,-0.0137757839071,0,0,0,0,0,0,0,0,0,0
7.44000000001,4.64651761945,0.473812935044,0.108530129287,0.10943555251,4.82681960873,0.492198621214,-0.0129227693624,0,0,0,0,0,0,0,0,0,0
7.45000000001,4.13119567367,0.421264720742,0.152512985551,0.153308067486,4.38725149765,0.447375148257,-0.0116090512624,0,0,0,0,0,0,0,0,0,0
7.46000000001,3.47595735383,0.354449006932,0.190628986481,0.191286924563,3.79788570767,0.387276563115,-0.00988607630219,0,0,0,0,0,0,0,0,0,0
7.47000000001,2.70548659403,0.275882854393,0.221599713655,0.222098844029,3.08119194656,0.314194138321,-0.00781914745923,0,0,0,0,0,0,0,0,0,0
7.48000000001,1.84825754629,0.188469818571,0.244413159701,0.244737664183,2.26388201545,0.230851719542,-0.00548496491817,0,0,0,0,0,0,0,0,0,0
7.49000000001,0.935486716269,0.0953930971605,0.258356456732,0.258496855446,1.37591912628,0.140304704082,-0.00296879232001,0,0,0,0,0,0,0,0,0,0
7.50000000001,-6.50173796622e-10,-6.62992761669e-11,0.263037675657,0.262991090347,0.449423490062,0.0458284419309,-0.000361352591045,0,0,0,0,0,0,0,0,0,0
7.51000000001,-0.924944393313,-0.0943180793965,0.258396049167,0.258166230466,-0.482485988079,-0.0491998784579,0.00224443401302,0,0,0,0,0,0,0,0,0,0
7.52000000001,-1.80683503085,-0.184245897513,0.244700387514,0.244297507867,-1.3868722599,-0.141421612875,0.00475675270469,0,0,0,0,0,0,0,0,0,0
7.53000000001,-2.61504669535,-0.266660551295,0.222535876008,0.221976098201,-2.23214096654,-0.227615033323,0.00708812073504,0,0,0,0,0,0,0,0,0,0
7.54000000001,-3.32190033778,-0.338739563233,0.192779851557,0.192084690624,-2.98914075774,-0.304807529354,0.00915842467917,0,0,0,0,0,0,0,0,0,0
7.55000000001,-3.90360700236,-0.39805713494,0.156567538223,0.155763041603,-3.63216490213,-0.370377743891,0.0108976633403,0,0,0,0,0,0,0,0,0,0
7.56000000001,-4.34106367939,-0.442665301544,0.115249065505,0.114364842465,-4.13981991378,-0.422144148489,0.0122483027606,0,0,0,0,0,0,0,0,0,0
7.57000000001,-4.62047464292,-0.471157290503,0.0703393860763,0.069407522383,-4.49573200818,-0.458437081794,0.0131671645849,0,0,0,0,0,0,0,0,0,0
7.58000000001,-4.73377829758,-0.482711047869,0.0234629422703,0.0225168397468,-4.68906826361,-0.478151893216,0.0136267863955,0,0,0,0,0,0,0,0,0,0
7.59000000001,-4.67886666039,-0.477111619197,-0.0237049048124,-0.0246317220092,-4.71485617559,-0.480781528411,0.0136162119842,0,0,0,0,0,0,0,0,0,0
7.60000000001,-4.45959207867,-0.454751834589,-0.0694975781983,-0.0703726480398,-4.57409260305,-0.4664276387,0.013141190134,0,0,0,0,0,0,0,0,0,0
7.61000000001,-4.08556336701,-0.416611520449,-0.112315998493,-0.113109054554,-4.27364065141,-0.435790066069,0.012223781621,0,0,0,0,0,0,0,0,0,0
7.62000000001,-3.57174096442,-0.364216216998,-0.15068424555,-0.151368260049,-3.82592054952,-0.390135321391,0.010901395048,0,0,0,0,0,0,0,0,0,0
7.63000000001,-2.93784770657,-0.299577093765,-0.183300237353,-0.183852337948,-3.24840778982,-0.331245408964,0.009225292058,0,0,0,0,0,0,0,0,0,0
7.64000000001,-2.20761813595,-0.22511440053,-0.209079693155,-0.209481922564,-2.5629584616,-0.261349029648,0.00725862075544,0,0,0,0,0,0,0,0,0,0
7.65000000001,-1.40791471726,-0.143567346368,-0.227191905026,-0.22743179844,-1.79498758767,-0.183037794524,0.00507405215042,0,0,0,0,0,0,0,0,0,0
7.66000000001,-0.567743704875,-0.0578937460678,-0.237086148199,-0.237157110186,-0.972531174559,-0.0991705806324,0.00275110760728,0,0,0,0,0,0,0,0,0,0
7.67000000001,0.282793419127,0.0288369034407,-0.238507904756,-0.238409374639,-0.125226445262,-0.0127695436528,0.000373275183151,0,0,0,0,0,0,0,0,0,0
7.68000000001,1.1135751528,0.113553063768,-0.231504444539,-0.231241846835,0.71675278035,0.073088443082,-0.00197498092422,0,0,0,0,0,0,0,0,0,0
7.69000000001,1.8955235365,0.193289608225,-0.216419688374,-0.216004172526,1.52376743088,0.155381035408,-0.00421121102103,0,0,0,0,0,0,0,0,0,0
7.70000000001,2.60161862945,0.265291269643,-0.193878658239,-0.193326639241,2.26775332848,0.231246483609,-0.00625786507988,0,0,0,0,0,0,0,0,0,0
7.71000000001,3.20782862649,0.327107485889,-0.164762183338,-0.164094701778,2.92319374635,0.298082805683,-0.00804497178498,0,0,0,0,0,0,0,0,0,0
7.72000000001,3.69392372855,0.37667539155,-0.130172867585,-0.129414793788,3.46799079901,0.353636644421,-0.00951251926281,0,0,0,0,0,0,0,0,0,0
7.73000000001,4.04414635615,0.412388160702,-0.0913936211384,-0.090572733307,3.88420604806,0.396078788175,-0.0106124568983,0,0,0,0,0,0,0,0,0,0
7.74000000001,4.24771568905,0.433146455625,-0.0498403062322,-0.0489862766064,4.15864567005,0.424063841378,-0.0113102519478,0,0,0,0,0,0,0,0,0,0
7.75000000001,4.29915062416,0.438391359349,-0.0070102376059,-0.00615356349688,4.28327131094,0.436772120035,-0.0115859511484,0,0,0,0,0,0,0,0,0,0
7.76000000001,4.19840184521,0.428117843016,0.0355715958968,0.0364006778056,4.25542413023,0.43393249787,-0.0114347155768,0,0,0,0,0,0,0,0,0,0
7.77000000001,3.95079055127,0.402868517921,0.0764066630963,0.0771792406493,4.07785628437,0.415825616736,-0.0108668159845,0,0,0,0,0,0,0,0,0,0
7.78000000001,3.56675825204,0.363708121737,0.114075459996,0.114764950353,3.75857097037,0.383267575612,-0.00990709502953,0,0,0,0,0,0,0,0,0,0
7.79000000001,3.06143866327,0.312179863997,0.147286678869,0.147869739384,3.31047890308,0.337574901019,-0.00859392158085,0,0,0,0,0,0,0,0,0,0
7.80000000001,2.45406889402,0.2502453839,0.174921280205,0.175378594329,2.75088549447,0.280512253876,-0.00697767991228,0,0,0,0,0,0,0,0,0,0
7.81000000001,1.76726259631,0.180210632205,0.196069970629,0.196386882533,2.10082882042,0.214224920887,-0.00511885252797,0,0,0,0,0,0,0,0,0,0
7.82000000001,1.02617236154,0.104640459437,0.210062840235,0.210229817522,1.38429349892,0.141158652437,-0.00308576902769,0,0,0,0,0,0,0,0,0,0
7.83000000001,0.257572243324,0.0262650592531,0.216490204317,0.216503114481,0.627329695905,0.0639698261797,-0.000952104367664,0,0,0,0,0,0,0,0,0,0
7.84000000001,-0.511106251799,-0.0521183331514,0.215214016293,0.215074209342,-0.142890513941,-0.0145707773746,0.00120578225146,0,0,0,0,0,0,0,0,0,0
7.85000000001,-1.25275010975,-0.127744959772,0.206369559078,0.206083755675,-0.899045366716,-0.0916771136643,0.00331157207654,0,0,0,0,0,0,0,0,0,0
7.86000000001,-1.9415180777,-0.197979746162,0.190357468991,0.189937460342,-1.61462953327,-0.164646391303,0.00529167815663,0,0,0,0,0,0,0,0,0,0
7.87000000001,-2.55373785026,-0.26040878896,0.167826487119,0.167288659411,-2.26488009312,-0.23095349514,0.0070778087554,0,0,0,0,0,0,0,0,0,0
7.88000000001,-3.06871614077,-0.312921960177,0.139647655959,0.139012358193,-2.82763012176,-0.288338027946,0.00860931384342,0,0,0,0,0,0,0,0,0,0
7.89000000001,-3.46943404778,-0.353783814838,0.106880972886,0.106171752283,-3.28406059104,-0.334880982908,0.0098352343958,0,0,0,0,0,0,0,0,0,0
7.90000000001,-3.74310450436,-0.381690434997,0.0707357665722,0.0699785000881,-3.61932521944,-0.369068460631,0.0107159856577,0,0,0,0,0,0,0,0,0,0
7.91000000001,-3.88157374407,-0.39581036787,0.032526269267,0.0317482231206,-3.82302769674,-0.389840332503,0.0112246192737,0,0,0,0,0,0,0,0,0,0
7.92000000001,-3.88155444175,-0.395808399581,-0.00637598979618,-0.00714713853815,-3.88953616587,-0.39662230893,0.0113476246966,0,0,0,0,0,0,0,0,0,0
7.93000000001,-3.74468428032,-0.381851527312,-0.0445912514901,-0.0453283962716,-3.81812577333,-0.389340475426,0.0110852470226,0,0,0,0,0,0,0,0,0,0
7.94000000001,-3.47740993677,-0.35459712917,-0.080780304703,-0.081457859099,-3.61294628273,-0.368417990112,0.0104513157457,0,0,0,0,0,0,0,0,0,0
7.95000000001,-3.09070264888,-0.315163960056,-0.113691256277,-0.114286038723,-3.2828179624,-0.334754270051,0.0094725962566,0,0,0,0,0,0,0,0,0,0
7.96000000001,-2.59961740199,-0.265087201235,-0.142202665439,-0.1426946886,-2.84086498771,-0.289687608685,0.00818769261998,0,0,0,0,0,0,0,0,0,0
7.97000000001,-2.02271315776,-0.206259340118,-0.16536156286,-0.165734700902,-2.30400123016,-0.234942740912,0.00664554567246,0,0,0,0,0,0,0,0,0,0
7.98000000001,-1.38135624977,-0.140859136379,-0.182415072691,-0.182657584345,-1.6922883443,-0.172565386171,0.00490358424623,0,0,0,0,0,0,0,0,0,0
7.99000000001,-0.69893293603,-0.0712713246654,-0.19283459708,-0.192939487739,-1.02819033944,-0.104846235916,0.0030255988858,0,0,0,0,0,0,0,0,0,0
8.00000000001,5.58860497735e-10,5.69879110333e-11,-0.19633179768,-0.19629700967,-0.335752193103,-0.034237195485,0.00107941639875,0,0,0,0,0,0,0,0,0,0
8.01000000001,0.690595867964,0.0704211803179,-0.192865907516,-0.192694333859,0.360267581093,0.036737069345,-0.000865540318893,0,0,0,0,0,0,0,0,0,0
8.02000000001,1.34859842395,0.13751876777,-0.182642218296,-0.182341541589,1.03527922707,0.105569101281,-0.00274071969613,0,0,0,0,0,0,0,0,0,0
8.03000000001,1.95119088945,0.198966098458,-0.166101901767,-0.165684265945,1.6657275644,0.169856940382,-0.00448084873379,0,0,0,0,0,0,0,0,0,0
8.04000000001,2.47778400604,0.252663652321,-0.143903627876,-0.143385156453,2.22991094916,0.227387634835,-0.00602619584578,0,0,0,0,0,0,0,0,0,0
8.05000000001,2.91071603424,0.296810433149,-0.116897726687,-0.116297906311,2.70872501426,0.276213081354,-0.00732461115959,0,0,0,0,0,0,0,0,0,0
8.06000000001,3.23584102446,0.329963955526,-0.0860938953972,-0.0854348480896,3.08630582212,0.314715608502,-0.00833327493159,0,0,0,0,0,0,0,0,0,0
8.07000000001,3.44298592282,0.351086856656,-0.0526236677727,-0.0519293388927,3.3505509197,0.341661109523,-0.0090200958665,0,0,0,0,0,0,0,0,0,0
8.08000000001,3.52626194072,0.359578647216,-0.0176990337264,-0.0169943253231,3.49350135696,0.356237997375,-0.00936471418758,0,0,0,0,0,0,0,0,0,0
8.09000000001,3.48422094026,0.355291658238,0.0174312839351,0.0181214031229,3.51157284462,0.358080776271,-0.00935907879858,0,0,0,0,0,0,0,0,0,0
8.10000000001,3.31985317385,0.338530810608,0.0515263239081,0.0521777001084,3.40562969855,0.347277581901,-0.00900758328243,0,0,0,0,0,0,0,0,0,0
8.11000000001,3.04042836476,0.310037409794,0.0833965718971,0.0839867085914,3.18090084832,0.32436161669,-0.00832676123893,0,0,0,0,0,0,0,0,0,0
8.12000000001,2.65718762573,0.270957730288,0.111945304763,0.112454136344,2.84674277529,0.290286976215,-0.00734455701425,0,0,0,0,0,0,0,0,0,0
8.13000000001,2.1848988918,0.222797682369,0.136206161978,0.136616732292,2.41625959482,0.24638990836,-0.00609920267107,0,0,0,0,0,0,0,0,0,0
8.14000000001,1.64129321218,0.167365329872,0.155375663521,0.155674686494,1.90579542019,0.194337048859,-0.00463774557714,0,0,0,0,0,0,0,0,0,0
8.15000000001,1.04640324561,0.106703435486,0.16883958728,0.16901787125,1.33431847561,0.136062618286,-0.00301428278842,0,0,0,0,0,0,0,0,0,0
8.16000000001,0.421828500249,0.04301453608,0.176192348953,0.176245071391,0.722720014039,0.073696931576,-0.00128796807522,0,0,0,0,0,0,0,0,0,0
8.17000000001,-0.210045849407,-0.0214187158109,0.177248784946,0.177175609661,0.0930538270313,0.00948884961035,0.000479135330034,0,0,0,0,0,0,0,0,0,0
8.18000000001,-0.826848421195,-0.0843150740768,0.172048014245,0.171853048863,-0.532256079802,-0.054275015403,0.00222427862265,0,0,0,0,0,0,0,0,0,0
8.19000000001,-1.40701090739,-0.143475183411,0.160849338912,0.16054093605,-1.13121128135,-0.11535144839,0.00388624854721,0,0,0,0,0,0,0,0,0,0
8.20000000001,-1.93051943258,-0.196858196487,0.144120424451,0.143710835506,-1.68301005437,-0.171619263905,0.00540750740498,0,0,0,0,0,0,0,0,0,0
8.21000000001,-2.3796019159,-0.242651865407,0.12251827098,0.122023166553,-2.16876689534,-0.221152676535,0.00673617741527,0,0,0,0,0,0,0,0,0,0
8.22000000001,-2.73932794372,-0.279333711688,0.0968637345196,0.0963016100079,-2.57215565446,-0.262286882316,0.00782780129807,0,0,0,0,0,0,0,0,0,0
8.23000000001,-2.99810103466,-0.305721223319,0.0681105762062,0.0675020649634,-2.87995450446,-0.293673630084,0.00864681967293,0,0,0,0,0,0,0,0,0,0
8.24000000001,-3.14802722476,-0.321009439998,0.0373101985905,0.0366773180073,-3.08247469562,-0.314324942322,0.00916771658778,0,0,0,0,0,0,0,0,0,0
8.25000000001,-3.18514846531,-0.324794753082,0.00557336633008,0.00493872427754,-3.17385937299,-0.323643586035,0.0093757967992,0,0,0,0,0,0,0,0,0,0
8.26000000001,-3.10953424082,-0.317084248018,-0.0259697007351,-0.0265837106095,-3.15224348871,-0.32143937927,0.00926757186755,0,0,0,0,0,0,0,0,0,0
8.27000000001,-2.92522990348,-0.298290435926,-0.0562094336108,-0.0567814191925,-3.01977085831,-0.307930930369,0.00885074621854,0,0,0,0,0,0,0,0,0,0
8.28000000001,-2.64006529931,-0.269211738903,-0.0840958011839,-0.0846061142286,-2.78246950361,-0.283732926495,0.00814380855143,0,0,0,0,0,0,0,0,0,0
8.29000000001,-2.26533215263,-0.230999592381,-0.108674620552,-0.109106028399,-2.449991417,-0.249829596958,0.0071752478383,0,0,0,0,0,0,0,0,0,0
8.30000000001,-1.81534320681,-0.18511349001,-0.12912004053,-0.129458304346,-2.03522759471,-0.207535457542,0.00598242617458,0,0,0,0,0,0,0,0,0,0
8.31000000001,-1.30689013704,-0.133265706132,-0.144762098655,-0.144996438947,-1.55381346017,-0.158444877727,0.00461015245812,0,0,0,0,0,0,0,0,0,0
8.32000000001,-0.758620616907,-0.0773577742559,-0.155108439444,-0.155231873789,-1.02354348421,-0.104372388553,0.00310901089444,0,0,0,0,0,0,0,0,0,0
8.33000000001,-0.190357526464,-0.0194110655998,-0.159859498992,-0.159869041642,-0.463716785255,-0.0472859524155,0.00153350631729,0,0,0,0,0,0,0,0,0,0
8.34000000001,0.377614950024,0.0385060086803,-0.158916700273,-0.158813418273,0.10556233691,0.0107643626427,-5.99059822801e-05,0,0,0,0,0,0,0,0,0,0
8.35000000001,0.925272722964,0.0943515597032,-0.152383455817,-0.152172381441,0.664103683199,0.0677197292857,-0.00161483498084,0,0,0,0,0,0,0,0,0,0
8.36000000001,1.43355513004,0.14618194083,-0.140559030961,-0.140248935309,1.19234461314,0.121585313348,-0.00307694156459,0,0,0,0,0,0,0,0,0,0
8.37000000001,1.88502559264,0.19221911587,-0.12392557223,-0.123528609706,1.67203256031,0.170499871037,-0.00439582928967,0,0,0,0,0,0,0,0,0,0
8.38000000001,2.26446679682,0.230911350647,-0.10312884302,-0.102660080813,2.08685288934,0.212799772536,-0.00552677274226,0,0,0,0,0,0,0,0,0,0
8.39000000001,2.55939019366,0.260985167581,-0.078953424181,-0.0784302747966,2.42298060164,0.247075260322,-0.0064322245203,0,0,0,0,0,0,0,0,0,0
8.40000000001,2.76044288927,0.281486836919,-0.0522933232214,-0.0517349012787,2.6695373518,0.272217051878,-0.00708305040068,0,0,0,0,0,0,0,0,0,0
8.41000000001,2.86169882821,0.291812069178,-0.0241190862387,-0.0235455131766,2.81893881021,0.287451760816,-0.00745945247295,0,0,0,0,0,0,0,0,0,0
8.42000000001,2.86082542243,0.291723006576,0.00455738334918,0.00512570147239,2.86712146491,0.292365024235,-0.00755155153148,0,0,0,0,0,0,0,0,0,0
8.43000000001,2.75912128646,0.281352070938,0.0327190291691,0.0332621249602,2.81364234878,0.286911672058,-0.00735961239931,0,0,0,0,0,0,0,0,0,0
8.44000000001,2.56142534526,0.261192695289,0.0593795788703,0.0598786224279,2.66164974678,0.271412740006,-0.00689390866237,0,0,0,0,0,0,0,0,0,0
8.45000000001,2.27590212063,0.232077429156,0.0836179486867,0.0840558976107,2.41772751829,0.246539594896,-0.00617423606218,0,0,0,0,0,0,0,0,0,0
8.46000000001,1.91371231518,0.195144347477,0.104609920369,0.104972098618,2.09162010076,0.213285892814,-0.00522909608104,0,0,0,0,0,0,0,0,0,0
8.47000000001,1.48858175009,0.151793094491,0.121656006425,0.121930592481,1.69584938625,0.172928511393,-0.00409458262555,0,0,0,0,0,0,0,0,0,0
8.48000000001,1.01628514027,0.103632243454,0.134204567673,0.134382975904,1.24523834235,0.126978972672,-0.00281301478363,0,0,0,0,0,0,0,0,0,0
8.49000000001,0.514063992735,0.05241993879,0.141869426361,0.141946569471,0.756359356691,0.0771271898855,-0.00143136705675,0,0,0,0,0,0,0,0,0,0
8.50000000001,-3.51243726399e-10,-3.58168922516e-11,0.14444142189,0.14441584666,0.246927718905,0.0251796198401,4.45023900946e-07,0,0,0,0,0,0,0,0,0,0
8.51000000001,-0.507633396991,-0.0517642005161,0.141893576902,0.141767470024,-0.264837663588,-0.0270059259367,0.00143136160732,0,0,0,0,0,0,0,0,0,0
8.52000000001,-0.991018104852,-0.101055722887,0.134379771225,0.134158836644,-0.760863338055,-0.0775864681675,0.00281099314066,0,0,0,0,0,0,0,0,0,0
8.53000000001,-1.43341431726,-0.146167581922,0.122227051634,0.121920265335,-1.22385713088,-0.124798695873,0.00409138865055,0,0,0,0,0,0,0,0,0,0
8.54000000001,-1.81973759694,-0.185561593097,0.105921928473,0.1055411809,-1.63790844349,-0.16702017952,0.00522869588172,0,0,0,0,0,0,0,0,0,0
8.55000000001,-2.13707030955,-0.217920524292,0.0860912180365,0.0856508581727,-1.98903227275,-0.202824845666,0.00618465607708,0,0,0,0,0,0,0,0,0,0
8.56000000001,-2.37509017538,-0.242191795912,0.06347817518,0.062994473611,-2.26563845618,-0.231030826651,0.006927882736,0,0,0,0,0,0,0,0,0,0
8.57000000001,-2.52640185059,-0.257621292754,0.0389148175401,0.0384053684668,-2.45891051442,-0.250739091782,0.00743488194639,0,0,0,0,0,0,0,0,0,0
8.58000000001,-2.58676105044,-0.263776218223,0.0132914658731,0.0127745499443,-2.56308185225,-0.261361611993,0.00769078153844,0,0,0,0,0,0,0,0,0,0
8.59000000001,-2.55518465325,-0.260556321807,-0.0124753895717,-0.0129814586281,-2.57560085725,-0.26263819523,0.00768974699502,0,0,0,0,0,0,0,0,0,0
8.60000000001,-2.43394433256,-0.24819324974,-0.0374757415917,-0.0379532632791,-2.49718046511,-0.2546415407,0.00743507338549,0,0,0,0,0,0,0,0,0,0
8.61000000001,-2.22844540868,-0.227238191297,-0.0608380786521,-0.0612705822361,-2.3317318957,-0.237770481837,0.00693895415791,0,0,0,0,0,0,0,0,0,0
8.62000000001,-1.94699664251,-0.198538404298,-0.0817596359373,-0.0821324458172,-2.08618635812,-0.212731805266,0.00622193901765,0,0,0,0,0,0,0,0,0,0
8.63000000001,-1.60048047313,-0.1632035887,-0.0995338395088,-0.0998345701228,-1.77021243056,-0.180511431586,0.00531210393795,0,0,0,0,0,0,0,0,0,0
8.64000000001,-1.20193659647,-0.122563423439,-0.113574010513,-0.113792974203,-1.39584040798,-0.142336109475,0.00424396621632,0,0,0,0,0,0,0,0,0,0
8.65000000001,-0.766074679053,-0.0781178770583,-0.123432540187,-0.123563054727,-0.977008052418,-0.0996270951261,0.00305718607168,0,0,0,0,0,0,0,0,0,0
8.66000000001,-0.308734303718,-0.0314821375003,-0.128814916254,-0.128853502468,-0.529044774124,-0.0539475533566,0.00179510328571,0,0,0,0,0,0,0,0,0,0
8.67000000001,0.15368812163,0.0156718269368,-0.129588170895,-0.12953463477,-0.0681132301797,-0.00694561651325,0.000503162599523,0,0,0,0,0,0,0,0,0,0
8.68000000001,0.604824844457,0.0616749699905,-0.125783522808,-0.125640920675,0.389371409491,0.0397048339128,-0.000772715177698,0,0,0,0,0,0,0,0,0,0
8.69000000001,1.02891381363,0.104920009752,-0.117593193711,-0.117367683208,0.827323746653,0.0843635437844,-0.00198775819711,0,0,0,0,0,0,0,0,0,0
8.70000000001,1.41134702933,0.143917344794,-0.105361585522,-0.105062169043,1.23055141654,0.125481323034,-0.00309990745837,0,0,0,0,0,0,0,0,0,0
8.71000000001,1.73917120546,0.177346107535,-0.0895712011323,-0.089209372181,1.58527968621,0.161653539814,-0.00407126516448,0,0,0,0,0,0,0,0,0,0
8.72000000001,2.00152367839,0.204098614551,-0.0708238723814,-0.0704131785459,1.87961936351,0.19166783392,-0.00486937791812,0,0,0,0,0,0,0,0,0,0
8.73000000001,2.18998899881,0.223316728833,-0.0498180173063,-0.0493735563361,2.10396222098,0.214544438823,-0.00546831159253,0,0,0,0,0,0,0,0,0,0
8.74000000001,2.29886462965,0.234418953429,-0.0273227797205,-0.0268606473382,2.2512908998,0.229567783066,-0.0058494826109,0,0,0,0,0,0,0,0,0,0
8.75000000001,2.32532752932,0.237117418213,-0.00415000335368,-0.00368671290204,2.31739344362,0.236308366631,-0.0060022194121,0,0,0,0,0,0,0,0,0,0
8.76000000001,2.26949700412,0.23142428904,0.0188749429153,0.0193230481527,2.30097610548,0.234634264043,-0.00592403773584,0,0,0,0,0,0,0,0,0,0
8.77000000001,2.13439293459,0.217647508027,0.0409424446107,0.041359765586,2.20367174334,0.224711980476,-0.00562062366715,0,0,0,0,0,0,0,0,0,0
8.78000000001,1.92579218634,0.196376151523,0.0612869915048,0.0616592139912,2.02994484052,0.206996766533,-0.00510552876927,0,0,0,0,0,0,0,0,0,0
