time,input_base_ax,input_base_ax_g,input_base_vx,base_vx,base_ax,base_ax_g,base_xdisp,top_vx,top_ax,top_ax_g,top_xdisp,stress_point_vx,stress_point_ax,stress_point_ax_g,stress_point_xdisp,stress_point_strain,stress_point_shear_stress
3.46,13.1014464239,1.33597573319,0.742411520417,0.744895022866,14.2702132896,1.45515678541,-0.036262332844,0,0,0,0,0,0,0,0,0,0
3.47,10.2606907546,1.04629927189,0.859484753665,0.861380406967,11.6485384101,1.18782034743,-0.0282309556948,0,0,0,0,0,0,0,0,0,0
3.48,7.05291732321,0.719197414327,0.946247985135,0.947487927275,8.61075203078,0.878052345172,-0.0191866140236,0,0,0,0,0,0,0,0,0,0
3.49,3.59176391298,0.366257989526,0.999592208555,1.00013181459,5.26438873126,0.536818254068,-0.00944851531433,0,0,0,0,0,0,0,0,0,0
3.5,1.27222454793e-10,1.29730799808e-11,1.01759310036,1.01741259338,1.72807787914,0.176214903065,0.0006392067255,0,0,0,0,0,0,0,0,0,0
3.51,-3.5948441109,-0.366572082302,0.999580640814,0.998685818035,-1.87267753442,-0.190959964352,0.0107196987826,0,0,0,0,0,0,0,0,0,0
3.52,-7.06502192319,-0.720431740012,0.946164057294,0.944586104637,-5.40997133976,-0.55166354869,0.0204360583959,0,0,0,0,0,0,0,0,0,0
3.53,-10.2871266159,-1.04899497952,0.859211162692,0.857005563727,-8.75805409097,-0.89307297507,0.0294440167377,0,0,0,0,0,0,0,0,0,0
3.54,-13.1464950955,-1.34056941928,0.741782793244,0.739027370905,-11.7978192822,-1.20304275999,0.0374241814109,0,0,0,0,0,0,0,0,0,0
3.55,-15.5413025238,-1.58477181543,0.598024657716,0.594816818172,-14.4210552733,-1.47053838705,0.0440934023563,0,0,0,0,0,0,0,0,0,0
3.56,-17.3862006265,-1.77289906609,0.433020435218,0.429473711904,-16.5343106268,-1.68603046166,0.0492148550067,0,0,0,0,0,0,0,0,0,0
3.57,-18.6153693699,-1.8982393957,0.252611347625,0.248851368524,-18.062234338,-1.84183531971,0.0526064804088,0,0,0,0,0,0,0,0,0,0
3.58,-19.1848725619,-1.95631255953,0.0631886345814,0.0593486565268,-18.9502711997,-1.93238987827,0.0541474805341,0,0,0,0,0,0,0,0,0,0
3.59,-19.0742328427,-1.94503044799,-0.128533668852,-0.132317499536,-19.1666156063,-1.95445086816,0.053782636319,0,0,0,0,0,0,0,0,0,0
3.6,-18.2871694757,-1.86477232039,-0.315757544637,-0.319351036003,-18.7033536467,-1.90721129506,0.0515242936413,0,0,0,0,0,0,0,0,0,0
3.61,-16.8514723351,-1.71837195526,-0.491842870094,-0.495118560015,-17.5767524012,-1.7923299395,0.0474519456612,0,0,0,0,0,0,0,0,0,0
3.62,-14.818016429,-1.51101715968,-0.650543726373,-0.653385419045,-15.826685903,-1.6138728213,0.0417094257659,0,0,0,0,0,0,0,0,0,0
3.63,-12.2589520876,-1.25006521979,-0.786230699089,-0.788537600603,-13.5152181558,-1.37816870754,0.0344998106677,0,0,0,0,0,0,0,0,0,0
3.64,-9.26513547567,-0.944780885998,-0.89409123321,-0.895781538529,-10.7243937926,-1.09358382247,0.026078214972,0,0,0,0,0,0,0,0,0,0
3.65,-5.9428912968,-0.606006260731,-0.970300888698,-0.971314691996,-7.55331534666,-0.770223812072,0.0167427338194,0,0,0,0,0,0,0,0,0,0
3.66,-2.41022347132,-0.24577439506,-1.012159384,-1.0124608085,-4.11461165086,-0.419573621049,0.0068238563169,0,0,0,0,0,0,0,0,0,0
3.67,1.20739068064,0.123119585245,-1.01818657386,-1.01776504529,-0.530423678591,-0.0540881624807,-0.00332727295207,0,0,0,0,0,0,0,0,0,0
3.68,4.78147232751,0.487574485427,-0.988174941012,-0.987045559261,3.07194860297,0.313251579589,-0.0133513259748,0,0,0,0,0,0,0,0,0,0
3.69,8.18511917412,0.8346498727,-0.923196736301,-0.92139973239,6.56458268709,0.669401139746,-0.0228935524331,0,0,0,0,0,0,0,0,0,0
3.7,11.2975260044,1.15202704332,-0.825565523639,-0.823164821486,9.82349109031,1.00171731328,-0.0316163752025,0,0,0,0,0,0,0,0,0,0
3.71,14.008286172,1.42844765256,-0.698753515561,-0.69583445026,12.7330371227,1.29840843945,-0.0392113715612,0,0,0,0,0,0,0,0,0,0
3.72,16.2213204007,1.65411434085,-0.547267664895,-0.543933939223,15.1900511037,1.54895413864,-0.0454102135086,0,0,0,0,0,0,0,0,0,0
3.73,17.8582926686,1.82103905703,-0.376488950577,-0.372858938675,17.1075000547,1.74447951693,-0.0499941778981,0,0,0,0,0,0,0,0,0,0
3.74,18.8613913835,1.9233266593,-0.192480608695,-0.188683139121,18.4175799554,1.87807048844,-0.0528018882871,0,0,0,0,0,0,0,0,0,0
3.75,19.195376839,1.95738369769,-0.00177216636547,0.00205806476201,19.0741203883,1.94501898083,-0.0537350136589,0,0,0,0,0,0,0,0,0,0
3.76,18.8488222662,1.92204496604,0.188873003576,0.192600225492,19.054216073,1.94298930552,-0.0527617222076,0,0,0,0,0,0,0,0,0,0
3.77,17.8345046938,1.81861335867,0.372698305408,0.37619050058,18.3590275088,1.87209980053,-0.0499177685772,0,0,0,0,0,0,0,0,0,0
3.78,16.1889322851,1.6508116722,0.543194133,0.546327727776,17.0137227195,1.73491689002,-0.0453051774355,0,0,0,0,0,0,0,0,0,0
3.79,13.9710257235,1.42464814421,0.694329105341,0.696993356171,15.0665628396,1.53636184014,-0.0390885720157,0,0,0,0,0,0,0,0,0,0
3.8,11.2600014606,1.14820060476,0.82076408616,0.82286500527,12.5871649099,1.2835336134,-0.0314892802085,0,0,0,0,0,0,0,0,0,0
3.81,8.152533152,0.831327023193,0.918041370852,0.919505051783,9.66400465128,0.98545422252,-0.0227774299233,0,0,0,0,0,0,0,0,0,0
3.82,4.75929333976,0.485312858087,0.982742317825,0.983517542859,6.40124910762,0.652745749835,-0.0132623169501,0,0,0,0,0,0,0,0,0,0
3.83,1.20099950813,0.122467867022,1.0126078349,1.01266787214,2.91503292841,0.297250633847,-0.00328138987504,0,0,0,0,0,0,0,0,0,0
3.84,-2.39589377874,-0.244313173075,1.0066174636,1.0059609905,-0.670688164435,-0.0683911595127,0.00681175443816,0,0,0,0,0,0,0,0,0,0
3.85,-5.90370245022,-0.602010110509,0.965024286964,0.9636754084,-4.2285582099,-0.431192936415,0.0166599364327,0,0,0,0,0,0,0,0,0,0
3.86,-9.19805905232,-0.937940994358,0.889344467223,0.887351828488,-7.63235799113,-0.77828391868,0.0259150726171,0,0,0,0,0,0,0,0,0,0
3.87,-12.1623350812,-1.240213027,0.782301840388,0.779736867899,-10.761496059,-1.09736720072,0.034250516099,0,0,0,0,0,0,0,0,0,0
3.88,-14.6917818244,-1.49814481239,0.647729599031,0.644683932541,-13.5052935358,-1.37715667795,0.0413726201012,0,0,0,0,0,0,0,0,0,0
3.89,-16.6972422833,-1.70264486683,0.490432623354,0.487014832297,-15.7669100244,-1.60777737805,0.0470311139254,0,0,0,0,0,0,0,0,0,0
3.9,-18.1083022887,-1.84653294333,0.316015420457,0.312347122433,-17.4667709864,-1.78111495632,0.0510279236991,0,0,0,0,0,0,0,0,0,0
3.91,-18.8757691581,-1.9247927843,0.130681852099,0.126893372701,-18.5453749732,-1.89110195359,0.0532241261747,0,0,0,0,0,0,0,0,0,0
3.92,-18.9733904449,-1.93474738518,-0.0589861710002,-0.0627604416839,-18.9653814385,-1.93393069382,0.0535447908298,0,0,0,0,0,0,0,0,0,0
3.93,-18.3987526229,-1.87615063481,-0.246263110628,-0.2498894989,-18.7129057217,-1.90818533563,0.0519815411269,0,0,0,0,0,0,0,0,0,0
3.94,-17.1733289506,-1.75119219618,-0.424518965057,-0.427869261326,-17.7979762425,-1.81488849327,0.0485927473258,0,0,0,0,0,0,0,0,0,0
3.95,-15.3416762119,-1.56441559676,-0.587454646658,-0.590410650888,-16.2541389562,-1.65746090216,0.0435013477647,0,0,0,0,0,0,0,0,0,0
3.96,-12.9698104398,-1.32255259847,-0.729325193685,-0.731782896988,-14.13722461,-1.44159571413,0.0368903800253,0,0,0,0,0,0,0,0,0,0
3.97,-10.1428210087,-1.03427990279,-0.845142885227,-0.847016139283,-11.5233242295,-1.17505205442,0.028996384844,0,0,0,0,0,0,0,0,0,0
3.98,-6.96180958211,-0.709907010255,-0.930853059413,-0.932076603922,-8.50604646392,-0.86737534876,0.0201009211279,0,0,0,0,0,0,0,0,0,0
3.99,-3.5402643562,-0.361006496225,-0.983476421782,-0.984008163319,-5.19315593974,-0.529554530827,0.0105204972917,0,0,0,0,0,0,0,0,0,0
4,-1.44954936943e-10,-1.47812899352e-11,-1.00121283773,-1.00103530026,-1.70271369358,-0.173628475941,0.000595279973872,0,0,0,0,0,0,0,0,0,0
4.01,3.53319105024,0.360285219748,-0.983502986316,-0.982623883307,1.84114169477,0.187744203654,-0.00932301594396,0,0,0,0,0,0,0,0,0,0
4.02,6.9340202752,0.707073289574,-0.931045762778,-0.929497672381,5.31262109265,0.541736586158,-0.0188836237224,0,0,0,0,0,0,0,0,0,0
4.03,10.0821576314,1.02809395985,-0.845770899506,-0.84361005611,8.58876162704,0.87580994805,-0.0277491623649,0,0,0,0,0,0,0,0,0,0
4.04,12.8665001981,1.31201788563,-0.730767873269,-0.728072120409,11.5537935701,1.17815906249,-0.0356075732475,0,0,0,0,0,0,0,0,0,0
4.05,15.1891031,1.54885746917,-0.59017372297,-0.587039702253,14.1032418155,1.43813043348,-0.0421831323608,0,0,0,0,0,0,0,0,0,0
4.06,16.9686332893,1.73031904772,-0.429023861623,-0.425563539464,16.1476162789,1.64659861205,-0.0472461485694,0,0,0,0,0,0,0,0,0,0
4.07,18.1432241216,1.85009397925,-0.253071276551,-0.249407933863,17.6155605601,1.79628727038,-0.0506210059361,0,0,0,0,0,0,0,0,0,0
4.08,18.6726303317,1.90407838882,-0.0685806265953,-0.064844455457,18.4563478405,1.88202371253,-0.0521922678827,0,0,0,0,0,0,0,0,0,0
4.09,18.5396082261,1.89051390904,0.117895375055,0.121571910074,18.6416365531,1.90091790296,-0.0519086306096,0,0,0,0,0,0,0,0,0,0
4.1,17.7504737445,1.81004458653,0.299749289819,0.303236159985,18.1664249911,1.85245980952,-0.0497845902593,0,0,0,0,0,0,0,0,0,0
4.11,16.3348205041,1.66568813041,0.470553665016,0.473727887628,17.0491727642,1.73853178856,-0.0458997700212,0,0,0,0,0,0,0,0,0,0
4.12,14.3444099645,1.46272274064,0.62428876926,0.627038755872,15.3310868244,1.56333577974,-0.0403959368037,0,0,0,0,0,0,0,0,0,0
4.13,11.8512753652,1.20849376343,0.755555263362,0.757784751925,13.0745996053,1.33323811957,-0.0334718192647,0,0,0,0,0,0,0,0,0,0
4.14,8.94510903773,0.912147271263,0.859764275692,0.861395707742,10.3610955817,1.05653771489,-0.0253759169663,0,0,0,0,0,0,0,0,0,0
4.15,5.73002808339,0.584300253745,0.93329817581,0.934275399974,7.28796922314,0.743166037652,-0.0163975614277,0,0,0,0,0,0,0,0,0,0
4.16,2.32083533088,0.236659341455,0.973636402136,0.973926609549,3.96512095752,0.404329812681,-0.00685655138011,0,0,0,0,0,0,0,0,0,0
4.17,-1.1610898198,-0.118398211397,0.9794419599,0.979036784752,0.511017520292,0.0521092850558,0.00290826559141,0,0,0,0,0,0,0,0,0,0
4.18,-4.59212323171,-0.468266251137,0.950605618982,0.949521367355,-2.95154173975,-0.300973496531,0.012551056352,0,0,0,0,0,0,0,0,0,0
4.19,-7.85079557915,-0.800558353684,0.888246356728,0.886523358024,-6.29980093303,-0.642400914994,0.0217312799789,0,0,0,0,0,0,0,0,0,0
4.2,-10.8221026735,-1.10354735546,0.794668153783,0.79236926035,-9.41540976736,-0.960104599161,0.0301257430708,0,0,0,0,0,0,0,0,0,0
4.21,-13.4015732699,-1.36658015427,0.673274805672,0.670483096476,-12.1886163874,-1.2428929744,0.0374400048549,0,0,0,0,0,0,0,0,0,0
4.22,-15.4989501619,-1.58045307643,0.528445903633,0.525261676024,-14.5221420452,-1.48084636907,0.0434187287174,0,0,0,0,0,0,0,0,0,0
4.23,-17.0413545946,-1.73773455713,0.365378512052,0.361915670786,-16.3346005237,-1.66566569865,0.0478546154515,0,0,0,0,0,0,0,0,0,0
4.24,-17.9758228507,-1.83302380024,0.189900278128,0.186282251941,-17.5633418845,-1.79096244737,0.0505956050651,0,0,0,0,0,0,0,0,0,0
4.25,-18.2711265963,-1.86313640197,0.00826070938533,0.00461604181374,-18.1666210127,-1.85247979816,0.0515500965339,0,0,0,0,0,0,0,0,0,0
4.26,-17.9188143923,-1.82721055532,-0.173091888684,-0.176634116351,-18.1250158164,-1.84823724885,0.0506900061612,0,0,0,0,0,0,0,0,0,0
4.27,-16.9334397435,-1.72673030479,-0.347739835388,-0.351054585709,-17.4420469358,-1.77859380479,0.0480515626509,0,0,0,0,0,0,0,0,0,0
4.28,-15.3519701806,-1.56546528943,-0.509523677527,-0.512494380087,-16.1439794377,-1.64622775747,0.0437338178219,0,0,0,0,0,0,0,0,0,0
4.29,-13.2324010807,-1.34932939186,-0.65275988277,-0.655282542135,-14.2788162048,-1.45603403862,0.0378949332108,0,0,0,0,0,0,0,0,0,0
4.3,-10.6516262101,-1.0861635941,-0.772440913849,-0.774427757251,-11.9145215116,-1.21494307552,0.0307463817139,0,0,0,0,0,0,0,0,0,0
4.31,-7.70264329517,-0.785451025087,-0.864410626664,-0.865793163232,-9.13654059805,-0.931667857836,0.0225452771114,0,0,0,0,0,0,0,0,0,0
4.32,-4.49119636692,-0.457974575101,-0.925508837733,-0.92624022248,-6.0447059248,-0.61638846342,0.0135851101829,0,0,0,0,0,0,0,0,0,0
4.33,-1.13197635147,-0.11542946383,-0.953680025054,-0.953736645951,-2.74964234707,-0.280385488119,0.00418522584068,0,0,0,0,0,0,0,0,0,0
4.34,2.25548329766,0.229995288673,-0.94804242074,-0.947424655135,0.631199081565,0.0643643937089,-0.00532058066477,0,0,0,0,0,0,0,0,0,0
4.35,5.55106874161,0.566051479517,-0.908915176876,-0.907647293307,3.97773618282,0.405616207657,-0.014595940407,0,0,0,0,0,0,0,0,0,0
4.36,8.63835338994,0.880866900516,-0.8378027868,-0.835931998718,7.1715294588,0.731292486099,-0.0233138368671,0,0,0,0,0,0,0,0,0,0
4.37,11.4087190965,1.1633655832,-0.737337468454,-0.734932176573,10.0999822145,1.02991156149,-0.0311681577436,0,0,0,0,0,0,0,0,0,0
4.38,13.7651847594,1.40365820738,-0.611181710241,-0.608328998949,12.6603177624,1.29099312837,-0.0378844636212,0,0,0,0,0,0,0,0,0,0
4.39,15.6258071344,1.59338888758,-0.463894589715,-0.460697069314,14.7631929635,1.50542672202,-0.0432295939626,0,0,0,0,0,0,0,0,0,0
4.4,16.9265344131,1.72602615706,-0.300766751441,-0.297338860895,16.3358208418,1.66579013647,-0.0470197736136,0,0,0,0,0,0,0,0,0,0
4.41,17.6234130733,1.79708800389,-0.127630027481,-0.124093931149,17.3244929745,1.76660663678,-0.0491269375738,0,0,0,0,0,0,0,0,0,0
4.42,17.6940719215,1.8042932012,0.0493514362403,0.0528702104979,17.6964141647,1.80453204353,-0.0494830561771,0,0,0,0,0,0,0,0,0,0
4.43,17.1384332976,1.74763382986,0.223901052557,0.227278077855,17.4407867357,1.77846530015,-0.0480823147353,0,0,0,0,0,0,0,0,0,0
4.44,15.9786291364,1.62936671916,0.389852807092,0.392969165508,16.5691087652,1.68957888425,-0.0449810785185,0,0,0,0,0,0,0,0,0,0
4.45,14.2581279944,1.45392442826,0.541369475043,0.544115952662,15.1146787153,1.541268294,-0.0402956529276,0,0,0,0,0,0,0,0,0,0
4.46,12.0401072299,1.22774925483,0.673148304056,0.675429224839,13.1313272176,1.33902272618,-0.0341979270401,0,0,0,0,0,0,0,0,0,0
4.47,9.40513127944,0.959056485083,0.780606903326,0.782343467002,10.6914242163,1.09022186132,-0.0269090635809,0,0,0,0,0,0,0,0,0,0
4.48,6.4482214362,0.657535594336,0.860042812521,0.86117581989,7.88323528879,0.803866283469,-0.0186914671464,0,0,0,0,0,0,0,0,0,0
4.49,3.27542386309,0.334000281757,0.908761187008,0.909253058321,4.80772384311,0.490251395034,-0.00983932275536,0,0,0,0,0,0,0,0,0,0
4.5,-2.12231647991e-10,-2.16416052364e-11,0.92516619298,0.925002210604,1.57491522828,0.160596659235,-0.000668046410712,0,0,0,0,0,0,0,0,0,0
4.51,-3.26162354624,-0.332593041073,0.908813015302,0.908001749744,-1.70004608598,-0.173356455668,0.00849697339105,0,0,0,0,0,0,0,0,0,0
4.52,-6.394000547,-0.652006602357,0.860418794911,0.858991702511,-4.90100472327,-0.49976339762,0.0173319406523,0,0,0,0,0,0,0,0,0,0
4.53,-9.28675827972,-0.946985798384,0.781832280603,0.779842490709,-7.91492118017,-0.807097345186,0.0255261116185,0,0,0,0,0,0,0,0,0,0
4.54,-11.8384928714,-1.20719031182,0.675963449425,0.673483787618,-10.6358703091,-1.08455693934,0.0327927430101,0,0,0,0,0,0,0,0,0,0
4.55,-13.9603291737,-1.42355739969,0.546675768282,0.543796089189,-12.9687698429,-1.32244648712,0.0388791423942,0,0,0,0,0,0,0,0,0,0
4.56,-15.5790200231,-1.58861792999,0.398645086472,0.395469013939,-14.832707525,-1.51251523456,0.0435754679098,0,0,0,0,0,0,0,0,0,0
4.57,-16.6394766934,-1.69675441597,0.23719031811,0.233831511144,-16.1637502794,-1.64824382224,0.0467219705352,0,0,0,0,0,0,0,0,0,0
4.58,-17.1066430742,-1.74439212924,0.0680820538506,0.0646601330895,-16.9171378054,-1.72506796974,0.0482144287564,0,0,0,0,0,0,0,0,0,0
4.59,-16.9666498666,-1.73011679488,-0.102664001182,-0.106027720257,-17.0687853346,-1.74053171415,0.0480075908206,0,0,0,0,0,0,0,0,0,0
4.6,-16.2272110005,-1.65471501487,-0.269001357754,-0.272188172428,-16.6160452171,-1.69436507034,0.0461165113571,0,0,0,0,0,0,0,0,0,0
4.61,-14.9172516279,-1.5211363338,-0.425067193,-0.427965208569,-15.5777036141,-1.58848369363,0.0426157444521,0,0,0,0,0,0,0,0,0,0
4.62,-13.0857844396,-1.33437865526,-0.565389303501,-0.567897367668,-13.9932159099,-1.4269109135,0.0376364315709,0,0,0,0,0,0,0,0,0,0
4.63,-10.8000777375,-1.10130143703,-0.68507824511,-0.687109482996,-11.9212115327,-1.21562526783,0.0313613973176,0,0,0,0,0,0,0,0,0,0
4.64,-8.14318368995,-0.83037364339,-0.779997904272,-0.781482730369,-9.43732473728,-0.962339304175,0.0240184362508,0,0,0,0,0,0,0,0,0,0
4.65,-5.21091765261,-0.531365721486,-0.846908544026,-0.847797046591,-6.63143162222,-0.676217834043,0.0158720373659,0,0,0,0,0,0,0,0,0,0
4.66,-2.10839853801,-0.214996817263,-0.8835773745,-0.883840990685,-3.60439440939,-0.367545941722,0.00721384717954,0,0,0,0,0,0,0,0,0,0
4.67,1.05372468644,0.107450014677,-0.888852875706,-0.888485301335,-0.464431064993,-0.0473587886784,-0.00164778428058,0,0,0,0,0,0,0,0,0,0
4.68,4.16322472592,0.424530775129,-0.862700407052,-0.861717712423,2.67675889122,0.272953443961,-0.0103987993494,0,0,0,0,0,0,0,0,0,0
4.69,7.11028458091,0.725047246605,-0.806198025971,-0.804637977432,5.7079734991,0.582051312029,-0.0187305777987,0,0,0,0,0,0,0,0,0,0
4.7,9.79138111241,0.998443006777,-0.721492857699,-0.719413472964,8.52245044673,0.869048089483,-0.0263508350507,0,0,0,0,0,0,0,0,0,0
4.71,12.1129260332,1.23517470627,-0.611719758673,-0.609197150956,11.0216322008,1.12389370486,-0.0329938881703,0,0,0,0,0,0,0,0,0,0
4.72,13.9945361208,1.42704553755,-0.4808853476,-0.478010938632,13.1186212323,1.33772707625,-0.0384299286182,0,0,0,0,0,0,0,0,0,0
4.73,15.3718182782,1.56748923212,-0.333721693814,-0.330598897858,14.7412040775,1.50318447966,-0.0424729778007,0,0,0,0,0,0,0,0,0,0
4.74,16.1985729025,1.65179474158,-0.175515009417,-0.172255508655,15.8343389202,1.61465321187,-0.0449872498333,0,0,0,0,0,0,0,0,0,0
4.75,16.4483402038,1.67726391824,-0.0119155530563,-0.0086352986652,16.362020999,1.66846180897,-0.0458917038699,0,0,0,0,0,0,0,0,0,0
4.76,16.1152378719,1.64329693339,0.151264410668,0.154449328404,16.3084627069,1.66300038309,-0.0451626337212,0,0,0,0,0,0,0,0,0,0
4.77,15.21406396,1.55140276853,0.308257362704,0.311234827959,15.6785499554,1.59876715855,-0.0428342129394,0,0,0,0,0,0,0,0,0,0
4.78,13.7796651275,1.40513479399,0.453544628364,0.456210451073,14.4975623115,1.47833993376,-0.0389969865442,0,0,0,0,0,0,0,0,0,0
4.79,11.8655965073,1.20995411352,0.58205059226,0.584312157756,12.8101706682,1.30627387214,-0.0337943735,0,0,0,0,0,0,0,0,0,0
4.8,9.5421245241,0.973025908348,0.689320187087,0.691099676102,10.6787518346,1.08892963801,-0.0274173143307,0,0,0,0,0,0,0,0,0,0
4.81,6.89364708386,0.702956369796,0.771673444226,0.772910511239,8.18108351365,0.83423834986,-0.020097263394,0,0,0,0,0,0,0,0,0,0
4.82,4.01562588064,0.409479881574,0.826331741884,0.826985559632,5.40750483929,0.551412035638,-0.0120977830396,0,0,0,0,0,0,0,0,0,0
4.83,1.01114241027,0.103107830938,0.851511420612,0.851562021587,2.4576461955,0.250610167132,-0.00370504513353,0,0,0,0,0,0,0,0,0,0
4.84,-2.01279793844,-0.205248269128,0.846481618469,0.845930489579,-0.563153200759,-0.0574256449204,0.00478241742232,0,0,0,0,0,0,0,0,0,0
4.85,-4.94908105915,-0.504665819536,0.811584466186,0.810454379526,-3.54761100532,-0.361755645946,0.0130643417679,0,0,0,0,0,0,0,0,0,0
4.86,-7.69428239573,-0.784598450615,0.748217129863,0.746551219755,-6.39031597715,-0.651630880795,0.0208493697643,0,0,0,0,0,0,0,0,0,0
4.87,-10.1523134747,-1.03524786494,0.658776546759,0.656636669957,-8.99145497978,-0.916873242114,0.0278653092129,0,0,0,0,0,0,0,0,0,0
4.88,-12.2377880127,-1.24790708475,0.546569020282,0.544033461485,-11.2603208471,-1.14823317312,0.0338686598701,0,0,0,0,0,0,0,0,0,0
4.89,-13.8789895924,-1.41526307072,0.415688076477,0.412848684208,-13.1184777277,-1.33771244285,0.0386530705986,0,0,0,0,0,0,0,0,0,0
4.9,-15.0203377238,-1.53164819014,0.270865092715,0.267823950372,-14.5024733836,-1.47884072375,0.0420564337715,0,0,0,0,0,0,0,0,0,0
4.91,-15.6242675175,-1.59323189035,0.11729815109,0.114163903903,-15.3660046468,-1.56689640671,0.0439663730428,0,0,0,0,0,0,0,0,0,0
4.92,-15.6724595224,-1.59814610723,-0.0395346882659,-0.0426507180994,-15.6814622003,-1.59906412488,0.0443239389719,0,0,0,0,0,0,0,0,0,0
4.93,-15.1663797385,-1.54654033115,-0.194070980481,-0.197058751444,-15.4408033344,-1.57452375015,0.0431253916241,0,0,0,0,0,0,0,0,0,0
4.94,-14.1271145639,-1.44056477634,-0.340861365694,-0.343616006549,-14.6557255105,-1.4944680916,0.0404220178342,0,0,0,0,0,0,0,0,0,0
4.95,-12.5945105863,-1.28428266394,-0.474761898502,-0.477187392237,-13.3571385688,-1.36204907575,0.0363180008402,0,0,0,0,0,0,0,0,0,0
4.96,-10.625653776,-1.08351514289,-0.591114443231,-0.593126975846,-11.5939583609,-1.18225473132,0.0309664289998,0,0,0,0,0,0,0,0,0,0
4.97,-8.2927459193,-0.845624746402,-0.685908804314,-0.687439661591,-9.43126857451,-0.961721747437,0.0245635958126,0,0,0,0,0,0,0,0,0,0
4.98,-5.68045721359,-0.579245431783,-0.755920946415,-0.756918858563,-6.9479196972,-0.70849063617,0.0173418032118,0,0,0,0,0,0,0,0,0,0
4.99,-2.88285209965,-0.293969102563,-0.798822541023,-0.799255395253,-4.23365366898,-0.431712528639,0.00956093194273,0,0,0,0,0,0,0,0,0,0
5,4.90657402324e-10,5.00331308167e-11,-0.813258122294,-0.81311398633,-1.3858591077,-0.141318300102,0.0014990850348,0,0,0,0,0,0,0,0,0,0
5.01,2.86560683686,0.292210575156,-0.798887307011,-0.79817473131,1.493925502,0.152338005537,-0.00655735855342,0,0,0,0,0,0,0,0,0,0
5.02,5.61270004769,0.572336123721,-0.756390788955,-0.755138381239,4.30363500705,0.438848639143,-0.0143239241162,0,0,0,0,0,0,0,0,0,0
5.03,8.14481658552,0.830540152399,-0.687440111848,-0.685695403405,6.94429778344,0.708121303752,-0.0215280930394,0,0,0,0,0,0,0,0,0,0
5.04,10.3736881031,1.05782179471,-0.594632510875,-0.592460159111,9.32352442932,0.950734902268,-0.027918870852,0,0,0,0,0,0,0,0,0,0
5.05,12.222319141,1.24632969883,-0.481393345074,-0.478872740114,11.3587418997,1.15826932742,-0.0332755353482,0,0,0,0,0,0,0,0,0,0
5.06,13.6276467408,1.38963323264,-0.351849778061,-0.349072141901,12.9800598212,1.32359774451,-0.0374152597582,0,0,0,0,0,0,0,0,0,0
5.07,14.542689638,1.48294164041,-0.21068036283,-0.207745447048,14.1326694853,1.44113122068,-0.040199347703,0,0,0,0,0,0,0,0,0,0
5.08,14.9381138857,1.52326369206,-0.0629460131233,-0.0599585147287,14.7786932319,1.50700730952,-0.0415378675119,0,0,0,0,0,0,0,0,0,0
5.09,14.8031629483,1.50950252617,0.0860915292598,0.08902570498,14.8984219708,1.51921624315,-0.0413925315606,0,0,0,0,0,0,0,0,0,0
5.1,14.1459231994,1.4424827234,0.231157215893,0.23393471205,14.490900707,1.47766063916,-0.0397777294755,0,0,0,0,0,0,0,0,0,0
5.11,12.9929195538,1.32490907229,0.367149514612,0.369673165573,13.5738453522,1.38414701781,-0.0367596900873,0,0,0,0,0,0,0,0,0,0
5.12,11.3880597884,1.16125892006,0.489319913226,0.491502145192,12.1828979619,1.24230985728,-0.0324538135335,0,0,0,0,0,0,0,0,0,0
5.13,9.39096912723,0.957612347461,0.593438784859,0.595204655109,10.3702509917,1.05747130689,-0.027020279532,0,0,0,0,0,0,0,0,0,0
5.14,7.07477805789,0.721426588885,0.675941819678,0.677231589004,8.20269338949,0.836441943935,-0.0206580983114,0,0,0,0,0,0,0,0,0,0
5.15,4.52344536981,0.461263058212,0.734051954263,0.734823104363,5.75915153585,0.58727001941,-0.0135978248446,0,0,0,0,0,0,0,0,0,0
5.16,1.82871438452,0.186476970681,0.765872631771,0.76610125962,3.12781552571,0.318948420278,-0.00609320302463,0,0,0,0,0,0,0,0,0,0
5.17,-0.913187251526,-0.0931191845866,0.770449270116,0.770130813897,0.402955427729,0.0410900182763,0.00158795734297,0,0,0,0,0,0,0,0,0,0
5.18,-3.60498544731,-0.367606210818,0.747796963688,0.746946238861,-2.31845750367,-0.236416870559,0.00917334260678,0,0,0,0,0,0,0,0,0,0
5.19,-6.15181233718,-0.627310277942,0.698893655088,0.697544203798,-4.94020350629,-0.503760561077,0.0163957948201,0,0,0,0,0,0,0,0,0,0
5.2,-8.4645511325,-0.863144002539,0.625639243569,0.623842024949,-7.37021788485,-0.751553067036,0.0230027259638,0,0,0,0,0,0,0,0,0,0
5.21,-10.4629551785,-1.06692450312,0.530782302472,0.528603774591,-9.52382503581,-0.971159879858,0.0287649549615,0,0,0,0,0,0,0,0,0,0
5.22,-12.0784320338,-1.23165729722,0.41781721627,0.41533688172,-11.3266892871,-1.15500087054,0.0334846582431,0,0,0,0,0,0,0,0,0,0
5.23,-13.256396005,-1.35177619319,0.290855578806,0.288163084499,-12.7173797221,-1.29681182892,0.0370021580742,0,0,0,0,0,0,0,0,0,0
