time,base_acceleration_mps2,base_acceleration_g,integrated_base_velocity,integrated_base_displacement
6.035000000000000142e+00,6.391107293642431131e+00,6.517115726208676518e-01,-4.445051998730050191e-01,-1.652979798109519352e-02
6.040000000000000036e+00,7.122539474859424402e+00,7.262968980089454796e-01,-4.107210829517510819e-01,-1.866786368815703812e-02
6.044999999999999929e+00,7.787641438259357507e+00,7.941184235451819173e-01,-3.734456306689549199e-01,-2.062828047220876052e-02
6.049999999999999822e+00,8.380803836841190346e+00,8.546041550214590332e-01,-3.330245174812044295e-01,-2.239445584258412114e-02
6.054999999999999716e+00,8.897080318718147751e+00,9.072497049163729121e-01,-2.898298070923069902e-01,-2.395159165401786541e-02
6.060000000000000497e+00,9.332228551386538840e+00,9.516224757064378759e-01,-2.442565349170381372e-01,-2.528680750904143543e-02
6.065000000000000391e+00,9.682744810415474745e+00,9.873651869308556206e-01,-1.967191015125341336e-01,-2.638924660011534098e-02
6.070000000000000284e+00,9.945891853255236725e+00,1.014198717528945970e+00,-1.476475098533583941e-01,-2.725016312853005551e-02
6.075000000000000178e+00,1.011971985982805222e+01,1.031924241186139346e+00,-9.748348057065123196e-02,-2.786299060459006618e-02
6.080000000000000071e+00,1.020308028421126778e+01,1.040424638812567748e+00,-4.667648021055401802e-02,-2.822339050654307235e-02
6.084999999999999964e+00,1.019563252547113130e+01,1.039665178778801380e+00,4.320301813650895273e-03,-2.832928095253532674e-02
6.089999999999999858e+00,1.009784338999794784e+01,1.029693462089291245e+00,5.505399160232251482e-02,-2.818084521899539771e-02
6.094999999999999751e+00,9.910979381942954802e+00,1.010638636225719811e+00,1.050760485321736992e-01,-2.778052011865916535e-02
6.100000000000000533e+00,9.637091921999502375e+00,9.827098878821517447e-01,1.539462267920374827e-01,-2.713296443034853705e-02
6.105000000000000426e+00,9.278995657239081041e+00,9.461942311838478226e-01,2.012364457401329410e-01,-2.624500774901812952e-02
6.110000000000000320e+00,8.840240085452538921e+00,9.014536141753339837e-01,2.465345350968610183e-01,-2.512558029692566960e-02
6.115000000000000213e+00,8.325074775933394733e+00,8.489213723272875933e-01,2.894478222503249487e-01,-2.378562440355773411e-02
6.120000000000000107e+00,7.738408524350492534e+00,7.890980634926803017e-01,3.296065305010338342e-01,-2.223798852167937004e-02
6.125000000000000000e+00,7.085762831819367946e+00,7.225467240922607282e-01,3.666669588914576727e-01,-2.049730479819817860e-02
6.129999999999999893e+00,6.373220147036451344e+00,6.498875912810645472e-01,4.003144163385964904e-01,-1.857985136012308552e-02
6.134999999999999787e+00,5.607367354967204953e+00,5.717923403983220521e-01,4.302658850936049717e-01,-1.650340060654262656e-02
6.140000000000000568e+00,4.795235035711548299e+00,4.889778910954860613e-01,4.562723910703059271e-01,-1.428705491613250361e-02
6.145000000000000462e+00,3.944233052451817656e+00,4.021998391348541868e-01,4.781210612907138557e-01,-1.195107128523000342e-02
6.150000000000000355e+00,3.062083057547031473e+00,3.122455739265734831e-01,4.956368515657105789e-01,-9.516676503088994030e-03
6.155000000000000249e+00,2.156748530610504755e+00,2.199271443979855523e-01,5.086839305361041674e-01,-7.005874547834510871e-03
6.160000000000000142e+00,1.236362981612482148e+00,1.260739377475980361e-01,5.171667093166614215e-01,-4.441247948202651542e-03
6.165000000000000036e+00,3.091569655245314796e-01,3.152523701004231876e-02,5.210305091845038872e-01,-1.845754901949793296e-03
6.169999999999999929e+00,-6.166154373043758463e-01,-6.287727585917472772e-02,5.202618630050542814e-01,7.574760285240468224e-04
6.174999999999999822e+00,-1.532750019050389101e+00,-1.562970044867910135e-01,5.148884493641674442e-01,3.345351809447046163e-03
6.179999999999999716e+00,-2.431165068635686488e+00,-2.479098436913407255e-01,5.049786616449524201e-01,5.895019586969791822e-03
6.185000000000000497e+00,-3.303972580139376447e+00,-3.369114407202639661e-01,4.906408175230125290e-01,8.384068284890092149e-03
6.190000000000000391e+00,-4.143547418753962930e+00,-4.225242482146260858e-01,4.720220175257796025e-01,1.079072537251202224e-02
6.195000000000000284e+00,-4.942593838654143923e+00,-5.040043071440445388e-01,4.493066643822598016e-01,1.309404707728207065e-02
6.200000000000000178e+00,-5.694208773431151727e+00,-5.806477006348907954e-01,4.227146578520471487e-01,1.527410038286779181e-02
6.205000000000000071e+00,-6.391941351083706202e+00,-6.517966228104099535e-01,3.924992825407606634e-01,1.731213523384976874e-02
6.209999999999999964e+00,-7.029848121625828838e+00,-7.168450104394292755e-01,3.589448088589875518e-01,1.919074546234909862e-02
6.214999999999999858e+00,-7.602543525826690463e+00,-7.752436893155859599e-01,3.223638297403570441e-01,2.089401705884742430e-02
6.219999999999999751e+00,-8.105245178076701862e+00,-8.265049918245988003e-01,2.830943579805993982e-01,2.240766252814978265e-02
6.225000000000000533e+00,-8.533813584437906385e+00,-8.702068070582621440e-01,2.414967110743063694e-01,2.371914020078725108e-02
6.230000000000000426e+00,-8.884785968164992553e+00,-9.059960300576642700e-01,1.979502121928000402e-01,2.481775750895499205e-02
6.235000000000000320e+00,-9.155403928887459131e+00,-9.335913822648366223e-01,1.528497374501698869e-01,2.569475738306239987e-02
6.240000000000000213e+00,-9.343634717738398265e+00,-9.527855809821293986e-01,1.066021408336062237e-01,2.634338707877182523e-02
6.245000000000000107e+00,-9.448185968496774834e+00,-9.634468415306730593e-01,5.962258911801929240e-02,2.675894890365088097e-02
6.250000000000000000e+00,-9.468513783742530165e+00,-9.655197018087248173e-01,1.233083973742204326e-02,2.693883247578948009e-02
6.254999999999999893e+00,-9.404824134591288853e+00,-9.590251650248851067e-01,-3.485250505841149676e-02,2.688252831248700778e-02
6.259999999999999787e+00,-9.258067592233976129e+00,-9.440601624646517420e-01,-8.150973437547366640e-02,2.659162271390230065e-02
6.265000000000000568e+00,-9.029927468731496987e+00,-9.207963441880252509e-01,-1.272297220278944818e-01,2.606977407289379906e-02
6.270000000000000462e+00,-8.722801502776803773e+00,-8.894782114969744802e-01,-1.716115444566642945e-01,2.532267090668241863e-02
6.275000000000000355e+00,-8.339777282921389201e+00,-8.504206108019956023e-01,-2.142679914209088543e-01,2.435797206698850706e-02
6.280000000000000249e+00,-7.884601655577452739e+00,-8.040056141064944040e-01,-2.548289387671550665e-01,2.318522974151837265e-02
6.285000000000000142e+00,-7.361644417461050693e+00,-7.506788166663489470e-01,-2.929445539497504969e-01,2.181579600972613844e-02
6.290000000000000036e+00,-6.775856641594079299e+00,-6.909450874247657914e-01,-3.282883065973875580e-01,2.026271385835832703e-02
6.294999999999999929e+00,-6.132724032092908395e+00,-6.253638125244511681e-01,-3.605597582816043589e-01,1.854059369616088346e-02
6.299999999999999822e+00,-5.438215745358555786e+00,-5.545436765213968000e-01,-3.894871077252324287e-01,1.666547653114383229e-02
6.304999999999999716e+00,-4.698729153571628459e+00,-4.791370298289047702e-01,-4.148294699725573742e-01,1.465468508689940150e-02
6.310000000000000497e+00,-3.921031060277598623e+00,-3.998338943755103680e-01,-4.363788705071838248e-01,1.252666423569971654e-02
6.315000000000000391e+00,-3.112195907035617548e+00,-3.173556624367768753e-01,-4.539619379254664633e-01,1.030081221461813870e-02
6.320000000000000284e+00,-2.279541534351946730e+00,-2.324485460735263298e-01,-4.674412815289351042e-01,7.997304165982183077e-03
6.325000000000000178e+00,-1.430563079259304260e+00,-1.458768365608341666e-01,-4.767165430629630163e-01,5.636909604502488708e-03
6.330000000000000071e+00,-5.728656057507556243e-01,-5.841603460414674515e-02,-4.817251147754880725e-01,3.240805459906411813e-03
6.334999999999999964e+00,2.859039272243831808e-01,2.915408699447652463e-02,-4.824425189718040130e-01,8.303863755382331208e-04
6.339999999999999858e+00,1.138124752435469400e+00,1.160564262449939044e-01,-4.788824472726544434e-01,-1.572926040072861794e-03
6.344999999999999751e+00,1.976269830294824947e+00,2.015234387170772024e-01,-4.710964608158288991e-01,-3.947873310294018959e-03
6.350000000000000533e+00,2.792972236348210568e+00,2.848039071801492517e-01,-4.591733556492194612e-01,-6.273547851457002972e-03
6.355000000000000426e+00,3.581089815651206099e+00,3.651695345149675309e-01,-4.432382005192212482e-01,-8.529576741878056034e-03
6.360000000000000320e+00,4.333767537514269463e+00,4.419213021280732900e-01,-4.234510571363079845e-01,-1.069629988601683221e-02
6.365000000000000213e+00,5.044497007199133520e+00,5.143955384559593114e-01,-4.000053957745249855e-01,-1.275494101829387043e-02
6.370000000000000107e+00,5.707172618989189594e+00,5.819696449846981645e-01,-3.731262217090547395e-01,-1.468777006200277895e-02
6.375000000000000000e+00,6.316143867349641283e+00,6.440674305037542569e-01,-3.430679304932082729e-01,-1.647825544250839866e-02
6.379999999999999893e+00,6.866263369327747057e+00,7.001640080279960543e-01,-3.101119124015154771e-01,-1.811120504974517154e-02
6.384999999999999787e+00,7.352930191593895159e+00,7.497902129263199766e-01,-2.745639284992121287e-01,-1.957289465199696030e-02
6.390000000000000568e+00,7.772128119189700257e+00,7.925365052479389494e-01,-2.367512827222472138e-01,-2.085118268005081016e-02
6.395000000000000462e+00,8.120458549749297816e+00,8.280563239994593872e-01,-1.970198160499005702e-01,-2.193561042698115651e-02
6.400000000000000355e+00,8.395167746243494378e+00,8.560688661513865538e-01,-1.557307503099194801e-01,-2.281748684288068679e-02
6.405000000000000249e+00,8.594168232727838586e+00,8.763612683972445971e-01,-1.132574103624920531e-01,-2.348995724456170303e-02
6.410000000000000142e+00,8.716054170677388413e+00,8.887901751033624453e-01,-6.998185435397991094e-02,-2.394805540635287430e-02
6.415000000000000036e+00,8.760110607788590187e+00,8.932826814241958679e-01,-2.629144240781589731e-02,-2.418873864825735881e-02
6.419999999999999929e+00,8.726316546127479867e+00,8.898366461663749227e-01,1.742462547697334191e-02,-2.421090569058446593e-02
6.424999999999999822e+00,8.615341831715943144e+00,8.785203746147709492e-01,6.077877142158097379e-02,-2.401539719833808290e-02
6.429999999999999716e+00,8.428537922577827857e+00,8.594716771351917917e-01,1.033884708073144892e-01,-2.360497909276585218e-02
6.435000000000000497e+00,8.167922646427831168e+00,8.328963148912046366e-01,1.448796222298351088e-01,-2.298430886017288274e-02
6.440000000000000391e+00,7.836159112100243185e+00,7.990658494083344721e-01,1.848898266261544410e-01,-2.215988523803292740e-02
6.445000000000000284e+00,7.436528990016133100e+00,7.583149179399829576e-01,2.230715468814445657e-01,-2.113998180426395271e-02
6.450000000000000178e+00,6.972900426028643572e+00,7.110379615902111539e-01,2.590951204215557468e-01,-1.993456513600647823e-02
6.455000000000000071e+00,6.449690899442741987e+00,6.576854378857961425e-01,2.926515987352334980e-01,-1.855519833811453481e-02
6.459999999999999964e+00,5.871825379471038886e+00,5.987595539221894914e-01,3.234553894325172818e-01,-1.701493086769519103e-02
6.464999999999999858e+00,5.244690174499048396e+00,5.348095602982719798e-01,3.512466783174418850e-01,-1.532817569832032982e-02
6.469999999999999751e+00,4.574082904935814042e+00,4.664266497668229650e-01,3.757936110160285392e-01,-1.351057497498669296e-02
6.475000000000000533e+00,3.866159062830909487e+00,3.942385078320231329e-01,3.968942159354486576e-01,-1.157885540760769834e-02
6.480000000000000426e+00,3.127375649558413073e+00,3.189035653927093650e-01,4.143780527164215854e-01,-9.550674735978065266e-03
6.485000000000000320e+00,2.364432406487016358e+00,2.411050059385229927e-01,4.281075728565348903e-01,-7.444460672045719388e-03
6.490000000000000213e+00,1.584211172482947072e+00,1.615445817361634284e-01,4.379791818039595608e-01,-5.279243785394529230e-03
6.495000000000000107e+00,7.937139161674791055e-01,8.093629487821826785e-02,4.439239945255855080e-01,-3.074485844570713344e-03
6.500000000000000000e+00,7.007587209015863650e-14,7.145750290890226130e-15,4.459082793160043523e-01,-8.499051599667861029e-04
6.504999999999999893e+00,-7.898767626088674110e-01,-8.054501410867803690e-02,4.439335874094824108e-01,1.374699506846883534e-03
6.509999999999999787e+00,-1.568930696815583170e+00,-1.599864068581608734e-01,4.380365687609213965e-01,3.579624897272846301e-03
6.515000000000000568e+00,-2.330305948010628292e+00,-2.376250756385338836e-01,4.282884771488543185e-01,5.745437512047623860e-03
6.520000000000000462e+00,-3.067336711904091739e+00,-3.127812975791011141e-01,4.147943704990678104e-01,7.853144631167385120e-03
6.525000000000000355e+00,-3.773605484845943714e+00,-3.848006694279844653e-01,3.976920150071930893e-01,9.884360594932993516e-03
6.530000000000000249e+00,-4.442998826354719988e+00,-4.530597937475815407e-01,3.771505042291918852e-01,1.182146689302391446e-02
6.535000000000000142e+00,-5.069760150417408795e+00,-5.169716621290052494e-01,3.533686067872620629e-01,1.364776467056500950e-02
6.540000000000000036e+00,-5.648539090890596803e+00,-5.759906890620749564e-01,3.265728586839926062e-01,1.534761833424310926e-02
6.544999999999999929e+00,-6.174437018998707671e+00,-6.296173534284090767e-01,2.970154184092699823e-01,1.690658902697623339e-02
6.549999999999999822e+00,-6.643048327196551917e+00,-6.774024082838229210e-01,2.649717050437825350e-01,1.831155683560883526e-02
6.554999999999999716e+00,-7.050497133177398901e+00,-7.189506236255397420e-01,2.307378413928483918e-01,1.955083070170038698e-02
6.560000000000000497e+00,-7.393469100219746792e+00,-7.539240311645410975e-01,1.946279258093498998e-01,2.061424511970605042e-02
6.565000000000000391e+00,-7.669238114962613651e+00,-7.820446447015662050e-01,1.569711577713948092e-01,2.149324282865789498e-02
6.570000000000000284e+00,-7.875687610690072837e+00,-8.030966344970069670e-01,1.181088434572639262e-01,2.218094283172952763e-02
6.575000000000000178e+00,-8.011326372840510857e+00,-8.169279389843128181e-01,7.839130849843831128e-02,2.267219321161877132e-02
6.580000000000000071e+00,-8.075298713315689270e+00,-8.234513022607812260e-01,3.817474578304867056e-02,2.296360834732248321e-02
6.584999999999999964e+00,-8.067388950780285839e+00,-8.226447309509655748e-01,-2.181973377190400687e-03,2.305359027833712646e-02
6.589999999999999858e+00,-7.988020185073980706e+00,-8.145513692314889642e-01,-4.232049621682520968e-02,2.294233410435209120e-02
6.594999999999999751e+00,-7.838247404641688121e+00,-7.992787959845297774e-01,-8.188616519111353853e-02,2.263181745083225199e-02
6.600000000000000533e+00,-7.619745016077398070e+00,-7.769977531651888203e-01,-1.205311462429173031e-01,2.212577417224709589e-02
6.605000000000000426e+00,-7.334788934026237328e+00,-7.479403194797650256e-01,-1.579174811181756066e-01,2.142965260384437770e-02
6.610000000000000320e+00,-6.986233417367204268e+00,-7.123975483337535719e-01,-1.937200369966584623e-01,2.055055880855731140e-02
6.615000000000000213e+00,-6.577482883388072743e+00,-6.707165936775629778e-01,-2.276293277485459399e-01,1.949718539669432343e-02
6.620000000000000107e+00,-6.112458975166788377e+00,-6.232973518140025870e-01,-2.593541823949324088e-01,1.827972662133565268e-02
6.625000000000000000e+00,-5.595563198211088718e+00,-5.705886513958475792e-01,-2.886242378283764842e-01,1.690978057077741070e-02
6.629999999999999893e+00,-5.031635480237492963e+00,-5.130840276993156035e-01,-3.151922345244973500e-01,1.540023938989525804e-02
6.634999999999999787e+00,-4.425909042458656018e+00,-4.513171207760709458e-01,-3.388360958312371940e-01,1.376516856400595602e-02
6.640000000000000568e+00,-3.783962001618752957e+00,-3.858567402343056063e-01,-3.593607734414339117e-01,1.201967639082400507e-02
6.645000000000000462e+00,-3.111666148997850989e+00,-3.173016421507702800e-01,-3.765998438179750663e-01,1.017977484767552260e-02
6.650000000000000355e+00,-2.415133375488841772e+00,-2.462750659490082761e-01,-3.904168426291915184e-01,8.262233131557647492e-03
6.655000000000000249e+00,-1.700660230450478094e+00,-1.734190809757132357e-01,-4.007063266440396010e-01,6.284425208374612437e-03
6.660000000000000142e+00,-9.746711161990951888e-01,-9.938879395095116809e-02,-4.073946550106634090e-01,4.264172754237897933e-03
6.665000000000000036e+00,-2.436606296414448591e-01,-2.484646945097917017e-02,-4.104404843752647025e-01,2.219584905773121144e-03
6.669999999999999929e+00,4.858644324213912680e-01,4.954438390494116801e-02,-4.098349748683148275e-01,1.688962576642163288e-04
6.674999999999999822e+00,1.207442887366296569e+00,1.231249088492295113e-01,-4.056017065688456991e-01,-1.869695445928641446e-03
6.679999999999999716e+00,1.914716287434775399e+00,1.952467241550147614e-01,-3.977963086318431762e-01,-3.878190483930320839e-03
6.685000000000000497e+00,2.601484842988678103e+00,2.652776272211895270e-01,-3.865058058057827539e-01,-5.838945770024691478e-03
6.690000000000000391e+00,3.261761657458554176e+00,3.326071244980247643e-01,-3.718476895546649619e-01,-7.734829508425770592e-03
6.695000000000000284e+00,3.889824800565889973e+00,3.966517414780674766e-01,-3.539687234096042245e-01,-9.549370540836404908e-03
6.700000000000000178e+00,4.480266767989027343e+00,4.568600661784633643e-01,-3.330434944882173509e-01,-1.126690108558092186e-02
6.705000000000000071e+00,5.028040901135281793e+00,5.127174826403799734e-01,-3.092727253154070599e-01,-1.287269163508994799e-02
6.709999999999999964e+00,5.528504369844423394e+00,5.637505539449683134e-01,-2.828813621379583365e-01,-1.435307685372332921e-02
6.714999999999999858e+00,5.977457353391068651e+00,6.095310175637010941e-01,-2.541164578298702459e-01,-1.569557140364287104e-02
6.719999999999999751e+00,6.371178090778228054e+00,6.496793594936322025e-01,-2.232448692194476669e-01,-1.688897472126614160e-02
6.725000000000000533e+00,6.706453509687861470e+00,6.838679375411441663e-01,-1.905507902182773383e-01,-1.792346386986061468e-02
6.730000000000000426e+00,6.980605184212970826e+00,7.118236282739743848e-01,-1.563331434835259770e-01,-1.879067370411510382e-02
6.735000000000000320e+00,7.191510414280220864e+00,7.333299765241159118e-01,-1.209028544872937511e-01,-1.948376369904213784e-02
6.740000000000000213e+00,7.337618264072303553e+00,7.482288308517489606e-01,-8.458003279141321218e-02,-1.999747091723889578e-02
6.745000000000000107e+00,7.417960442392494969e+00,7.564214530336552667e-01,-4.769108602525200247e-02,-2.032814871428055212e-02
6.750000000000000000e+00,7.432156954348994482e+00,7.578690943746330122e-01,-1.056579253339907237e-02,-2.047379091067717816e-02
6.754999999999999893e+00,7.380416500570922800e+00,7.525930364161995678e-01,2.646564110389992841e-02,-2.043404128925092531e-02
6.759999999999999787e+00,7.263531646973476086e+00,7.406740983897127650e-01,6.307551147276013737e-02,-2.021018840780927986e-02
6.765000000000000568e+00,7.082868834455047669e+00,7.222516184889894442e-01,9.894151267633705116e-02,-1.980514584743647485e-02
6.770000000000000462e+00,6.840353343422559185e+00,6.975219206785762127e-01,1.337495681210303378e-01,-1.922341814544306984e-02
6.775000000000000355e+00,6.538449372300487283e+00,6.667362832670165051e-01,1.671965749103372367e-01,-1.847105278786466756e-02
6.780000000000000249e+00,6.180135431800817258e+00,6.301984298206643187e-01,1.989930369205898109e-01,-1.755557875828736916e-02
6.785000000000000142e+00,5.768875297340334107e+00,5.882615671345805541e-01,2.288655637434420520e-01,-1.648593225662731143e-02
6.790000000000000036e+00,5.308584800237859724e+00,5.413249988770741927e-01,2.565592139873869582e-01,-1.527237031230026416e-02
6.794999999999999929e+00,4.803594773884332092e+00,4.898303471505898732e-01,2.818396629226919137e-01,-1.392637312002509634e-02
6.799999999999999822e+00,4.258610503639598477e+00,4.342574175319399155e-01,3.044951761165012316e-01,-1.246053602242714470e-02
6.804999999999999716e+00,3.678668058510371264e+00,3.751197461427063784e-01,3.243383725218757507e-01,-1.088845215083123624e-02
6.810000000000000497e+00,3.069087908448565827e+00,3.129598699299522280e-01,3.412077624392757524e-01,-9.224586813428097345e-03
6.815000000000000391e+00,2.435426253169926447e+00,2.483443635869462540e-01,3.549690478433216723e-01,-7.484144787721641254e-03
6.820000000000000284e+00,1.783424506563260792e+00,1.818586883964718737e-01,3.655161747426544094e-01,-5.682931731256739630e-03
6.825000000000000178e+00,1.118957394872450717e+00,1.141018997182983719e-01,3.727721294962435539e-01,-3.837210970659534273e-03
6.830000000000000071e+00,4.479801368185544197e-01,4.568126086059504792e-02,3.766894733254709804e-01,-1.963556963605287992e-03
6.834999999999999964e+00,-2.235248204158000185e-01,-2.279318833809711176e-02,3.772506116164778822e-01,-7.870675125045594259e-05
6.839999999999999858e+00,-8.896010339000960387e-01,-9.071405973498555819e-02,3.744677969806882167e-01,1.800589270242419163e-03
6.844999999999999751e+00,-1.544370793640147177e+00,-1.574819937124448399e-01,3.683828674118377333e-01,3.657715931223694261e-03
6.850000000000000533e+00,-2.182086881419598612e+00,-2.225109371110010892e-01,3.590667232241869233e-01,5.476339907814040293e-03
6.855000000000000426e+00,-2.797182904993555042e+00,-2.852332758886628183e-01,3.466185487581542879e-01,7.240553087769855886e-03
6.860000000000000320e+00,-3.384321767835828609e+00,-3.451047776596318784e-01,3.311647870760811574e-01,8.935011427355407654e-03
6.865000000000000213e+00,-3.938441853467401277e+00,-4.016093011851551431e-01,3.128578780228234990e-01,1.054506809010263488e-02
6.870000000000000107e+00,-4.454800525884558660e+00,-4.542632321827085873e-01,2.918747720744440666e-01,1.205689971534577160e-02
6.875000000000000000e+00,-4.929014573502431773e+00,-5.026196074604918351e-01,2.684152343259770812e-01,1.345762473134679525e-02
6.879999999999999893e+00,-5.357097253124091907e+00,-5.462718923510161417e-01,2.426999547594113071e-01,1.473541270406023874e-02
6.884999999999999787e+00,-5.735491622430914482e+00,-5.848573796791886048e-01,2.149684825705243940e-01,1.587958379738505302e-02
6.890000000000000568e+00,-6.061099884089006018e+00,-6.180601820284201686e-01,1.854770038042199976e-01,1.688069751332206894e-02
6.895000000000000462e+00,-6.331308501438799752e+00,-6.456137928282135174e-01,1.544959828404011415e-01,1.773062997993360423e-02
6.900000000000000355e+00,-6.544008884562703798e+00,-6.673031957460197061e-01,1.223076893753980710e-01,1.842263916047308728e-02
6.905000000000000249e+00,-6.697613485928469501e+00,-6.829665059860879905e-01,8.920363344917084381e-02,1.895141746753449888e-02
6.910000000000000142e+00,-6.791067186438957570e+00,-6.924961313434208066e-01,5.548193176825299416e-02,1.931313138057805245e-02
6.915000000000000036e+00,-6.823853895190110208e+00,-6.958394451917944146e-01,2.144462906418104914e-02,1.950544778265913409e-02
6.919999999999999929e+00,-6.795998329171808017e+00,-6.929989679627404087e-01,-1.260500149672302145e-02,1.952754685157778031e-02
6.924999999999999822e+00,-6.708062982158423004e+00,-6.840320580584015042e-01,-4.636515477504787874e-02,1.938012146089835783e-02
6.929999999999999716e+00,-6.561140334739806512e+00,-6.690501174957612651e-01,-7.953816306729274976e-02,1.906536316629251285e-02
6.935000000000000497e+00,-6.356840399463398406e+00,-6.482173218645918000e-01,-1.118331149028058136e-01,1.858693497136719094e-02
6.940000000000000391e+00,-6.097273736025441870e+00,-6.217488883589648019e-01,-1.429684002415272381e-01,1.794993118350637212e-02
6.945000000000000284e+00,-5.785030110999587194e+00,-5.899088996751783442e-01,-1.726741598590891824e-01,1.716082478325484800e-02
6.950000000000000178e+00,-5.423153014388222282e+00,-5.530077054231794520e-01,-2.006946176725581121e-01,1.622740283942574954e-02
6.955000000000000071e+00,-5.015110280990491276e+00,-5.113989263398297513e-01,-2.267902759110043409e-01,1.515869060546686659e-02
6.959999999999999964e+00,-4.564761097898077047e+00,-4.654760899897597559e-01,-2.507399543582252699e-01,1.396486502979381837e-02
6.964999999999999858e+00,-4.076319710076086622e+00,-4.156689297646073422e-01,-2.723426563781602416e-01,1.265715850295288242e-02
6.969999999999999751e+00,-3.554316163691795261e+00,-3.624393818166035675e-01,-2.914192460625795178e-01,1.124775374685106286e-02
6.975000000000000533e+00,-3.003554451401134529e+00,-3.062773170655763710e-01,-3.078139226003144269e-01,9.749670825193594223e-03
6.980000000000000426e+00,-2.429068444975939656e+00,-2.476960475775050463e-01,-3.213954798412568259e-01,8.176647319089699537e-03
6.985000000000000320e+00,-1.836076018301759705e+00,-1.872276484122263884e-01,-3.320583409994508628e-01,6.543012766987965287e-03
6.990000000000000213e+00,-1.229931777731107179e+00,-1.254181374609175670e-01,-3.397233604895328885e-01,4.863558513265541644e-03
6.995000000000000107e+00,-6.160788269698922459e-01,-6.282255683336228358e-02,-3.443383870012852732e-01,3.153404144538532461e-03
7.000000000000000000e+00,1.280973711185660573e-14,1.306229661694524292e-15,-3.458785840687099156e-01,1.427861716863581187e-03
7.004999999999999893e+00,6.128310020091080057e-01,6.249137085641967571e-02,-3.443465065636871492e-01,-2.977010097173745165e-04
7.009999999999999787e+00,1.216998135295056072e+00,1.240992729724274962e-01,-3.397719337204268553e-01,-2.007997110427623289e-03
7.015000000000000568e+00,1.807190770391681411e+00,1.842821728512470114e-01,-3.322114614562088342e-01,-3.687955598369475202e-03
7.020000000000000462e+00,2.378250261191617199e+00,2.425140349856084732e-01,-3.217478588772508252e-01,-5.322853899203089378e-03
7.025000000000000355e+00,2.925214918835324696e+00,2.982889079181295089e-01,-3.084891959271837680e-01,-6.898446536214142451e-03
7.030000000000000249e+00,3.443362999400255475e+00,3.511253077656749100e-01,-2.925677511315951662e-01,-8.401088903861058180e-03
7.035000000000000142e+00,3.928253334090370696e+00,4.005703613456553236e-01,-2.741387102978690149e-01,-9.817855057434687546e-03
7.040000000000000036e+00,4.375763253530007724e+00,4.462036733777597908e-01,-2.533786688288184874e-01,-1.113664850525137792e-02
7.044999999999999929e+00,4.782123483662446439e+00,4.876408848753087666e-01,-2.304839519858378483e-01,-1.234630505728799219e-02
7.049999999999999822e+00,5.143949719367868489e+00,5.245368927582679808e-01,-2.056687689782625839e-01,-1.343668685969822037e-02
7.054999999999999716e+00,5.458270612998682658e+00,5.565887038895731553e-01,-1.791632181473467589e-01,-1.439876682751222402e-02
7.060000000000000497e+00,5.722551948276452194e+00,5.835379001265929011e-01,-1.512111617441545541e-01,-1.522470277724110622e-02
7.065000000000000391e+00,5.934716805113464666e+00,6.051726945606772379e-01,-1.220679898606803759e-01,-1.590790065625317939e-02
7.070000000000000284e+00,6.093161557577339238e+00,6.213295628555459693e-01,-9.199829395395400788e-02,-1.644306636578975536e-02
7.075000000000000178e+00,6.196767585078857721e+00,6.318944374560995225e-01,-6.127347109731416663e-02,-1.682624577841791702e-02
7.080000000000000071e+00,6.244908615595622159e+00,6.368034563888405053e-01,-3.016928059562863293e-02,-1.705485265765026986e-02
7.084999999999999964e+00,6.237453658984076554e+00,6.360432623764564752e-01,1.036625090819951606e-03,-1.712768429641229120e-02
7.089999999999999858e+00,6.174765527842309254e+00,6.296508520078017979e-01,3.206717305788525652e-02,-1.704492480104052854e-02
7.094999999999999751e+00,6.057694982604615141e+00,6.177129787036975683e-01,6.264832433400191469e-02,-1.680813605756081505e-02
7.100000000000000533e+00,5.887570576232624475e+00,6.003651171636210648e-01,9.251148823109968389e-02,-1.642023652614800142e-02
7.105000000000000426e+00,5.666184311676150998e+00,5.777900008337354398e-01,1.213958754508710075e-01,-1.588546811694308697e-02
7.110000000000000320e+00,5.395773261874308169e+00,5.502157476686032611e-01,1.490507693847465676e-01,-1.520935150485405729e-02
7.115000000000000213e+00,5.078997337141323065e+00,5.179135930354732409e-01,1.752376958822850772e-01,-1.439863034168649587e-02
7.120000000000000107e+00,4.718913418021226214e+00,4.811952519995336131e-01,1.997324727701909330e-01,-1.346120492005532625e-02
7.125000000000000000e+00,4.318946102818633115e+00,4.404099364021998864e-01,2.223271215722900929e-01,-1.240605593419914603e-02
7.129999999999999893e+00,3.882855347757966591e+00,3.959410550756850555e-01,2.428316251987311658e-01,-1.124315906727161793e-02
7.134999999999999787e+00,3.414701303836967128e+00,3.482026281999426320e-01,2.610755168277181237e-01,-9.983391212205521698e-03
7.140000000000000568e+00,2.918806677717115772e+00,2.976354491816385894e-01,2.769092867816058123e-01,-8.638429203182002025e-03
7.145000000000000462e+00,2.399716964229026139e+00,2.447030294982513177e-01,2.902055958864708796e-01,-7.220641996511839925e-03
7.150000000000000355e+00,1.862158915117406499e+00,1.898873636886609095e-01,3.008602855848367397e-01,-5.742977292833602657e-03
7.155000000000000249e+00,1.310997622349961755e+00,1.336845530685771277e-01,3.087931769285049977e-01,-4.218843636550281134e-03
