time,base_acceleration_mps2,base_acceleration_g,integrated_base_velocity,integrated_base_displacement
2.300000000000000266e+00,-7.868669411999030139e+00,-8.023809773978912707e-01,-5.888460792453754644e-01,2.022927727637503434e-02
2.305000000000000160e+00,-6.836274417380076684e+00,-6.971059859768704570e-01,-6.256084388188224432e-01,1.719314098121460521e-02
2.310000000000000053e+00,-5.736229062689382374e+00,-5.849325776579548108e-01,-6.570396975189953803e-01,1.398652064037012900e-02
2.314999999999999947e+00,-4.577972815365614068e+00,-4.668233102400528578e-01,-6.828252022141323430e-01,1.063685839103738207e-02
2.319999999999999840e+00,-3.371528665314577733e+00,-3.438002442541110426e-01,-7.026989559158324239e-01,7.173047995712543770e-03
2.325000000000000178e+00,-2.127416103107325096e+00,-2.169360692088863340e-01,-7.164463178368880580e-01,3.625184811330503260e-03
2.330000000000000071e+00,-8.565590595860432810e-01,-8.734471604330157346e-02,-7.239062557436213297e-01,2.430337737930644837e-05
2.334999999999999964e+00,4.298103844259300588e-01,4.382846175053969201e-02,-7.249731274315215357e-01,-3.597895080558473780e-03
2.339999999999999858e+00,1.720251666168819416e+00,1.754168514394639777e-01,-7.195979723050347499e-01,-7.209322829899786692e-03
2.345000000000000195e+00,3.003217898745492498e+00,3.062429982456285060e-01,-7.077892983927481785e-01,-1.077779100664448542e-02
2.350000000000000089e+00,4.267159602748996861e+00,4.351291830287608020e-01,-6.896133546390122993e-01,-1.427129763922381153e-02
2.354999999999999982e+00,5.500629076121263950e+00,5.609080650498655674e-01,-6.651938829418371224e-01,-1.765831573317586112e-02
2.359999999999999876e+00,6.692384455440371305e+00,6.824332932694010534e-01,-6.347113491129336982e-01,-2.090807881331271934e-02
2.365000000000000213e+00,7.831492519258132390e+00,7.985899893702878005e-01,-5.984016566761849454e-01,-2.399086132778572439e-02
2.370000000000000107e+00,8.907429290221283935e+00,9.083050063193123247e-01,-5.565543521524872750e-01,-2.687825134985734332e-02
2.375000000000000000e+00,9.910177507510741890e+00,1.010556867789789814e+00,-5.095103351581582452e-01,-2.954341306813389884e-02
2.379999999999999893e+00,1.083032006452374496e+01,1.104385296153502560e+00,-4.576590912280731338e-01,-3.196133663409942566e-02
2.385000000000000231e+00,1.165912853854628217e+01,1.188900239994930219e+00,-4.014354697203942890e-01,-3.410907303647073979e-02
2.390000000000000124e+00,1.238864597915810251e+01,1.263290316179133788e+00,-3.413160334261345907e-01,-3.596595179433702272e-02
2.395000000000000018e+00,1.301176316996659565e+01,1.326830586384402100e+00,-2.778150105533241931e-01,-3.751377940428563679e-02
2.399999999999999911e+00,1.352228763356741936e+01,1.378889593649964107e+00,-2.114798835444905711e-01,-3.873701663953015017e-02
2.405000000000000249e+00,1.391500471192527044e+01,1.418935590841446492e+00,-1.428866526807542336e-01,-3.962293298009332554e-02
2.410000000000000142e+00,1.418573012310549331e+01,1.446541899946005350e+00,-7.263481559317881697e-02,-4.016173665077814314e-02
2.415000000000000036e+00,1.433135346987949532e+01,1.461391348715361138e+00,-1.342106610717860860e-03,-4.034667895628787915e-02
2.419999999999999929e+00,1.434987225551170376e+01,1.463279739310743732e+00,7.036095770275861694e-02,-4.017413182855777976e-02
2.425000000000000266e+00,1.424041604631077718e+01,1.452118312197414829e+00,1.418366784573196482e-01,-3.964363773815755138e-02
2.430000000000000160e+00,1.400326050853883153e+01,1.427935177511059583e+00,2.124458698444421645e-01,-3.875793136740316586e-02
2.435000000000000053e+00,1.363983113823063675e+01,1.390875695393497091e+00,2.815535989613643375e-01,-3.752293269538867909e-02
2.439999999999999947e+00,1.315269659556022397e+01,1.341201796287236236e+00,3.485349182958400460e-01,-3.594771140224570227e-02
2.444999999999999840e+00,1.254555164975945480e+01,1.279290241801171124e+00,4.127805389091379062e-01,-3.404442275923329903e-02
2.450000000000000178e+00,1.182318983538312196e+01,1.205629836425601287e+00,4.737023926219984804e-01,-3.182821543040530859e-02
2.455000000000000071e+00,1.099146601505789356e+01,1.120817609995043540e+00,5.307390322480998179e-01,-2.931711186823011614e-02
2.459999999999999964e+00,1.005724913688230693e+01,1.025554000283716460e+00,5.833608201279492089e-01,-2.653186223729005200e-02
2.464999999999999858e+00,9.028365565499694156e+00,9.206370743831679970e-01,6.310748568839031902e-01,-2.349577304476048456e-02
2.470000000000000195e+00,7.913533453700873466e+00,8.069558364682000162e-01,6.734296044319074692e-01,-2.023451189147073767e-02
2.475000000000000089e+00,6.722288705410967680e+00,6.854826781225972221e-01,7.100191598296863305e-01,-1.677588998081682575e-02
2.479999999999999982e+00,5.464903160280687899e+00,5.572650354892535463e-01,7.404871394939148699e-01,-1.314962423250790047e-02
2.484999999999999876e+00,4.152295704095008588e+00,4.234163250544282775e-01,7.645301366548535871e-01,-9.387081042136060510e-03
2.490000000000000213e+00,2.795937077116122271e+00,2.851062368001430203e-01,7.819007186078825722e-01,-5.521003903978959418e-03
2.495000000000000107e+00,1.407749213653701759e+00,1.435504696969609195e-01,7.924099343348068869e-01,-1.585227271622319939e-03
2.500000000000000000e+00,8.082576280968890365e-14,8.241934076334824690e-15,7.959293073689412967e-01,2.385620832636965206e-03
2.504999999999999893e+00,-1.414805616134483524e+00,-1.442700224984559965e-01,7.923922933286053905e-01,6.356424834380747062e-03
2.510000000000000231e+00,-2.824037193871610452e+00,-2.879716512643574200e-01,7.817951863035894622e-01,1.029189353346150054e-02
