time,input_base_ax,input_base_ax_g,input_base_vx,input_base_xdisp,top_vx,top_ax,top_ax_g,top_xdisp,stress_point_vx,stress_point_ax,stress_point_ax_g,stress_point_xdisp,stress_point_strain,stress_point_shear_stress,stress_element_material
7.61,-4.08556336736,-0.416611520484,-0.112315998464,0.0122737020913,0.100912551695,3.30395503989,0.336909652113,-0.00917129840466,0.0778378434116,2.37129130224,0.241804418659,-0.0060997318419,-0.000426903818245,-64035.5727367,1
7.62,-3.57174096486,-0.364216217042,-0.150684245526,0.0109554894813,0.131749588884,2.85498313212,0.29112725876,-0.00800115295532,0.0985401366221,2.07022932105,0.211104640326,-0.0052129547449,-0.00038711699936,-58067.5499041,1
7.63,-2.93784770708,-0.299577093817,-0.183300237333,0.00928160523414,0.157594018464,2.31048196651,0.235603592104,-0.00654730480143,0.11553655074,1.69964141181,0.173315190387,-0.00413753009947,-0.000334138046069,-50120.7069103,1
7.64,-2.20761813653,-0.225114400588,-0.209079693141,0.00731514164695,0.17759169654,1.69074453014,0.172407960938,-0.00486420553277,0.128270417523,1.27338667833,0.129849304128,-0.00291347950705,-0.000269985789744,-40497.8684617,1
7.65,-1.40791471787,-0.14356734643,-0.227191905017,0.0051287855098,0.191104428645,1.01848660481,0.103856730362,-0.0030137669623,0.136341711098,0.807129357459,0.0823042891772,-0.00158560509719,-0.000197050193908,-29557.5290862,1
7.66,-0.567743705499,-0.0578937461313,-0.237086148196,0.0028021441749,0.197730019513,0.31801735546,0.0324287453371,-0.00106309245953,0.139519366188,0.317765509007,0.0324030641459,-0.00020185531837,-0.000118003768321,-17700.5652481,1
7.67,0.282793418511,0.0288369033779,-0.23850790476,0.0004188580531,0.197313764298,-0.385636862328,-0.0393240160838,0.000917948952254,0.137747493976,-0.177187221253,-0.0180680682244,0.00118840154838,-3.57040200992e-05,-5355.60301488,1
7.68,1.11357515222,0.113553063709,-0.231504444549,-0.00193639607928,0.189951073373,-1.06762399243,-0.108867349444,0.00285921831719,0.131145346024,-0.660214795195,-0.0673231730709,0.00253613418144,4.69095103167e-05,7036.42654751,1
7.69,1.89552353597,0.193289608171,-0.21641968839,-0.00418090392137,0.175981239553,-1.70414140231,-0.173774061714,0.00469278340326,0.120001099166,-1.11442468575,-0.11363969202,0.00379437298404,0.000126919929772,19037.9894658,1
7.7,2.60161862898,0.265291269596,-0.19387865826,-0.00623680874895,0.155972669302,-2.27326391881,-0.231808407439,0.00635528910221,0.10475975161,-1.52413475558,-0.155418492103,0.00491984233629,0.000201535672766,30230.3509149,1
7.71,3.20782862611,0.32710748585,-0.164762183362,-0.00803380176954,0.130700197342,-2.75569606937,-0.281002795998,0.0077901391329,0.0860056250987,-1.87541265116,-0.191238868641,0.00587444380642,0.000268187578068,40228.1367102,1
7.72,3.69392372826,0.376675391521,-0.130172867613,-0.00951151511881,0.101115376547,-3.13542283052,-0.319724149482,0.00894941421665,0.0644401527458,-2.15654723529,-0.219906617988,0.00662653970404,0.000324616997466,48692.5496199,1
7.73,4.04414635597,0.412388160684,-0.0913936211691,-0.0106215364541,0.0683108728756,-3.4002370667,-0.346727686488,0.0097954620578,0.0408557908024,-2.35843619434,-0.240493562464,0.00715199398726,0.000368951928045,55342.7892067,1
7.74,4.24771568899,0.433146455618,-0.0498403062641,-0.0113289783996,0.0334802903057,-3.542126451,-0.36119637705,0.0103021067942,0.0161070198061,-2.47487709963,-0.252367230362,0.00743493659535,0.000399768617196,59965.2925794,1
7.75,4.29915062421,0.438391359354,-0.00701023763805,-0.0116135525875,-0.00212510313519,-3.55750782222,-0.362764840411,0.0104554396202,-0.00892050779079,-2.50275275969,-0.255209756613,0.00746822743115,0.000416136632185,62420.4948277,1
7.76,4.19840184537,0.428117843032,0.0355715958656,-0.0114701161165,-0.037241184671,-3.44730246223,-0.351527021177,0.0102541675134,-0.0333415631837,-2.44210553929,-0.249025461222,0.00725360709288,0.000417645993499,62646.8990248,1
7.77,3.95079055153,0.402868517948,0.0764066630671,-0.0109086772512,-0.0706357216667,-3.21685147357,-0.328027560235,0.0097095128645,-0.0563025562293,-2.29609930456,-0.234136968747,0.00680153266002,0.00040441562105,60662.3431575,1
7.78,3.5667582524,0.363708121774,0.11407545997,-0.00995386643418,-0.101151473143,-2.87567609603,-0.29323735384,0.00884467274774,-0.0770112726125,-2.07087163832,-0.211170138459,0.00613070797335,0.000377083011183,56562.4516775,1
7.79,3.06143866371,0.312179864042,0.147286678847,-0.00864389749267,-0.12774614527,-2.4370932234,-0.248514347244,0.00769386201469,-0.094764100758,-1.77528281455,-0.181028466862,0.00526732852237,0.00033677572651,50516.3589765,1
7.8,2.45406889453,0.250245383952,0.174921280188,-0.00702906163644,-0.149527826722,-1.91770137875,-0.195551118756,0.00630097880802,-0.108969816683,-1.42057159252,-0.144857988458,0.00424407089251,0.000285065916327,42759.887449,1
7.81,1.76726259687,0.180210632261,0.196069970617,-0.00516981284306,-0.165784705353,-1.33675680593,-0.136311258782,0.00471794397272,-0.119169127333,-1.01993106499,-0.104004024309,0.00309886539217,0.00022390967078,33586.450617,1
7.82,1.02617236213,0.104640459497,0.210062840228,-0.00313451697487,-0.176008083557,-0.715462989095,-0.0729569209766,0.00300277675792,-0.125049331986,-0.588020465324,-0.0599614002053,0.00187349768309,0.000155573526738,23336.0290106,1
7.83,0.257572243917,0.0262650593135,0.216490204316,-0.000996948001405,-0.17990795775,-0.076199699096,-0.00777020685922,0.00121747778624,-0.126453641133,-0.140430914677,-0.0143199680499,0.000612090738917,8.25508702779e-05,12382.6305417,1
7.84,-0.511106251221,-0.0521183330924,0.215214016299,0.00116637734226,-0.177420698592,0.558280501446,0.0569287678714,-0.000574203754133,-0.123384886214,0.306875491896,0.0312925914452,-0.000640477917182,7.47130566481e-06,1120.69584972,1
7.85,-1.25275010921,-0.127744959717,0.206369559089,0.00327893049331,-0.168708652923,1.16565953895,0.118864193068,-0.00230903854952,-0.116003554753,0.738133146142,0.0752686336457,-0.00184016710205,-6.69937266654e-05,-10049.0589998,1
7.86,-1.94151807721,-0.197979746112,0.190357469007,0.00526687043359,-0.154151775778,1.72483634175,0.175884358242,-0.00392654076473,-0.104620286518,1.1383268235,0.116077031759,-0.00294531476923,-0.000138225706366,-20733.855955,1
7.87,-2.55373784984,-0.260408788918,0.16782648714,0.00706161658791,-0.134331681027,2.21665723993,0.226036132618,-0.0053710688656,-0.0896831603225,1.49371261951,0.152316297565,-0.00391807884739,-0.000203750813204,-30562.6219806,1
7.88,-3.06871614043,-0.312921960143,0.139647655984,0.00860220591784,-0.110008762399,2.62456906798,0.26763156307,-0.00659373096056,-0.0717602811212,1.79228792013,0.182762505048,-0.00472572648354,-0.000261325524675,-39198.8287012,1
7.89,-3.46943404754,-0.353783814814,0.106880972914,0.00983735354925,-0.0820932737015,2.93517281163,0.299304330391,-0.00755402971367,-0.0515183370109,2.02419441103,0.206410385915,-0.00534172798572,-0.000309013081011,-46351.9621517,1
7.9,-3.74310450423,-0.381690434983,0.0707357666018,0.0107271476872,-0.0516114599984,3.13865941359,0.320054189106,-0.00822119183613,-0.0296979301752,2.18204068357,0.222506226241,-0.00574661916462,-0.000345248224545,-51787.2336818,1
7.91,-3.88157374405,-0.395810367867,0.0325262692975,0.0112443232994,-0.0196679934361,3.22911373172,0.329277962578,-0.00857513894342,-0.00708659025347,2.26113399217,0.230571499153,-0.00592860437342,-0.00036888806506,-55333.209759,1
7.92,-3.88155444183,-0.395808399589,-0.00637598976586,0.0113750745764,0.0125939168051,3.20467746509,0.326786156852,-0.00860706973257,0.01550955024,2.25961404934,0.230416508119,-0.00588388202124,-0.000379247438073,-56887.1157109,1
7.93,-3.7446842805,-0.381851527331,-0.044591251461,0.0111193829318,0.0440333049329,3.06756695409,0.312804775748,-0.00831963750835,0.0372944031142,2.17848528743,0.222143676732,-0.00561668434448,-0.000376117689984,-56417.6534976,1
7.94,-3.47740993705,-0.354597129198,-0.0807803046762,0.0104908546865,0.073551669289,2.82394693502,0.287962447423,-0.00772672155933,0.0575098795582,2.0215476444,0.20614049083,-0.00513903340043,-0.000359768422002,-53965.2633003,1
7.95,-3.09070264925,-0.315163960093,-0.113691256254,0.00951607996127,0.100131220227,2.48366640598,0.253263490181,-0.00685280523946,0.0754621746951,1.79522951369,0.183062464112,-0.00447022523944,-0.000330932332213,-49639.849832,1
7.96,-2.59961740243,-0.26508720128,-0.14220266542,0.00823354107011,0.122869828267,2.05986755858,0.210048034607,-0.00573198734263,0.0905454737969,1.50832991018,0.153806846393,-0.00363606366254,-0.000290773890558,-43616.0835837,1
7.97,-2.02271315826,-0.206259340169,-0.165361562845,0.00669211427726,0.141011477858,1.56848308492,0.159940763147,-0.00440666598822,0.102262274071,1.17168002741,0.119478112037,-0.00266787355609,-0.000240843143847,-36126.471577,1
7.98,-1.38135625031,-0.140859136434,-0.182415072682,0.00494922261895,0.153971204918,1.02764093125,0.104790211871,-0.002925945332,0.110239644941,0.797737086954,0.081346544126,-0.00160133121819,-0.000183016457859,-27452.4686788,1
7.99,-0.698932936589,-0.0712713247224,-0.192834597076,0.00306870912445,0.161353703197,0.456998613267,0.0466008895256,-0.00134382460557,0.114240901139,0.400125619812,0.040801458175,-0.000475155107026,-0.000119426443571,-17913.9665357,1
8,-2.17950016262e-14,-2.22247165201e-15,-0.196331797682,0.00111850881981,0.162965017718,-0.122968565897,-0.0125393040332,0.000282764033977,0.114172331098,-0.00685700401448,-0.000699219816602,0.000670295148206,-5.23836699837e-05,-7857.55049755,1
8.01,0.690595867428,0.0704211802632,-0.192865907523,-0.00083179593038,0.158816994568,-0.691699714278,-0.0705337413161,0.0018959978142,0.110084801918,-0.408752918058,-0.0416811977646,0.00179446096366,1.57069747807e-05,2356.04621711,1
8.02,1.34859842345,0.137518767719,-0.182642218308,-0.00271344907551,0.149124416011,-1.2292748694,-0.125351151453,0.00343921280094,0.10217024516,-0.791455675819,-0.0807060184486,0.00285801687944,8.2432257356e-05,12364.8386034,1
8.03,1.95119088901,0.198966098414,-0.166101901783,-0.00446093587887,0.134295009008,-1.71711025028,-0.175096516169,0.0048588880947,0.090753208406,-1.14170367537,-0.116421374819,0.00382424210404,0.000145455844661,21818.3766991,1
8.04,2.47778400567,0.252663652284,-0.143903627896,-0.00601425473425,0.114912764655,-2.13859806607,-0.218076312102,0.00610649553381,0.076277829462,-1.4475378944,-0.147607785982,0.00466028386445,0.00020259981991,30389.9729866,1
8.05,2.91071603396,0.29681043312,-0.116897726711,-0.00732096733246,0.0917152370219,-2.47966895036,-0.25285586315,0.00714015124035,0.0592907474309,-1.69870820311,-0.173220029583,0.00533826928727,0.000251919635438,37787.9453157,1
8.06,3.23584102427,0.329963955507,-0.0860938954232,-0.00833795747432,0.0655656944731,-2.72925808514,-0.278306871881,0.00792601309778,0.0404206021729,-1.8870145258,-0.192421930609,0.00583622839772,0.000291769934245,43765.4901367,1
8.07,3.44298592273,0.351086856646,-0.0526236678,-0.00903283994605,0.0374211679109,-2.87965970586,-0.293643568992,0.0084393778847,0.0203548863074,-2.00657158655,-0.204613357931,0.00613879793488,0.000320859025377,48128.8538065,1
8.08,3.52626194073,0.359578647217,-0.0176990337541,-0.00938497392893,0.00829757276312,-2.92675880476,-0.298446340469,0.00866544294285,-0.000185001763989,-2.05398880714,-0.209448568791,0.00623768377841,0.000338290225423,50743.5338135,1
8.09,3.48422094037,0.355291658249,0.0174312839081,-0.00938604992191,-0.0207668292125,-2.87013332068,-0.292672148051,0.00859970951805,-0.0204696019898,-2.02846002258,-0.206845357241,0.00613186856493,0.000343588763691,51538.3145536,1
8.1,3.31985317405,0.338530810628,0.0515263238827,-0.00904023458442,-0.048748318769,-2.7130247585,-0.276651533245,0.00824801783451,-0.0397872112665,-1.93176092767,-0.196984793754,0.00582756022481,0.000336713474068,50507.0211101,1
8.11,3.04042836504,0.310037409823,0.0833965718742,-0.00836387370058,-0.0746736524365,-2.4621798531,-0.251072471548,0.0076262170795,-0.0574687657772,-1.76815545107,-0.180301678052,0.00533788636275,0.000318053043225,47707.9564838,1
8.12,2.65718762608,0.270957730324,0.111945304744,-0.00738476906287,-0.0976537833987,-2.12757041614,-0.216951804759,0.00675948632421,-0.0729109203278,-1.54421545506,-0.157466153585,0.00468234831478,0.000288407132978,43261.0699468,1
8.13,2.18489889221,0.22279768241,0.136206161962,-0.00614105992476,-0.116914206373,-1.72200272044,-0.175595409282,0.00568133453371,-0.0855965319911,-1.26856116633,-0.129357238846,0.00388605702782,0.000248953225038,37342.9837557,1
8.14,1.64129321264,0.167365329917,0.155375663509,-0.00467975326191,-0.131820896071,-1.26063154213,-0.12854864221,0.00443231880769,-0.0951118565267,-0.951532453565,-0.0970293070075,0.00297878034022,0.000201200530422,30180.0795632,1
8.15,1.04640324609,0.106703435535,0.168839587273,-0.00305495894571,-0.141900976789,-0.760397165848,-0.0775389318318,0.00305852946738,-0.101159890398,-0.604803387173,-0.0616727819564,0.0019938375402,0.000146932746469,22039.9119703,1
8.16,0.421828500734,0.0430145361295,0.176192348951,-0.00132589567243,-0.146857457095,-0.239406158652,-0.0244126341464,0.00160989824773,-0.103569434094,-0.240954369576,-0.0245705077245,0.000966882035393,8.81418167989e-05,13221.2725198,1
8.17,-0.210045848931,-0.0214187157624,0.177248784949,0.000445259211761,-0.146577581151,0.283721546505,0.0289315460942,0.000138391419062,-0.102299608597,0.126982549755,0.012948616475,-6.53835777446e-05,2.6955141283e-05,4043.27119244,1
8.18,-0.826848420744,-0.0843150740308,0.172048014253,0.00219559822384,-0.141134578983,0.790515799132,0.080610177699,-0.00130384702241,-0.097439720576,0.485988802065,0.0495570660792,-0.00106651390558,-3.44411151007e-05,-5166.1672651,1
8.19,-1.40701090698,-0.143475183369,0.160849338924,0.00386371100527,-0.130782833701,1.26330607488,0.128821368651,-0.00266633598034,-0.0892045373113,0.823518326477,0.0839754989193,-0.00200160227144,-9.38798599134e-05,-14081.978987,1
8.2,-1.93051943222,-0.196858196451,0.144120424467,0.00539183175051,-0.115946715884,1.68583523254,0.171907351903,-0.00390201695608,-0.0779251936245,1.12793436868,0.115017296291,-0.00283849245211,-0.000149289295611,-22393.3943417,1
8.21,-2.37960191561,-0.242651865378,0.122518270999,0.00672783199335,-0.0972035558661,2.04381595267,0.208411226328,-0.0049688717142,-0.0640361045912,1.38890890333,0.141629292707,-0.0035488787422,-0.000198764855296,-29814.7282944,1
8.22,-2.73932794351,-0.279333711666,0.0968637345408,0.00782699030873,-0.0752614259592,2.32541090769,0.237125920441,-0.00583134256435,-0.0480583942347,1.59777103565,0.162927302968,-0.00410925690023,-0.000240634364311,-36095.1546467,1
8.23,-2.99810103452,-0.305721223305,0.068110576229,0.0086534791944,-0.0509325796876,2.52162063683,0.257133744635,-0.00646150754561,-0.0305804671897,1.7477927045,0.17822525577,-0.00450169424583,-0.000273514209528,-41027.1314292,1
8.24,-3.14802722471,-0.321009439993,0.0373101986141,0.0091815201073,-0.0251035381871,2.62656655312,0.267835249868,-0.00683997202875,-0.0122364435424,1.83440236473,0.187056983244,-0.00471439394382,-0.00029635464265,-44453.1963975,1
8.25,-3.18514846534,-0.324794753085,0.00557336635372,0.00939616993989,0.00129707976403,2.63766036638,0.268966503993,-0.00695644872772,0.0063167562858,1.85531998282,0.189189986674,-0.00474203607612,-0.000308472750377,-46270.9125565,1
8.26,-3.10953424094,-0.31708424803,-0.0259697007123,0.0092937156792,0.0273318212833,2.5556553229,0.260604316755,-0.00681000944899,0.0244228516729,1.81060953871,0.1846307902,-0.00458588618967,-0.000309572077623,-46435.8116434,1
8.27,-2.92522990367,-0.298290435946,-0.0562094335896,0.00888166810558,0.0520875692467,2.38457889273,0.243159375804,-0.00640900369524,0.0414493335335,1.70264818606,0.173621796032,-0.00425367032589,-0.000299748373663,-44962.2560495,1
8.28,-2.64006529957,-0.26921173893,-0.084095801165,0.00817835965303,0.0747074490069,2.13155072627,0.217357683436,-0.00577065105676,0.0568094752878,1.53601417543,0.156629855805,-0.00375922378839,-0.000279481427585,-41922.2141377,1
8.29,-2.26533215295,-0.230999592414,-0.108674620536,0.00721216546236,0.0944203613557,1.80649370713,0.18421109218,-0.0049203257515,0.0699824601646,1.31729848768,0.134327062522,-0.00312192879991,-0.000249613451041,-37442.0176562,1
8.3,-1.81534320717,-0.185113490048,-0.129120040517,0.00602037972618,0.110567128482,1.42174960768,0.144978112574,-0.00389056231533,0.0805309377414,1.05484775768,0.107564536073,-0.0023659634628,-0.000211314935779,-31697.2403669,1
