time,input_base_ax,input_base_ax_g,input_base_vx,input_base_xdisp,top_vx,top_ax,top_ax_g,top_xdisp,stress_point_vx,stress_point_ax,stress_point_ax_g,stress_point_xdisp,stress_point_strain,stress_point_shear_stress,stress_element_material
3.64,-9.26513547556,-0.944780885986,-0.894091233214,0.0263187592739,0.753439159965,6.70750140728,0.683974793358,-0.0185652687662,0.550933325779,4.84350523532,0.49390008161,-0.0107487266465,-0.00107904095779,-161856.143668,1
3.65,-5.94289129667,-0.606006260718,-0.9703008887,0.0169760346382,0.806539469054,3.9363097331,0.401391885415,-0.0107369520504,0.579922133286,2.89888075072,0.2956035701,-0.00507481527281,-0.000777884581533,-116682.68723,1
3.66,-2.41022347119,-0.245774395047,-1.012159384,0.00704165410081,0.831130702745,1.02538059226,0.10455972144,-0.0025218722724,0.588437820579,0.851568729295,0.0868358439727,0.000785128194058,-0.000449154834217,-67373.2251325,1
3.67,1.20739068078,0.123119585258,-1.01818657386,-0.00313268577696,0.826339498826,-1.9220223769,-0.195991737943,0.00578956470576,0.576178816447,-1.22590041317,-0.125007052681,0.00662422189816,-0.000104508852609,-15676.3278913,1
3.68,4.78147232764,0.48757448544,-0.98817494101,-0.0131868313616,0.792334869061,-4.80133436643,-0.489599849737,0.0139035249722,0.543579576346,-3.25992401014,-0.332419736622,0.0122363239865,0.000243830305706,36574.545856,1
3.69,8.18511917424,0.834649872713,-0.923196736298,-0.022764962541,0.730322210623,-7.51041164187,-0.765848851736,0.0215331707862,0.491795139625,-5.17844367207,-0.52805429704,0.0174233358255,0.000583508641136,87526.2961704,1
3.7,11.2975260045,1.15202704333,-0.825565523635,-0.0315282263833,0.642500426252,-9.95316724941,-1.01494060147,0.0284088360361,0.422660072997,-6.91350666285,-0.704981483263,0.0220022193145,0.000902480831558,135372.124734,1
3.71,14.0082861721,1.42844765257,-0.698753515556,-0.0391667638303,0.531983685218,-12.0429903537,-1.22804325164,0.0342875907527,0.338623265212,-8.40368077843,-0.856936953846,0.0258114788852,0.00118943879634,178415.81945,1
3.72,16.2213204007,1.65411434085,-0.54726766489,-0.0454107011965,0.402690619672,-13.7058271381,-1.3976054145,0.0389618543221,0.242660898899,-9.59623663136,-0.978543807657,0.0287168778754,0.00143421390719,215132.086078,1
3.73,17.8582926687,1.82103905704,-0.376488950571,-0.0500397153505,0.259204913237,-14.8828133353,-1.51762460527,0.0422667510165,0.138170703153,-10.4490195745,-1.06550346699,0.030616186271,0.00162813849441,244220.774162,1
3.74,18.8613913835,1.92332665931,-0.192480608688,-0.0528908325137,0.106612259113,-15.5323645257,-1.58386039328,0.0440859463699,0.0288512570871,-10.9319446066,-1.11474811547,0.0314427913498,0.00176435375691,264653.063537,1
3.75,19.195376839,1.95738369769,-0.00177216635818,-0.053864183798,-0.0496804929444,-15.6316497684,-1.59398467044,0.0443557571517,-0.0814293538184,-11.0280610906,-1.12454926918,0.0311680432937,0.00183805310525,275707.965787,1
3.76,18.8488222662,1.92204496604,0.188873003584,-0.0529265136458,-0.204137547809,-15.1773962112,-1.54766369874,0.0430673893042,-0.188770848844,-10.7341495025,-1.09457862802,0.0298022529197,0.00184665228003,276997.842005,1
3.77,17.8345046937,1.81861335866,0.372698305415,-0.050112317616,-0.351290878756,-14.1859962746,-1.44656903985,0.0402672249913,-0.289379140414,-10.0608291571,-1.02591906075,0.027394306688,0.0017898802094,268482.03141,1
3.78,16.1889322851,1.65081167219,0.543194133007,-0.0455225705964,-0.485934430951,-12.6929139534,-1.29431701482,0.0360551494696,-0.379700873693,-9.03217332786,-0.921025358085,0.0240299133857,0.00166978740579,250468.110869,1
3.79,13.9710257234,1.42464814421,0.694329105347,-0.0393210924886,-0.603308895365,-10.7514118405,-1.09633889662,0.0305809783579,-0.456549331422,-7.68484577294,-0.783636182891,0.019828545567,0.00149067165121,223600.747682,1
3.8,11.2600014605,1.14820060475,0.820764086165,-0.0317286826294,-0.699270474588,-8.43064474445,-0.859686513177,0.024039113533,-0.517217228939,-6.06678975173,-0.618640387057,0.0149391852516,0.00125892367618,188838.551427,1
3.81,8.15253315187,0.831327023181,0.918041370856,-0.0230152336673,-0.770437637841,-5.81318837979,-0.592780243997,0.0166616189216,-0.559572394685,-4.23551657451,-0.431902492136,0.00953502585557,0.000982798394683,147419.759202,1
3.82,4.75929333963,0.485312858074,0.982742317827,-0.0134901074751,-0.814310652295,-2.99209174998,-0.305108446817,0.00870996361946,-0.582132944531,-2.25605498469,-0.230053584525,0.00380731936209,0.000672119913065,100817.98696,1
3.83,1.20099950799,0.122467867008,1.01260783491,-0.00349111737499,-0.82935965342,-0.0675587905684,-0.00688907940718,0.000465727069634,-0.584119291835,-0.198634730367,-0.0202551055016,-0.00204141199447,0.000337930890202,50689.6335303,1
3.84,-2.39589377888,-0.24431317309,1.0066174636,0.00662748970056,-0.815078143191,2.85662200316,0.291294377097,-0.00777940223683,-0.565481162884,1.86381289511,0.19005602271,-0.00780455783316,-7.90119485982e-06,-1185.17922897,1
3.85,-5.90370245035,-0.602010110522,0.965024286962,0.0165076222575,-0.772000041343,5.6767723457,0.578869679829,-0.0157339781877,-0.526898679796,3.85824830877,0.393431835415,-0.0132787400281,-0.000353106784085,-52966.0176127,1
3.86,-9.19805905245,-0.937940994371,0.88934446722,0.0258000557572,-0.701679716902,8.29301139158,0.84565181704,-0.023117130115,-0.469757497844,5.71411819527,0.582677896659,-0.0182710112396,-0.000685450884434,-102817.632665,1
3.87,-12.1623350813,-1.24021302701,0.782301840384,0.0341768140204,-0.606635748533,10.6128038974,1.08220481993,-0.0296685100222,-0.396098908631,7.3658589213,0.751108576456,-0.0226056760074,-0.000993168027928,-148975.204189,1
3.88,-14.6917818245,-1.4981448124,0.647729599025,0.0413427802596,-0.490260455272,12.5542428995,1.28017650263,-0.0351575006213,-0.308546711473,8.75521971573,0.892783949232,-0.0261304925343,-0.00126538003838,-189807.005757,1
3.89,-16.6972422834,-1.70264486684,0.490432623348,0.0470461254993,-0.356698457912,14.0489501226,1.43259422153,-0.039391357538,-0.2102134809,9.83332305729,1.0027198949,-0.0287220355956,-0.00149248172739,-223872.259109,1
3.9,-18.1083022888,-1.84653294334,0.31601542045,0.0510871848434,-0.2106986321,15.0444911277,1.5341111519,-0.0422219973759,-0.104589589036,10.5623891865,1.07706395012,-0.0302900311003,-0.00166648080548,-249972.120821,1
3.91,-18.8757691582,-1.9247927843,0.130681852091,0.053325467874,-0.0574447578443,15.5062196753,1.58119436049,-0.0435511918994,0.0045810482924,10.9170637328,1.11323068864,-0.030780509643,-0.00178127994639,-267191.991959,1
3.92,-18.9733904449,-1.93474738518,-0.0589861710077,0.0536845564125,0.0976290769145,15.4184862722,1.57224804314,-0.0433339856535,0.113434065154,10.8853016861,1.10999186125,-0.0301776685851,-0.00183289102424,-274933.653636,1
3.93,-18.3987526229,-1.87615063481,-0.246263110635,0.0521547185179,0.249031725399,14.7851686728,1.50766762073,-0.0415802178369,0.218121833458,10.4687768304,1.0675181464,-0.0285043782816,-0.00181957397806,-272936.09671,1
3.94,-17.1733289506,-1.75119219617,-0.424518965064,0.0487931492414,0.391409991085,13.6295063727,1.38982286231,-0.0383540969062,0.314949860725,9.68280272674,0.987371092753,-0.0258213163777,-0.00174189546042,-261284.319063,1
3.95,-15.3416762119,-1.56441559675,-0.587454646665,0.0437218333531,0.519738451272,11.9932460174,1.22297074102,-0.0337718457934,0.400507548489,8.5557687764,0.872445613579,-0.0222247629087,-0.00160270529708,-240405.794562,1
3.96,-12.9698104397,-1.32255259846,-0.72932519369,0.0371231099903,0.629497344883,9.93512923991,1.0131012364,-0.0279975042833,0.471788670288,7.12811217987,0.726865155774,-0.0178431365129,-0.00140703172186,-211054.758279,1
3.97,-10.1428210085,-1.03427990277,-0.845142885232,0.0292331009117,0.71683221016,7.52877786793,0.767721685584,-0.021237040571,0.52629730158,5.4508631292,0.555833350757,-0.0128323966999,-0.00116189924829,-174284.887243,1
3.98,-6.96180958198,-0.709907010241,-0.930853059416,0.0203332398671,0.778689618636,4.86005286875,0.495587470619,-0.0137309839716,0.562135458842,3.58381572622,0.365447500036,-0.00737047724144,-0.000876075794608,-131411.369191,1
3.99,-3.54026435606,-0.36100649621,-0.983476421784,0.0107402078034,0.812924213173,2.02398205582,0.206388731709,-0.0057458430547,0.578069362622,1.59339037796,0.162480600201,-0.0016509499236,-0.000559758192574,-83963.728886,1
4,-5.5475681719e-14,-5.65694520748e-15,-1.00121283773,0.000794634853633,0.818373288874,-0.878633188881,-0.0895956507963,0.00243538373658,0.57357200569,-0.449735693134,-0.0458602777843,0.0041238550767,-0.000224207393222,-33631.1089833,1
4.01,3.53319105038,0.360285219762,-0.983502986315,-0.00915102671066,0.794896319139,-3.74481066252,-0.381864414711,0.0105232661475,0.54884055514,-2.47314505499,-0.252190610962,0.00975002700597,0.000118653542078,17798.0313116,1
4.02,6.93402027532,0.707073289586,-0.931045762776,-0.0187450256388,0.7433780832,-6.47305114857,-0.660067520364,0.0182322103834,0.504788015849,-4.40525392911,-0.449210885379,0.0150292951978,0.000456664273313,68499.6409969,1
4.03,10.0821576315,1.02809395986,-0.845770899503,-0.0276487848086,0.665695351185,-8.96694257849,-0.914373672813,0.0252905722918,0.443009500051,-6.17785157984,-0.629965541733,0.0197760361944,0.000777859657028,116678.948554,1
4.04,12.8665001982,1.31201788564,-0.730767873265,-0.0355488808135,0.564648381528,-11.1385762246,-1.13581867657,0.0314502563614,0.365724351007,-7.72851490442,-0.788089195028,0.0238238190134,0.00107089444252,160634.166378,1
4.05,15.1891031001,1.54885746918,-0.590173722966,-0.0421681050628,0.443859736997,-12.9116535629,-1.31662224744,0.0364954604315,0.275696225753,-9.00281252535,-0.91803138945,0.0270312571507,0.00132544507462,198816.761194,1
4.06,16.9686332894,1.73031904773,-0.429023861619,-0.0472752150494,0.307644085163,-14.2241737284,-1.4504620567,0.0402502570783,0.176134022123,-9.95622036303,-1.01525193242,0.0292869610136,0.00153257433623,229886.150434,1
4.07,18.1432241216,1.85009397925,-0.253071276546,-0.0506930319329,0.160853675401,-15.03060668,-1.53269533225,0.0425847446628,0.0705772110064,-10.5556811117,-1.07637991686,0.0305134168757,0.00168504591872,252756.887808,1
4.08,18.6726303317,1.90407838882,-0.0685806265909,-0.0523046002374,0.00870504134333,-15.3034757423,-1.56052023294,0.0434195524691,-0.0372303177474,-10.7807528754,-1.09933084951,0.0306696569607,0.00177757782234,266636.673351,1
4.09,18.5396082261,1.89051390904,0.117895375059,-0.0520571951069,-0.143406865403,-15.0342944273,-1.53307137782,0.0427285433821,-0.143473387563,-10.6243069816,-1.08337780808,0.0297526285175,0.00180702569421,271053.854131,1
4.1,17.7504737444,1.81004458652,0.299749289822,-0.049964039692,-0.290100470316,-14.2338255998,-1.45144627368,0.0405396220152,-0.24440089898,-10.0927511416,-1.02917419727,0.0277972161822,0.00177248973032,265873.459548,1
4.11,16.3348205041,1.66568813041,0.470553665019,-0.0461036770851,-0.426198463564,-12.9316552922,-1.31866185621,0.0369336238032,-0.336458609941,-9.20577109612,-0.938727403968,0.0248749198843,0.00167534150827,251301.22624,1
4.12,14.3444099645,1.46272274064,0.624288769262,-0.0406170248478,-0.546910991956,-11.175097939,-1.139542855,0.0320413288972,-0.41641462048,-7.99560105394,-0.815324402721,0.02109123832,0.00151916998108,227875.497162,1
4.13,11.8512753651,1.20849376343,0.755555263364,-0.0337022225934,-0.648004657028,-9.02747360748,-0.920546119978,0.0260387112984,-0.481473120464,-6.50584999841,-0.663412072258,0.0165818538924,0.00130964874686,196447.312029,1
4.14,8.9451090377,0.91214727126,0.859764275693,-0.0256074613586,-0.725951342174,-6.56582009932,-0.669527320677,0.0191405961792,-0.529372387367,-4.78992669021,-0.488436590498,0.011507757374,0.00105432951092,158149.426638,1
4.15,5.73002808336,0.584300253742,0.93329817581,-0.0166220548451,-0.778051624664,-3.87812279687,-0.395458469189,0.0115929545371,-0.558463591246,-2.90912038793,-0.296647722508,0.00604948787781,0.00076236927613,114355.391419,1
4.16,2.32083533085,0.236659341452,0.973636402136,-0.00706607450068,-0.802528446576,-1.0601621156,-0.108106449766,0.00366411223118,-0.56776765552,-0.930406427431,-0.0948750518711,0.000400694717727,0.000444201141146,66630.1711718,1
4.17,-1.16108981981,-0.118398211399,0.9794419599,0.00272107934169,-0.798587788713,1.78790819584,0.182315897461,-0.00436481164072,-0.557008209771,1.07594457495,0.109715812734,-0.00523874869575,0.000111160571065,16674.0856598,1
4.18,-4.59212323172,-0.468266251138,0.950605618982,0.0123927611949,-0.766444275002,4.56512936545,0.465513642829,-0.0122098954602,-0.52661952636,3.03886834105,0.309878331647,-0.0106698334599,-0.000224919438696,-33737.9158043,1
4.19,-7.85079557915,-0.800558353684,0.888246356728,0.0216073877757,-0.707310889046,7.17332507374,0.731475587865,-0.0195944789716,-0.477729225391,4.88903009693,0.498542325558,-0.0157014542728,-0.000552129811313,-82819.4716969,1
4.2,-10.8221026734,-1.10354735546,0.794668153783,0.0300405309975,-0.623353264489,9.52058031257,0.970829010168,-0.0262589427415,-0.412116430538,6.56127948529,0.669064306903,-0.020157149437,-0.000858908403386,-128836.260508,1
4.21,-13.4015732699,-1.36658015427,0.673274805673,0.0373963674861,-0.51761027091,11.5244880675,1.17517073287,-0.031969856684,-0.332146929536,7.99695010021,0.815461967156,-0.0238813035019,-0.00113444952438,-170167.428656,1
4.22,-15.4989501619,-1.58045307643,0.528445903634,0.0434180796382,-0.393883812124,13.1150488858,1.33736279828,-0.0365281745249,-0.24068770657,9.14592229658,0.932624524846,-0.0267445940168,-0.00136908542244,-205362.813367,1
4.23,-17.0413545946,-1.73773455712,0.365378512053,0.0478968417443,-0.25660184163,14.2371210919,1.45178232036,-0.0397761859048,-0.141003940708,9.96837658627,1.01649152221,-0.0286484913329,-0.00155462623879,-233193.935818,1
4.24,-17.9758228506,-1.83302380024,0.18990027813,0.0506790761218,-0.11065954188,14.8523357235,1.51451675379,-0.0416029828022,-0.0366421791062,10.4361761601,1.0641938032,-0.0295286545693,-0.00168464645158,-252696.967737,1
4.25,-18.2711265964,-1.86313640197,0.00826070938752,0.0516717267078,0.0387556229758,14.9404095898,1.52349778873,-0.0419482504847,0.0686961254885,10.5338304595,1.07415177043,-0.0293571065178,-0.00175470777241,-263206.165862,1
4.26,-17.9188143923,-1.82721055532,-0.173091888681,0.0508453688601,0.186348714097,14.4998115054,1.47856928772,-0.0408042533069,0.171286193279,10.2590067791,1.04612755417,-0.0281431139699,-0.00176251075235,-264376.612853,1
4.27,-16.9334397435,-1.72673030479,-0.347739835385,0.0482350516482,0.326905385706,13.547759936,1.38148704563,-0.0382159502368,0.267511924031,9.62257307512,0.981229377527,-0.0259327461452,-0.00170796991805,-256195.487707,1
4.28,-15.3519701806,-1.56546528943,-0.509523677524,0.0439388498989,0.455476518619,12.119554187,1.23585058985,-0.0342792416637,0.353993642929,8.64817188981,0.881868108866,-0.0228071309202,-0.00159320999868,-238981.499802,1
4.29,-13.2324010808,-1.34932939187,-0.652759882767,0.0381141847905,0.567552867441,10.267265006,1.04696965896,-0.0291374154665,0.427707062911,7.37134199825,0.751667694702,-0.0188794747411,-0.0014224836233,-213372.543495,1
4.3,-10.6516262102,-1.08616359411,-0.772440913847,0.0309720509645,0.659223545173,8.05783321426,0.821670317005,-0.0229759241093,0.48608926719,5.83822042785,0.595332802522,-0.0142909557891,-0.00120201366418,-180302.049627,1
4.31,-7.70264329525,-0.785451025095,-0.864410626662,0.0227693621188,0.727312763756,5.5706459173,0.568047795863,-0.0160156834378,0.527127990529,4.10387233388,0.418478515485,-0.00920563963269,-0.000939766076231,-140964.911435,1
4.32,-4.49119636701,-0.45797457511,-0.925508837732,0.0137996932535,0.769490040752,2.89467823313,0.295175032568,-0.00850513578079,0.549431083588,2.23030930599,0.227428255927,-0.00380460081927,-0.000645161538828,-96774.2308241,1
4.33,-1.13197635156,-0.11542946384,-0.953680025054,0.00438275381447,0.784350042106,0.1253036652,0.012777417895,-0.000711363086446,0.552273759296,0.284267570796,0.0289872250765,0.00172053854205,-0.000328736359078,-49310.4538618,1
4.34,2.25548329756,0.229995288662,-0.948042420741,-0.00514703003731,0.77145932397,-2.63911229113,-0.269114559113,0.00708943134949,0.535622017928,-1.66517413686,-0.169800506479,0.00717442216019,-1.76486775414e-06,-264.730163121,1
4.35,5.5510687415,0.566051479507,-0.908915176878,-0.0144524154344,0.73136842342,-5.30071338514,-0.540522337917,0.0146217326341,0.500131499684,-3.54905182441,-0.361902568605,0.0123648821349,0.000324143130814,48621.4696221,1
4.36,8.63835338984,0.880866900506,-0.837802786803,-0.0232053007819,0.665588985934,-7.76562380443,-0.791873249727,0.0216204663609,0.44712188947,-5.3009610214,-0.540547589788,0.0171097249022,0.000637455451462,95618.3177193,1
4.37,11.4087190964,1.16336558319,-0.737337468459,-0.0310983168439,0.576536862434,-9.94726594188,-1.01433883557,0.0278403471249,0.378527867044,-6.85940224262,-0.699464367814,0.0212431404284,0.000927126434543,139068.965181,1
4.38,13.7651847594,1.40365820738,-0.611181710247,-0.0378556406478,0.467443316027,-11.7694072481,-1.2001455388,0.0330644930987,0.296828425784,-8.1699441259,-0.833102448431,0.024621508736,0.00118298713756,177448.070633,1
4.39,15.6258071343,1.59338888757,-0.463894589722,-0.0432426510375,0.342237605498,-13.1688287461,-1.34284681783,0.0371120035367,0.204957145617,-9.1871280167,-0.936826338934,0.0271284000359,0.00139610300154,209415.450231,1
4.4,16.9265344131,1.72602615705,-0.300766751449,-0.0470740872888,0.205405219089,-14.0975216441,-1.43754713833,0.0398442339896,0.10619667318,-9.87604724379,-1.00707654946,0.0286785940871,0.00155908638931,233862.958397,1
4.41,17.6234130733,1.79708800389,-0.127630027489,-0.0492204266751,0.0618268828413,-14.5243356251,-1.48107005196,0.0411695512317,0.00406121172708,-10.2135461452,-1.04149185963,0.0292209798469,0.00166635304506,249952.956758,1
4.42,17.6940719215,1.8042932012,0.0493514362319,-0.0496122612492,-0.0833958671125,-14.4360221983,-1.47206458865,0.0410464047006,-0.0978287646044,-10.1889976331,-1.03898860805,0.0287402367205,0.00171431356136,257147.034204,1
4.43,17.1384332976,1.74763382986,0.223901052548,-0.0482425260639,-0.225122302398,-13.8376382479,-1.41104640707,0.0394846116569,-0.195875096913,-9.80463323085,-0.99979434678,0.0272572423269,0.00170149328673,255223.99301,1
4.44,15.9786291365,1.62936671917,0.389852807084,-0.0451665079897,-0.358354832032,-12.7522978239,-1.30037248438,0.0365448171018,-0.286629252251,-9.07541553381,-0.925434835933,0.024828197098,0.0016285766784,244286.50176,1
4.45,14.2581279945,1.45392442827,0.541369475036,-0.040499643447,-0.478415564583,-11.2202834729,-1.14415049716,0.0323361544765,-0.366913845845,-8.02845935941,-0.818675017402,0.0215425016009,0.00149837481005,224756.221508,1
4.46,12.0401072301,1.22774925485,0.673148304049,-0.0344131919218,-0.581110853414,-9.29755116184,-0.948086366072,0.0270121969759,-0.433934084642,-6.70202387971,-0.68341624099,0.0175194665993,0.00131571748421,197357.622632,1
4.47,9.4051312796,0.9590564851,0.780606903321,-0.0271279472853,-0.662878026895,-7.05368430607,-0.719275624813,0.02076534968,-0.48537521668,-5.1441132038,-0.524553563531,0.0129039769825,0.00108727407682,163091.111523,1
4.48,6.44822143639,0.657535594356,0.860042812518,-0.0189062180196,-0.720909161553,-4.56937180645,-0.465946251416,0.0138198875042,-0.519482583237,-3.41073665573,-0.347798346605,0.00786126733715,0.000821309762117,123196.464318,1
4.49,3.2754238633,0.334000281778,0.908761187007,-0.0100423680371,-0.753247592589,-1.93350164648,-0.197162297674,0.00642389126113,-0.535121502178,-1.56389189407,-0.159472591972,0.00257099784082,0.000527386039133,79107.9058699,1
4.5,1.19648138589e-13,1.22007146772e-14,0.925166192981,-0.000852259738015,-0.75885384263,0.76002507959,0.0775009895928,-0.00115962773641,-0.531814938414,0.330656376435,0.0337175667975,-0.00277915677172,0.000216016427783,32402.4641674,1
4.51,-3.26162354603,-0.332593041052,0.908813015305,0.00833802145057,-0.737638750193,3.4156453103,0.348298890069,-0.00866209644522,-0.509757714666,2.20572237477,0.224921086688,-0.00800017599583,-0.000101710246048,-15256.5369072,1
4.52,-6.3940005468,-0.652006602336,0.860418794916,0.0172037578579,-0.690462754444,5.93953052143,0.605663557018,-0.0158189079115,-0.469806854064,3.9950860602,0.407385402783,-0.01290838271,-0.000414525454338,-62178.8181506,1
4.53,-9.28675827953,-0.946985798365,0.78183228061,0.0254330929714,-0.619101500261,8.24290765978,0.840542658275,-0.0223787695314,-0.413448495541,5.63583585227,0.574695319224,-0.0173319155579,-0.000711381321136,-106707.19817,1
4.54,-11.8384928713,-1.20719031181,0.675963449435,0.0327380199628,-0.526179124212,10.245186766,1.04471830503,-0.0281125409146,-0.342742653221,7.07058423199,0.720998937658,-0.0211167560945,-0.000981841478339,-147276.221751,1
4.55,-13.9603291736,-1.42355739968,0.546675768293,0.0388644775283,-0.415071725265,11.8767849195,1.21109501405,-0.0328212500092,-0.260247872529,8.24947806926,0.841212653583,-0.0241320989826,-0.00121644857195,-182467.285792,1
4.56,-15.579020023,-1.58861792998,0.398645086485,0.04360119862,-0.28978457328,13.0815474119,1.33394659867,-0.0363430066318,-0.168928541024,9.13193315048,0.931198028938,-0.0262748777222,-0.00140705545709,-211058.318563,1
4.57,-16.6394766933,-1.69675441597,0.237190318124,0.0467870034973,-0.154807526745,13.8186818099,1.40911338836,-0.0385585728833,-0.0720482161602,9.68803248637,0.987904379821,-0.0274732891545,-0.00154710846733,-232066.2701,1
4.58,-17.1066430742,-1.74439212924,0.0680820538645,0.0483162851471,-0.0149538865388,14.0641382665,1.4341429812,-0.0393953986457,0.0269471857725,9.89954019327,1.00947216361,-0.0276891961664,-0.00163187289876,-244780.934815,1
4.59,-16.9666498666,-1.73011679489,-0.102664001168,0.048142500453,0.124811521422,13.8113894281,1.40836977235,-0.0388299856756,0.124552151937,9.76049661644,0.99529366465,-0.0269193283423,-0.00165859294791,-248788.942187,1
4.6,-16.2272110006,-1.65471501488,-0.269001357741,0.0462795521656,0.259548884267,13.0715848543,1.33293070053,-0.0368885037455,0.217325905941,9.27737540044,0.946029010971,-0.0251952432931,-0.00162658070807,-243987.106211,1
4.61,-14.917251628,-1.52113633381,-0.425067192987,0.0428010221659,0.384518273478,11.873077231,1.21071693504,-0.0336456446672,0.302013894619,8.46879886776,0.863577150991,-0.022582055519,-0.00153723137606,-230584.706409,1
4.62,-13.0857844398,-1.33437865528,-0.56538930349,0.0378372930135,0.495346649119,10.2603400143,1.04626350633,-0.0292217626568,0.375662132451,7.3648237832,0.751003021745,-0.0191759833422,-0.0013939644585,-209094.668776,1
4.63,-10.8000777377,-1.10130143706,-0.685078245101,0.0315706696037,0.588181103982,8.29231770954,0.845581081158,-0.0237784101072,0.435720380419,6.00582479676,0.612423691756,-0.015100806141,-0.00120209339986,-180314.00998,1
4.64,-8.14318369022,-0.830373643418,-0.779997904265,0.0242286832691,0.659822970309,6.04026997888,0.615936122823,-0.0175124343083,0.480130550752,4.44101703332,0.452857707099,-0.0105033623447,-0.000968628588968,-145294.288345,1
4.65,-5.21091765291,-0.531365721516,-0.846908544022,0.0160758243649,0.707838116204,3.58518850036,0.36558748404,-0.0106488509783,0.507397270076,2.72667193241,0.278043157695,-0.0055482520733,-0.000702021047472,-105303.157121,1
4.66,-2.10839853832,-0.214996817294,-0.883577374499,0.00740400402784,0.730639626408,1.01488033088,0.103488992763,-0.00343275289898,0.516638181011,0.924091093476,0.0942310670286,-0.000411935756523,-0.000411856179453,-61778.4269179,1
4.67,1.05372468612,0.107450014645,-0.888852875708,-0.00147791049335,0.727540060888,-1.57917704749,-0.161031243848,0.00387945499659,0.507612292819,-0.902588819207,-0.0920384452598,0.00472355939808,-0.000108508693516,-16276.3040275,1
4.68,4.16322472561,0.424530775097,-0.862700407057,-0.0102551112824,0.698771578698,-4.10509619182,-0.418603314263,0.0110291801889,0.480725478851,-2.68868139671,-0.274169201176,0.00967710030704,0.000197228862646,29584.3293969,1
4.69,7.11028458063,0.725047246575,-0.806198025979,-0.0186180225717,0.645473364293,-6.47383929249,-0.660147888677,0.0177648016007,0.437013034039,-4.37124448121,-0.445742886838,0.0142748466239,0.00049453063585,74179.5953775,1
4.7,9.79138111215,0.998443006751,-0.72149285771,-0.0262732338435,0.569646957788,-8.6023611013,-0.877196708488,0.0238505382168,0.378100020362,-5.89130136776,-0.600745552024,0.0183563607057,0.000772921348576,115938.202286,1
4.71,12.112926033,1.23517470624,-0.611719758687,-0.0329538065812,0.474081227968,-10.4165241027,-1.06218985104,0.0290747142772,0.306140913164,-7.1959107198,-0.733778682812,0.0217802138945,0.0010226458962,153396.88443,1
4.72,13.9945361207,1.42704553753,-0.480885347616,-0.0384285921758,0.362249796898,-11.8536834734,-1.20873932214,0.0332571309434,0.223740788553,-8.2400124611,-0.840247430173,0.0244288929727,0.00123501160259,185251.740388,1
4.73,15.3718182781,1.56748923211,-0.333721693832,-0.0425102353965,0.238184689935,-12.8648516167,-1.31184977712,0.0362552874485,0.133860936351,-8.98798522017,-0.916519425102,0.0262128364178,0.00140269111208,210403.666812,1
4.74,16.1985729024,1.65179474157,-0.175515009436,-0.0450615861292,0.106330810964,-13.4163674499,-1.36808874079,0.0379692368232,0.0397123216772,-9.41486146738,-0.960048688123,0.0270734617703,0.00151997535427,227996.30314,1
4.75,16.4483402039,1.67726391825,-0.0119155530756,-0.0460002999874,-0.0286134988788,-13.4910136013,-1.37570052988,0.038344910794,-0.0553592674462,-9.50715891234,-0.969460408227,0.0269850818834,0.0015829678451,237445.176765,1
4.76,16.115237872,1.6432969334,0.151264410649,-0.04530147381,-0.161864092543,-13.088544588,-1.33466011207,0.0373758035877,-0.147992273123,-9.26330056772,-0.944593777459,0.0259556477214,0.00158971371687,238457.057531,1
4.77,15.2140639602,1.55140276855,0.308257362686,-0.0429982326064,-0.288720849753,-12.2256101672,-1.2466652901,0.0351029631544,-0.234928379484,-8.69361063611,-0.886501571496,0.0240262972919,0.0015402592227,231038.883405,1
4.78,13.7796651277,1.40513479402,0.453544628348,-0.0391802576585,-0.404733674296,-10.9350796415,-1.11506780006,0.0316132986318,-0.313127264581,-7.81988850963,-0.797406709695,0.0212697327192,0.00143663995406,215495.993108,1
4.79,11.8655965076,1.20995411354,0.582050592246,-0.0339903186266,-0.505858785998,-9.26479416206,-0.944746081696,0.0270362725698,-0.37987304604,-6.67457814591,-0.680617555017,0.0177874889004,0.00128279855266,192419.7829,1
4.8,9.54212452443,0.973025908381,0.689320187076,-0.0276189430301,-0.588599812088,-7.27579426837,-0.741924537775,0.0215391033891,-0.432868689722,-5.29956436818,-0.540405170795,0.0137061961536,0.00108443519982,162665.279973,1
4.81,6.89364708423,0.702956369834,0.771673444218,-0.0202974218897,-0.650128750733,-5.04008831537,-0.513945977002,0.015320655758,-0.470315096978,-3.74464072566,-0.381847085974,0.00917297440008,0.000848796538555,127319.480783,1
4.82,4.01562588103,0.409479881614,0.826331741879,-0.0122894083267,-0.688382619765,-2.63804341576,-0.269005564159,0.00860424219967,-0.490972146818,-2.06570498397,-0.210643286338,0.00435012649414,0.000584410842639,87661.6263958,1
4.83,1.01114241067,0.103107830979,0.851511420612,-0.00388141449252,-0.702132488872,-0.155493516264,-0.0158559259548,0.0016295967084,-0.494199623775,-0.322747695759,-0.0329111058067,-0.000590677715048,0.000300779115805,45116.8673708,1
4.84,-2.01279793804,-0.205248269086,0.846481618473,0.00462745033008,-0.691022591431,2.31933121742,0.236505964566,-0.00535569084368,-0.479976686841,1.42229369349,0.145033593887,-0.0054745179653,8.03331976433e-06,1204.99796465,1
