time_s,vx
0.0,0.0006185567010309346
4.9999999999999996e-05,0.0005891016200294552
9.999999999999999e-05,8.836524300442162e-05
0.00015,0.0
0.00019999999999999998,0.0
0.00025,0.0
0.0003,0.0
0.00034999999999999994,0.0
0.00039999999999999996,0.0
0.00045,0.0
0.0005,0.0
0.0005499999999999999,0.0
0.0006,0.0
0.00065,0.0
0.0006999999999999999,4.4182621502202436e-05
0.0007499999999999999,0.0001472754050073638
0.0007999999999999999,0.0001472754050073638
0.00085,0.0001472754050073638
0.0009,0.0001472754050073638
0.0009499999999999999,0.0001472754050073638
0.001,0.00019145802650956623
0.00105,0.0002945508100147276
0.0010999999999999998,0.0004418262150220913
0.00115,0.0007363770250368188
0.0012,0.0010309278350515464
0.0012499999999999998,0.00119293078055965
0.0013,0.0014874815905743775
0.0013499999999999999,0.002061855670103093
0.0013999999999999998,0.0024889543446244447
0.00145,0.002798232695139912
0.0014999999999999998,0.003210603829160524
0.00155,0.004035346097201764
0.0015999999999999999,0.004580265095729017
0.0016499999999999998,0.0051693667157584715
0.0017,0.005773195876288667
0.0017499999999999998,0.006833578792341676
0.0018,0.007746686303387338
0.0018499999999999999,0.0085419734904271
0.0018999999999999998,0.009425625920471283
0.00195,0.010353460972017668
0.002,0.011369661266568491
0.0020499999999999997,0.012371134020618558
0.0021,0.013357879234167903
0.00215,0.014388807069219448
0.0021999999999999997,0.01561119293078056
0.00225,0.016715758468335788
0.0023,0.01782032400589102
0.0023499999999999997,0.018998527245949928
0.0024,0.0203240058910162
0.00245,0.021649484536082477
0.0024999999999999996,0.022827687776141387
0.0025499999999999997,0.024300441826215022
0.0026,0.025625920471281295
0.0026499999999999996,0.02695139911634757
0.0026999999999999997,0.028276877761413844
0.00275,0.029749631811487483
0.0027999999999999995,0.03150220913107511
0.0028499999999999997,0.03269513991163476
0.0029,0.03419734904270987
0.00295,0.03564064801178204
0.0029999999999999996,0.03711340206185567
0.0030499999999999998,0.03861561119293078
0.0031,0.04005891016200295
0.0031499999999999996,0.041575846833578796
0.0031999999999999997,0.04315169366715759
0.00325,0.044771723122238594
0.0032999999999999995,0.046244477172312226
0.0033499999999999997,0.04786450662739323
0.0034,0.04948453608247423
0.0034499999999999995,0.050957290132547864
0.0034999999999999996,0.052577319587628873
0.0035499999999999998,0.05407952871870397
0.0036,0.05567010309278351
0.0036499999999999996,0.05714285714285714
0.0036999999999999997,0.05876288659793815
0.00375,0.06008836524300442
0.0037999999999999996,0.061605301914580274
0.0038499999999999997,0.0633578792341679
0.0039,0.0648159057437408
0.0039499999999999995,0.0662739322533137
0.004,0.06774668630338734
0.00405,0.06921944035346098
0.0040999999999999995,0.07069219440353462
0.00415,0.07201767304860089
0.0042,0.07334315169366716
0.0042499999999999994,0.0748159057437408
0.0043,0.07614138438880708
0.00435,0.07731958762886598
0.004399999999999999,0.07860088365243006
0.00445,0.08002945508100147
0.0045,0.08120765832106039
0.004549999999999999,0.0823858615611193
0.0046,0.08357879234167895
0.00465,0.08475699558173785
0.004699999999999999,0.08586156111929308
0.00475,0.08693667157584684
0.0048,0.08796759941089838
0.004849999999999999,0.0891016200294551
0.0049,0.08989690721649485
0.0049499999999999995,0.09101620029455082
0.004999999999999999,0.091899852724595
0.00505,0.09278350515463918
0.0050999999999999995,0.093519882179676
0.005149999999999999,0.09425625920471281
0.0052,0.09499263622974963
0.0052499999999999995,0.09572901325478646
0.005299999999999999,0.09631811487481591
0.00535,0.09686303387334316
0.005399999999999999,0.09734904270986745
0.005449999999999999,0.0979381443298969
0.0055,0.098379970544919
0.005549999999999999,0.09896907216494846
0.005599999999999999,0.09911634756995583
0.00565,0.09941089837997055
0.005699999999999999,0.09964653902798233
0.00575,0.09998527245949927
0.0058,0.09972017673048601
0.005849999999999999,0.09985272459499264
0.0059,0.09994108983799706
0.0059499999999999996,0.1
0.005999999999999999,0.1
0.00605,0.09985272459499264
0.0060999999999999995,0.09970544918998528
0.006149999999999999,0.09955817378497792
0.0062,0.0993519882179676
0.0062499999999999995,0.09905743740795288
0.006299999999999999,0.09867452135493374
0.00635,0.098379970544919
0.0063999999999999994,0.09808541973490427
0.006449999999999999,0.09758468335787925
0.0065,0.09690721649484536
0.006549999999999999,0.09642120765832107
0.006599999999999999,0.09596465390279824
0.00665,0.09537555228276878
0.006699999999999999,0.0944918998527246
0.006749999999999999,0.09387334315169367
0.0068,0.09326951399116347
0.006849999999999999,0.09248895434462445
0.006899999999999999,0.09162002945508102
0.00695,0.09085419734904271
0.006999999999999999,0.08983799705449191
0.007049999999999999,0.08895434462444772
0.0070999999999999995,0.08774668630338733
0.007149999999999999,0.08674521354933727
0.0072,0.08571428571428572
0.0072499999999999995,0.08468335787923417
0.007299999999999999,0.08341678939617084
0.00735,0.08232695139911635
0.0073999999999999995,0.08100147275405008
0.007449999999999999,0.07982326951399117
0.0075,0.07840942562592047
0.007549999999999999,0.07717231222385862
0.007599999999999999,0.07584683357879235
0.00765,0.07452135493372607
0.007699999999999999,0.0731958762886598
0.007749999999999999,0.07172312223858616
0.0078,0.0703976435935199
0.00785,0.06892488954344625
0.007899999999999999,0.06771723122238586
0.007949999999999999,0.06597938144329897
0.008,0.06450662739322534
0.00805,0.06303387334315169
0.0081,0.06156111929307806
0.00815,0.05988217967599411
0.008199999999999999,0.058468335787923424
0.008249999999999999,0.05699558173784978
0.0083,0.05537555228276878
0.00835,0.05390279823269514
0.0084,0.05228276877761415
0.00845,0.0508100147275405
0.008499999999999999,0.04920471281296024
0.008549999999999999,0.047569955817378495
0.0086,0.04609720176730486
0.00865,0.04447717231222386
0.0087,0.04300441826215023
0.008749999999999999,0.041237113402061855
0.008799999999999999,0.039764359351988215
0.008849999999999998,0.03829160530191458
0.0089,0.036818851251840944
0.00895,0.03534609720176731
0.009,0.03387334315169367
0.009049999999999999,0.03240058910162003
0.009099999999999999,0.030927835051546393
0.009149999999999998,0.029455081001472757
0.0092,0.02812960235640648
0.00925,0.026656848306332845
0.0093,0.02533136966126657
0.009349999999999999,0.023858615611192933
0.009399999999999999,0.022650957290132542
0.009449999999999998,0.021472754050073633
0.0095,0.020176730486008838
0.00955,0.018998527245949928
0.0096,0.01752577319587629
0.009649999999999999,0.016494845360824743
0.009699999999999999,0.015331369661266574
0.00975,0.014300441826215027
0.0098,0.013136966126656855
0.00985,0.012120765832106032
0.009899999999999999,0.011237113402061849
0.009949999999999999,0.010309278350515464
0.009999999999999998,0.009337260677466859
0.01005,0.008438880706921939
0.0101,0.007525773195876293
0.01015,0.006774668630338734
0.010199999999999999,0.006067746686303395
0.010249999999999999,0.005316642120765836
0.010299999999999998,0.004727540500736381
0.01035,0.003991163475699561
0.0104,0.003431516936671569
0.01045,0.0029896907216494777
0.010499999999999999,0.002577319587628866
0.010549999999999999,0.002120765832106035
0.010599999999999998,0.0016936671575846834
0.01065,0.0012665684830633318
0.0107,0.0010162002945508068
0.01075,0.0006038291605301948
0.010799999999999999,0.00042709867452135164
0.010849999999999999,0.00027982326951398785
0.010899999999999998,0.0001472754050073638
0.01095,0.0
0.011,0.0
0.011049999999999999,0.00011782032400588432
0.011099999999999999,0.0001472754050073638
0.011149999999999998,0.0002945508100147276
0.011199999999999998,0.0004418262150220913
0.01125,0.0007216494845360792
0.0113,0.0010309278350515464
0.011349999999999999,0.001458026509572898
0.011399999999999999,0.0017525773195876254
0.011449999999999998,0.0023416789396170806
0.0115,0.002650957290132548
0.01155,0.0032253313696612635
0.0116,0.0038438880706921984
0.011649999999999999,0.004727540500736381
0.011699999999999999,0.00544918998527246
0.011749999999999998,0.006170839469808539
0.0118,0.0067452135493372535
0.01185,0.007746686303387338
0.011899999999999999,0.008468335787923418
0.011949999999999999,0.009307805596465398
0.011999999999999999,0.0101620029455081
0.012049999999999998,0.011325478645066271
0.0121,0.01217967599410899
0.01215,0.01325478645066274
0.012199999999999999,0.014374079528718709
0.012249999999999999,0.015463917525773196
0.012299999999999998,0.016494845360824743
0.012349999999999998,0.01782032400589102
0.0124,0.018998527245949928
0.01245,0.020176730486008838
0.012499999999999999,0.021502209131075114
0.012549999999999999,0.022827687776141387
0.012599999999999998,0.02415316642120766
0.012649999999999998,0.025508100147275416
0.0127,0.026804123711340208
0.01275,0.028159057437407955
0.012799999999999999,0.02960235640648012
0.012849999999999999,0.03122238586156112
0.012899999999999998,0.0324300441826215
0.01295,0.03387334315169367
0.013,0.035243004418262155
0.013049999999999999,0.03684830633284241
0.013099999999999999,0.03832106038291605
0.013149999999999998,0.039911634756995586
0.013199999999999998,0.04141384388807069
0.01325,0.04288659793814433
0.0133,0.04447717231222386
0.013349999999999999,0.0459499263622975
0.013399999999999999,0.047569955817378495
0.013449999999999998,0.049042709867452135
0.013499999999999998,0.05066273932253314
0.01355,0.05228276877761415
0.0136,0.05362297496318115
0.013649999999999999,0.05512518409425626
0.013699999999999999,0.056848306332842415
0.013749999999999998,0.058468335787923424
0.013799999999999998,0.060117820324005894
0.01385,0.06156111929307806
0.0139,0.06303387334315169
0.013949999999999999,0.06450662739322534
0.013999999999999999,0.06612665684830633
0.014049999999999998,0.06745213549337262
0.014099999999999998,0.06892488954344625
0.01415,0.0703976435935199
0.014199999999999999,0.07187039764359353
0.014249999999999999,0.0731958762886598
0.014299999999999998,0.07458026509572901
0.014349999999999998,0.07599410898379971
0.0144,0.0772017673048601
0.01445,0.07849779086892489
0.014499999999999999,0.07974963181148749
0.014549999999999999,0.08100147275405008
0.014599999999999998,0.08223858615611193
0.014649999999999998,0.0833578792341679
0.0147,0.08453608247422681
0.01475,0.08571428571428572
0.014799999999999999,0.08678939617083947
0.014849999999999999,0.08786450662739323
0.014899999999999998,0.08880706921944036
0.014949999999999998,0.08977908689248897
0.015,0.09053019145802653
