time_s,acc_base_m_s2,acc_middle_m_s2,acc_surface_m_s2,strain_base,stress_base_pa,strain_middle,stress_middle_pa
15.122,-1.22336150011,-9.04393269334,-7.14358977262,-0.000497729320977,-94360.3315744,-0.000340140347989,-80562.2969674
15.124,-1.14638040278,-9.00954917828,-7.19212541658,-0.000493195051752,-93649.5344419,-0.000338847191441,-80139.506294
15.126,-1.06708657295,-8.97288008482,-7.24068131729,-0.000488683534763,-92922.3488504,-0.000337468074785,-79708.7501097
15.128,-0.985462586063,-8.93411592667,-7.28920954427,-0.00048417995969,-92174.9120474,-0.000336010163201,-79271.7353913
15.13,-0.901499961641,-8.89344891236,-7.33765922091,-0.00047966856058,-91403.3188173,-0.000334480685609,-78830.1218048
15.132,-0.815199445123,-8.85107188362,-7.38597683095,-0.000475132700818,-90603.6427618,-0.000332886894745,-78385.5126467
15.134,-0.726571250079,-8.80717725181,-7.43410653217,-0.000470554962988,-89771.9578128,-0.000331236027158,-77939.4460711
15.136,-0.63563525935,-8.7619559376,-7.48199047556,-0.000465917243199,-88904.3598738,-0.000329535263334,-77493.3866426
15.138,-0.542421183916,-8.71559631896,-7.52956912833,-0.000461200849431,-87996.9884884,-0.000327791688127,-77048.7172601
15.14,-0.446968678479,-8.66828319283,-7.57678159896,-0.000456386603432,-87046.0484316,-0.00032601225171,-76606.7314884
15.142,-0.349327412924,-8.62019675538,-7.62356596279,-0.000451454945699,-86047.831121,-0.000324203731222,-76168.6263361
15.144,-0.249557099041,-8.57151160582,-7.66985958618,-0.000446386043029,-84998.7357464,-0.000322372693302,-75735.4955165
15.146,-0.147727472091,-8.52239577888,-7.71559944779,-0.00044115989814,-83895.2900153,-0.000320525457698,-75308.3232238
15.148,-0.043918226986,-8.47300981044,-7.76072245533,-0.00043575646084,-82734.1704155,-0.000318668062131,-74887.9784562
15.15,0.0612527473251,-8.42350584106,-7.80516575593,-0.000430155740217,-81512.2218971,-0.000316806228575,-74475.2099144
15.152,0.167823655287,-8.37402676189,-7.84886703891,-0.000424337917306,-80226.476879,-0.000314945331134,-74070.6415009
15.154,0.276062271289,-8.32470540693,-7.89176482916,-0.000418283457714,-78874.1734871,-0.000313090365666,-73674.7684437
15.156,0.385851612534,-8.275663796,-7.9337987698,-0.000411973223646,-77452.7729371,-0.00031124592131,-73287.9540642
15.158,0.497065806061,-8.22701243191,-7.97490989266,-0.000405388584805,-75959.9759756,-0.000309416154054,-72910.4272058
15.16,0.609570414973,-8.17884965544,-8.01504087533,-0.000398511527633,-74393.7382999,-0.000307604762472,-72542.2803381
15.162,0.723222805432,-8.13126106148,-8.05413628342,-0.000391324762366,-72752.2848796,-0.00030581496577,-72183.4683473
15.164,0.837872553059,-8.08431897907,-8.09214279701,-0.000383811827391,-71034.1231104,-0.000304049484227,-71833.808019
15.166,0.95336188714,-8.03808201826,-8.12900941999,-0.000375957190389,-69238.0547327,-0.000302310522154,-71492.9782203
15.168,1.06952617091,-7.99259468596,-8.16468767159,-0.000367746345786,-67363.1864556,-0.000300599753447,-71160.5207793
15.17,1.18619441598,-7.94788707281,-8.19913175897,-0.000359165908034,-65408.9392331,-0.000298918309809,-70835.8420619
15.172,1.30318982885,-7.90397461291,-8.23229873015,-0.000350203700262,-63375.0561416,-0.000297266771712,-70518.2152395
15.174,1.4203303873,-7.86085791759,-8.26414860671,-0.000340848837858,-61261.6088202,-0.000295645162148,-70206.7832388
15.176,1.5374294442,-7.81852268434,-8.29464449553,-0.000331091806588,-59069.0024358,-0.000294052943203,-69900.5623614
15.178,1.65429635634,-7.77693968148,-8.32375267917,-0.00032092453484,-56797.9791463,-0.00029248901548,-69598.4465591
15.18,1.77073713566,-7.73606480886,-8.35144268461,-0.000310340459646,-54449.6200397,-0.000290951720382,-69299.2123446
15.182,1.88655512008,-7.69583923465,-8.37768732998,-0.000299334586143,-52025.3455337,-0.000289438845257,-69001.5243191
15.184,2.00155166111,-7.6561896076,-8.4024627493,-0.000287903540172,-49526.9142299,-0.000287947631379,-68703.9412895
15.186,2.1155268255,-7.61702834412,-8.4257483951,-0.000276045613739,-46956.4202204,-0.000286474784749,-68404.9229505
15.188,2.22828010769,-7.57825398903,-8.44752701919,-0.000263760803094,-44316.2888541,-0.00028501648966,-68102.8371006
15.19,2.33961115026,-7.5397516485,-8.4677846316,-0.000251050839236,-41609.2709768,-0.000283568424979,-67795.9673603
15.192,2.44932046917,-7.50139349325,-8.48651043829,-0.00023791921065,-38838.4356652,-0.000282125783076,-67482.5213571
15.194,2.55721018078,-7.46303933006,-8.5036967578,-0.000224371178157,-36007.1614818,-0.000280683291313,-67160.6393416
15.196,2.66308472743,-7.42453723889,-8.51933891767,-0.000210413781764,-33119.1262877,-0.000279235236011,-66828.4031943
15.198,2.76675159856,-7.38572427297,-8.53343513113,-0.000196055839459,-30178.2956506,-0.000277775488777,-66483.8457827
15.2,2.86802204416,-7.34642721869,-8.54598635493,-0.000181307937913,-27188.9098992,-0.000276297535084,-66124.9606268
15.202,2.9667117776,-7.3064634119,-8.55699612909,-0.00016618241511,-24209.1924295,-0.000274794504975,-65749.711827
15.204,3.06264166467,-7.26564160704,-8.56647039965,-0.000150769490631,-21242.5540633,-0.000273259205743,-65356.0442115
15.206,3.15563839592,-7.22376289512,-8.57441732539,-0.000135065109414,-18198.6738635,-0.000271684156467,-64941.8936536
15.208,3.24553513939,-7.18062166641,-8.58084706977,-0.000119032408575,-15087.6016393,-0.000270061624208,-64505.1975145
15.21,3.33217217078,-7.13600661357,-8.58577157916,-0.000102690253019,-11952.8636833,-0.000268383661742,-64043.9051609
15.212,3.41539747855,-7.08970177052,-8.58920434884,-8.6059042794e-05,-8799.96736974,-0.000266642146633,-63555.9885099
15.214,3.49506734099,-7.04148758241,-8.59116017799,-6.91606499037e-05,-5634.57035533,-0.000264828821471,-63039.4525532
15.216,3.5710468731,-6.99114200181,-8.59165491515,-5.20183481867e-05,-2462.45934666,-0.000262935335099,-62492.3458093
15.218,3.64321054056,-6.93844160603,-8.5907051957,-3.46567365344e-05,683.048198747,-0.000260953284638,-61912.7706581
15.22,3.71144263875,-6.88316273049,-8.58832817274,-1.71016557784e-05,3972.15248794,-0.000258874258113,-61298.8935072
15.222,3.77563773471,-6.8250826129,-8.58454124306,9.79092765127e-07,14082.7148439,-0.000256689877481,-60648.9547438
15.224,3.83570106996,-6.76398054294,-8.57936176973,2.91877805316e-05,25570.154242,-0.000254391841876,-59961.2784252
15.226,3.89154892256,-6.69963901223,-8.57280680294,5.75692799553e-05,30301.5976156,-0.000251971970855,-59234.2816618
15.228,3.94310892676,-6.63184485912,-8.56489280074,8.60764233602e-05,34988.3149023,-0.000249422247453,-58466.4836499
15.23,3.99032034881,-6.56039040308,-8.55563535133,0.000114660867063,39621.1173042,-0.000246734860852,-57656.5143093
15.232,4.03313431771,-6.4850745633,-8.54504889841,0.000143273269603,44190.9021489,-0.000243902248445,-56803.1224871
15.234,4.07151400997,-6.40570395647,-8.53314647145,0.000171863475272,48688.6888324,-0.000240917137129,-55905.1836868
15.236,4.10543478742,-6.32209396835,-8.51993942231,0.000200380702161,53105.6543845,-0.000237772583601,-54961.7072865
15.238,4.13488428754,-6.23406979427,-8.50543716977,0.000228773733885,57433.1684956,-0.000234462013497,-53971.8432116
15.24,4.15986246585,-6.14146744364,-8.48964695373,0.000256991114162,61662.8278532,-0.000230979259164,-52934.8880288
15.242,4.18038159024,-6.04413470362,-8.47257360035,0.000284981343388,65786.4896326,-0.000227318595913,-51850.2904331
15.244,4.19646618709,-5.94193205752,-8.45421929977,0.000312693076337,69796.3039935,-0.000223474776549,-50717.6560985
15.246,4.20815293964,-5.83473355345,-8.43458339765,0.000340075320142,73684.7454393,-0.00021944306405,-49536.751871
15.248,4.21549053872,-5.72242761906,-8.41366220209,0.000367077631646,77444.6428969,-0.000215219262204,-48307.5092798
15.25,4.21853948677,-5.60491781861,-8.39144880697,0.000393650313299,81069.2083847,-0.000210799744084,-47030.0273507
15.252,4.21737185582,-5.48212354841,-8.36793293301,0.000419744606691,84552.0641405,-0.000206181478202,-45704.5747049
15.254,4.21207100048,-5.35398066753,-8.3431007878,0.000445312882905,87887.2680879,-0.000201362052232,-44331.590933
15.256,4.20273122723,-5.22044206051,-8.31693494548,0.000470308828818,91069.3375274,-0.000196339694171,-42911.6872332
15.258,4.18945742142,-5.08147812927,-8.28941424739,0.000494687628542,94093.270947,-0.000191113290843,-41445.6463113
15.26,4.1723646335,-4.93707721181,-8.26051372426,0.000518406139201,96954.5678539,-0.000185682403641,-39934.421538
15.262,4.15157762636,-4.78724592546,-8.23020454071,0.000541423060252,99649.2465392,-0.000180047281444,-38379.1353659
15.264,4.12723038578,-4.6320094329,-8.19845396284,0.000563699095612,102173.859696,-0.000174208870612,-36781.0770112
15.266,4.09946559587,-4.47141162942,-8.16522534917,0.000585197107863,104525.50782,-0.000168168822038,-35141.699407
15.268,4.06843408203,-4.30551525036,-8.13047816557,0.000605882263855,106701.850336,-0.000161929495186,-33462.615441
15.27,4.03429422369,-4.13440189793,-8.09416802432,0.000625722171054,108701.114392,-0.000155493959096,-31745.5934908
15.272,3.99721133933,-3.95817198694,-8.05624674745,0.000644687004035,110522.101295,-0.000148865990348,-29992.5522745
15.274,3.95735704655,-3.77694460957,-8.01666245454,0.000662749620552,112164.190543,-0.000142050067973,-28205.5550392
15.276,3.91490859983,-3.59085731928,-7.97535967476,0.000679885666671,113627.341453,-0.000135051365326,-26386.8031088
15.278,3.87004820886,-3.40006583471,-7.93227948307,0.000696073670494,114912.092357,-0.000127875738953,-24538.628819
15.28,3.82296234042,-3.20474366459,-7.88735966017,0.000711295124064,116019.557391,-0.000120529714478,-22663.4878698
15.282,3.77384100674,-3.00508165499,-7.84053487581,0.000725534553075,116951.420873,-0.000113020469581,-20763.9511257
15.284,3.72287704338,-2.80128746075,-7.791736895,0.000738779574089,117709.929303,-0.000105355814116,-18868.8733223
15.286,3.6702653798,-2.5944878478,-7.74089480626,0.00075102093899,118297.881027,-9.75781255043e-05,-16981.6983677
15.288,3.61620230566,-2.38468732421,-7.68793527128,0.000762252566491,118718.613592,-8.96875732942e-05,-15058.5105532
15.29,3.56088473599,-2.17149663904,-7.63278279514,0.000772471560541,118975.988869,-8.16695178419e-05,-13103.6796341
15.292,3.50450947838,-1.95518223534,-7.57536001593,0.000781678215559,119074.375999,-7.35339800129e-05,-11138.7992642
15.294,3.44727250531,-1.7360235381,-7.51558801278,0.000789876008461,119018.632232,-6.52914689203e-05,-9166.91005605
15.296,3.38936823463,-1.51431203065,-7.45338663117,0.000797071577528,118814.081766,-5.69529471895e-05,-7191.09739087
15.298,3.33098882134,-1.29035027717,-7.38867482412,0.000803274688191,118466.492655,-4.85297941932e-05,-5214.48031069
15.3,3.27232346355,-1.06445089527,-7.3213710079,0.000808498185905,117982.051901,-4.00337674118e-05,-3240.20024376
15.302,3.21355772557,-0.836935483087,-7.25139343093,0.000812757936303,117367.338844,-3.14769620821e-05,-1271.40961243
15.304,3.15487288097,-0.608133505555,-7.17866055421,0.000816072752908,116629.296964,-2.28717693084e-05,695.423648992
15.306,3.09644527837,-0.378381144408,-7.10309144171,0.000818464312714,115775.20421,-1.4230832813e-05,2662.69984155
15.308,3.03844573243,-0.148020117017,-7.02460615922,0.000819957060024,114812.642015,-5.56700451216e-06,5489.70827182
15.31,2.98103894282,0.0692275936983,-6.94312617965,0.00082057809896,113749.463096,4.23057517045e-06,10115.120915
15.312,2.92438294327,0.262433986878,-6.85857479339,0.000820357075124,112593.758228,1.60376325314e-05,14287.5121731
15.314,2.86862858308,0.455273701933,-6.77087752165,0.000819326046945,111353.822089,2.78222817848e-05,16859.3724103
15.316,2.81391904319,0.647452070686,-6.6799625311,0.000817519347273,110038.118375,3.95665154308e-05,19394.2384327
15.318,2.7603893886,0.838674976239,-6.58576104796,0.000814973435833,108655.244304,5.12523596591e-05,21888.2157153
15.32,2.70816615906,1.02864990797,-6.48820776966,0.000811726743208,107213.894682,6.28619388205e-05,24337.5316913
15.322,2.65736699953,1.21708701158,-6.3872412722,0.00080781950702,105722.825692,7.43775395966e-05,26738.5493361
15.324,2.60810033174,1.40370012963,-6.2828044114,0.000803293601061,104190.818558,8.57816745885e-05,29087.7801922
15.326,2.56046506821,1.58820782813,-6.17484471617,0.000798192358102,102626.643243,9.70571450525e-05,31381.8967816
15.328,2.5145503696,1.77033440473,-6.06331477197,0.000792560387193,101039.022356,0.000108187102511,33617.7443497
15.33,2.47043544631,1.94981087413,-5.94817259269,0.00078644338624,99436.5954061,0.000119155108975,35792.3518924
15.332,2.42818940491,2.12637592655,-5.82938197914,0.000779887950695,97827.8835775,0.000129945195511,37902.9424176
15.334,2.38787113973,2.29977685504,-5.70691286253,0.000772941379209,96221.2551683,0.000140541918919,39946.9423988
15.336,2.34952927004,2.46977044774,-5.58074163119,0.000765651477094,94624.8918529,0.000150930416251,41921.9903789
15.338,2.31320212249,2.63612384115,-5.45085143899,0.00075806635847,93046.7559092,0.000161096456959,43825.9446902
15.34,2.27891775898,2.79861533085,-5.31723249389,0.000750234247962,91494.5585575,0.000171026492441,45656.8902554
15.342,2.24669404923,2.9570351362,-5.17988232522,0.000742203282821,89975.7295453,0.000180707702768,47413.1444441
15.344,2.21653878765,3.11118611563,-5.0388060282,0.00073402131633,88497.3881123,0.000190128040399,49093.2619585
15.346,2.18844985358,3.26088442969,-4.8940164846,0.000725735723376,87066.3154594,0.000199276270703,50696.03873
15.348,2.16241541402,3.40596014887,-4.74553455819,0.000717393209009,85688.9288405,0.000208142009097,52220.5148109
15.35,2.13841416752,3.54625780371,-4.59338926392,0.000709039620854,84371.2573878,0.000216715754671,53665.9762506
15.352,2.11641562799,3.68163687494,-4.43761790992,0.000700719766168,83118.9197732,0.000224988920135,55031.955949
15.354,2.09638044679,3.81197222147,-4.27826621138,0.000692477234354,81937.1037995,0.000232953857979,56318.233488
15.356,2.07826077141,3.9371544447,-4.11538837557,0.00068435422569,80830.5480089,0.000240603882731,57524.8339403
15.358,2.06200063888,4.0570901874,-3.94904715732,0.000676391387025,79803.5253814,0.00024793328923,58652.0256663
15.36,2.04753640186,4.17170236628,-3.77931388453,0.000668627655131,78859.8291931,0.000254937366828,59700.3171091
15.362,2.03479718528,4.28093033709,-3.60626845323,0.0006611001084,78002.7610879,0.000261612409489,60670.452604
15.364,2.02370537111,4.38472999186,-3.42999929191,0.000653843827512,77235.1214118,0.000267955721725,61563.4072251
15.366,2.01417710898,4.48307378789,-3.25060329512,0.000646891765658,76559.2018433,0.000273965620371,62380.3806909
15.368,2.00612285005,4.57595070863,-3.06818572611,0.000640274628876,75976.7803474,0.000279641432194,63122.790361
15.37,1.99944790149,4.66336615658,-2.88286008882,0.000634020766996,75489.1184669,0.000284983487347,63792.2633562
15.372,1.99405299885,4.74534177908,-2.69474796932,0.000628156075637,75075.1393423,0.000289993108722,64390.6278378
15.374,1.98983489358,4.82191522771,-2.50475138861,0.000622671733968,74735.6151913,0.000294672597249,64919.9034887
15.376,1.98668695279,4.89313985264,-2.31280652896,0.000617596851726,74508.9734466,0.000299025213217,65382.2912402
15.378,1.98449976839,4.95908433342,-2.11850743839,0.000612972419511,74392.4534423,0.000303055153709,65780.1622907
15.38,1.98316177274,5.01983224796,-1.92200437713,0.000608813831643,74369.2794529,0.000306767526264,66116.0464692
15.382,1.9825598577,5.0754815818,-1.72345434315,0.000605133720927,74437.7044922,0.000310168318888,66392.6199953
15.384,1.98257999431,5.12614418001,-1.52302074713,0.000601941933347,74595.5111451,0.000313264366556,66612.6926926
15.386,1.9831078501,5.17194514422,-1.32087306263,0.000599245515456,74840.0267702,0.000316063314369,66779.1947144
15.388,1.98402940101,5.2130221777,-1.11718645277,0.000597048714451,75168.1407036,0.000318573577526,66895.1628414
15.39,1.98523153521,5.24952488149,-0.912141374626,0.000595352990904,75576.3233754,0.000320804298314,66963.7264143
15.392,1.98660264584,5.28161400487,-0.705923162688,0.000594157044041,76060.6472458,0.000322765300297,66988.0929654
15.394,1.98803320999,5.30946065347,-0.498721593003,0.000593456849391,76616.8094574,0.000324467039934,66971.5336132
15.396,1.98941635117,5.33324545899,-0.290730429427,0.000593245708603,77240.1560937,0.000325920555827,66917.368288
15.398,1.99064838269,5.35315771398,-0.0821469536963,0.000593514311146,77925.707927,0.000327137415854,66828.9508529
15.4,1.99162932939,5.36939447589,0.131713093493,0.00059425080757,78668.1875297,0.000328129662415,66709.6541891
15.402,1.99226342542,5.38215964429,0.348933314339,0.000595440893948,79462.0476213,0.00032890975604,66562.8553109
15.404,1.99245958569,5.39166301564,0.566137194887,0.000597067907063,80301.5005143,0.000329490517623,66391.9205787
15.406,1.99213184885,5.39811931976,0.783110395344,0.00059911292987,81180.5485184,0.000329885069541,66200.1910746
15.408,1.99119978995,5.40174724236,0.999637550831,0.000601554906701,82093.0151597,0.000330106775922,65990.9682067
15.41,1.98958890063,5.40276843816,1.21550282108,0.000604370767649,83032.5770669,0.000330169182332,65767.4996061
15.412,1.98723093552,5.40140653895,1.43049044344,0.000607535561527,83992.7963728,0.000330085955158,65532.9653782
15.414,1.98406422295,5.39788616104,1.64438528714,0.000611022596738,84967.1534798,0.000329870820952,65290.4647704
15.416,1.98003393894,5.39243191657,1.85697340675,0.000614803589404,85949.0800349,0.000329537506012,65043.0033142
15.418,1.97509234308,5.38526743319,2.06804259273,0.000618848818003,86931.991959,0.000329099676473,64778.18336
15.42,1.9691989754,5.37629278972,2.27738291706,0.000623127283809,87909.322377,0.000328551226038,64498.3954708
15.422,1.96232081344,5.36581042027,2.48478727195,0.000627606876343,88874.5542937,0.000327910636794,64233.6277611
15.424,1.95443238891,5.35426444359,2.69005189952,0.000632254543057,89821.2528645,0.000327205049331,63985.5580894
15.426,1.94551586348,5.34186567689,2.89297691055,0.00063703646244,90743.097109,0.000326447346921,63745.6895443
15.428,1.93556106359,5.32881937216,3.09336679044,0.000641918219738,91633.9109223,0.000325650072743,63516.2420121
15.43,1.92456547418,5.31532437254,3.29103089035,0.000646864984439,92487.693239,0.000324825378322,63299.2697634
15.432,1.91253419152,5.30157230528,3.48578390189,0.000651841688706,93298.6472106,0.000323984974212,63096.6541295
15.434,1.89947983567,5.28774681472,3.67744631347,0.000656813205901,94061.2082625,0.000323140083122,62910.0970488
15.436,1.88542242288,5.27402283869,3.86584484676,0.00066174452838,94770.0709002,0.000322301395698,62741.1155077
15.438,1.87038919898,5.26056593138,4.05081287169,0.000666600943711,95420.2141429,0.00032147902914,62591.0368983
15.44,1.85441443451,5.24753163559,4.23219079832,0.000671348208505,96006.925468,0.000320682488842,62460.9953103
15.442,1.83753918285,5.23506490706,4.4098264445,0.000675952719042,96525.8231566,0.000319920633209,62351.9287702
15.444,1.8198110026,5.2232995931,4.58357537769,0.0006803816779,96972.8769386,0.0003192016418,62264.5774372
15.446,1.80128364569,5.21235796794,4.75330123009,0.000684603255816,97344.426845,0.00031853298693,62199.4827587
15.448,1.78201671294,5.20235032643,4.9188759857,0.000688586748025,97637.2001815,0.000317921408838,62156.9875871
15.45,1.76207527884,5.19337463789,5.08018023864,0.000692302724367,97848.3265481,0.000317372894538,62137.237251
15.452,1.7415294874,5.18551626122,5.23710342171,0.000695723172453,97975.3508375,0.000316892660408,62140.1815745
15.454,1.72045412138,5.1788477226,5.3895440045,0.000698821633245,98016.2441565,0.000316485138603,62165.5778284
15.456,1.69892814689,5.17342855622,5.53740966063,0.000701573328432,97969.4126216,0.000316153967324,62212.9945978
15.458,1.67703423586,5.1693052087,5.68061740347,0.000703955279006,97833.7039935,0.000315901984976,62281.8165426
15.46,1.65485826872,5.16651100728,5.81909369013,0.000705946414519,97608.4121222,0.000315731228222,62371.2500263
15.462,1.63248881987,5.16506619163,5.95277449351,0.000707527672506,97293.2791868,0.000315642933933,62480.3295809
15.464,1.61001662853,5.16497800891,6.08160534234,0.000708682087648,96888.4957235,0.000315637544989,62607.9251772
15.466,1.58753405774,5.16624087119,6.20554132934,0.000709394870267,96394.6984471,0.000315714719906,62752.7502592
15.468,1.56513454404,5.1688365745,6.32454708761,0.000709653473796,95812.9658791,0.000315873346219,62913.370505
15.47,1.54291204095,5.17273457786,6.43811535903,0.000709447650954,95144.8118085,0.000316111557536,63088.2132673
15.472,1.5209604587,5.17789234101,6.54635488935,0.000708769498365,94392.1766204,0.000316426754173,63275.5776476
15.474,1.49937310333,5.18425571881,6.64960152274,0.00070761348944,93557.4165367,0.000316815627261,63473.6451527
15.476,1.47824211787,5.19175941027,6.74785811754,0.000705976495397,92643.2908257,0.000317274186183,63680.4908814
15.478,1.4576579284,5.20032745987,6.84113656497,0.000703857794338,91652.9470423,0.000317797789214,63894.0951858
15.48,1.4377086979,5.20987380849,6.92945758407,0.00070125906837,90589.9043762,0.000318381177186,64112.3557496
15.482,1.41847979053,5.22030289127,7.01285048973,0.000698184388809,89458.0351868,0.000319018510022,64333.1000237
15.484,1.40005324922,5.23151027915,7.0913529346,0.000694640189551,88261.5448194,0.000319703405948,64554.0979593
15.486,1.382507289,5.2433833611,7.16501062655,0.000690635228784,87004.9497995,0.000320428983178,64773.0749754
15.488,1.36591580892,5.25580206341,7.23387702269,0.000686180539218,85693.0545126,0.000321187903875,64987.725098
15.49,1.35034792481,5.2686396026,7.2980130017,0.000681289367114,84330.9264844,0.000321972420159,65195.7242071
15.492,1.33586752538,5.28176326811,7.3574865158,0.000675977100421,82923.8703796,0.00032277442194,65394.7433267
15.494,1.32253285402,5.29503523093,7.41237222413,0.000670261186369,81477.4008479,0.000323585486335,65582.4618944
15.496,1.31039611829,5.3083133743,7.46275110906,0.00066416103896,79997.2143473,0.000324396928429,65756.5809457
15.498,1.29950312921,5.32145214216,7.50871007743,0.000657697936782,78489.160082,0.000325199853132,65914.8361496
15.5,1.28989297231,5.33430340141,7.55034154816,0.00065089491169,76959.2101953,0.000325985207864,66055.0106328
15.502,1.28159771207,5.34671731372,7.58774302841,0.000643776628866,75413.4293618,0.000326743835839,66174.9475303
15.504,1.2746421313,5.35854321249,7.62101667997,0.000636369258878,73857.9439249,0.000327466529652,66272.5622024
15.506,1.26904350706,5.36963048093,7.65026887782,0.000628700342348,72298.91073,0.000328144084946,66345.8540592
15.508,1.26481142406,5.37982942677,7.67560976279,0.000620798647893,70742.4858026,0.000328767353858,66392.9179362
15.51,1.26194762695,5.38899214956,7.69715279029,0.00061269402403,69194.7930228,0.000329327298028,66411.954965
15.512,1.26044591201,5.39697339613,7.71501427695,0.000604417245782,67661.8929472,0.000329815040874,66401.2828895
15.514,1.26029205921,5.40363140031,7.72931294712,0.000595999856703,66149.7519292,0.000330221918908,66359.3457755
15.516,1.26146380498,5.40882870266,7.74016948127,0.000587474007117,64664.211685,0.000330539531829,66284.7230684
15.518,1.263930856,5.41243294637,7.74770606794,0.000578872289336,63210.9594539,0.000330759791167,66176.1379562
15.52,1.26765494418,5.4143176454,7.75204596123,0.000570227570669,61795.498896,0.000330874967219,66032.4649962
15.522,1.27258992266,5.41436292127,7.75331304569,0.000561572825024,60423.121868,0.000330877734077,65852.7369703
15.524,1.27868190251,5.4124562048,7.75163141017,0.00055294096392,59098.8812134,0.000330761212515,65636.1509354
15.526,1.28586942979,5.40849289959,7.74712493259,0.000544364667735,57827.564699,0.000330519010531,65382.0734397
15.528,1.29408370208,5.40237700391,7.73991687697,0.000535876217992,56613.6702237,0.00033014526135,65090.0448804
15.53,1.3032488238,5.39402168805,7.73012950457,0.000527507331512,55461.38242,0.000329634658714,64759.7829818
15.532,1.31328209902,5.38334982438,7.71788370048,0.000519288997227,54374.5507618,0.000328982489268,64391.185377
15.534,1.32409436085,5.37029446756,7.70329861699,0.000511251316447,53356.6692852,0.000328184661906,63984.33128
15.536,1.33559033564,5.35479928255,7.68649133527,0.000503423347356,52410.8580215,0.000327237733934,63539.4822422
15.538,1.3476690406,5.33681891842,7.66757654632,0.000495832954492,51539.8462331,0.000326138933904,63057.0819866
15.54,1.36022421309,5.31631932607,7.64666625259,0.000488506663942,50745.9575354,0.000324886181038,62537.7553229
15.542,1.37314476954,5.29327801845,7.62386949093,0.000481469524955,50031.0969776,0.000323478101128,61982.3061475
15.544,1.3863152921,5.2676842719,7.59929207815,0.000474744978647,49396.7401475,0.000321914038838,61391.7145367
15.546,1.39961654064,5.23953926773,7.57303637964,0.000468354734446,48843.9243556,0.000320194066361,60767.1329493
15.548,1.41292598807,5.20885617327,7.54520110193,0.000462318654871,48373.2419424,0.000318318988367,60109.8815535
15.55,1.42611837614,5.17566016206,7.51588110972,0.000456654649215,47984.835746,0.000316290343237,59421.4427026
15.552,1.43906628959,5.13998837298,7.48516726764,0.000451378576657,47678.3967528,0.000314110400571,58703.4545845
15.554,1.45164074573,5.10188980858,7.45314630732,0.000446504159283,47453.1639488,0.000311782154969,57957.7040749
15.556,1.46371179686,5.06142517309,7.4199007197,0.00044204290544,47307.9263734,0.000309309316134,57186.1188287
15.558,1.47514914269,5.01866665071,7.38550867282,0.000438004043821,47241.0273715,0.000306696295321,56390.7586461
15.56,1.48582275002,4.97369762543,7.35004395491,0.000434394468597,47250.371027,0.000303948188221,55573.806156
15.562,1.49560347658,4.92661234355,7.3135759427,0.000431218695901,47333.4307511,0.000301070754328,54737.5568589
15.564,1.50436369646,4.87751552059,7.27616959454,0.000428478831861,47487.2599887,0.000298070392925,53884.4085776
15.566,1.51197792379,4.82652189433,7.23788546804,0.00042617455239,47708.5049967,0.000294954115765,53016.8503661
15.568,1.51832343212,4.77375572624,7.19877976155,0.000424303094819,47993.4196371,0.000291729516603,52137.4509286
15.57,1.52328086631,4.7193502535,7.15890437895,0.000422859261465,48337.882119,0.000288404737714,51248.8466044
15.572,1.52673484415,4.66344709442,7.11830701692,0.000421835435114,48737.4136143,0.000284988433548,50353.7289749
15.574,1.52857454489,4.6061956098,7.07703127385,0.000421221606391,49187.1986634,0.00028148973171,49454.8321525
15.576,1.52869428178,4.54775222352,7.03511677949,0.000421005412893,49682.1072778,0.000277918191437,48554.9198124
15.578,1.52699405587,4.48827970547,6.99259934416,0.000421172189939,50216.7186385,0.000274283759779,47656.772027
15.58,1.52338008861,4.42794642021,6.94951112647,0.00042170503271,50785.3462832,0.00027059672568,46763.1719686
15.582,1.51776533035,4.36692554499,6.90588081832,0.000422584869508,51382.0646652,0.000266867672194,45876.8925414
15.584,1.51006994257,4.30539426079,6.8617338458,0.000423790545826,52000.736964,0.000263107427048,45000.6830086
15.586,1.5002217513,4.24353292036,6.81709258473,0.000425298918832,52635.044017,0.0002593270118,44137.2556765
15.588,1.48815666955,4.18152419702,6.77197658927,0.000427084961861,53278.5142417,0.000255537589818,43289.2727024
15.59,1.47381908668,4.1195522185,6.72640283224,0.000429121878441,53924.5544077,0.000251750413353,42459.333086
15.592,1.4571622227,4.05780168981,6.68038595548,0.000431381225321,54566.4811179,0.000247976769933,41649.9599101
15.594,1.43814844578,3.99645700938,6.6339385288,0.000433833043968,55197.5528513,0.000244227928351,40863.5878895
15.596,1.41674955117,3.93570138276,6.58707131573,0.000436445999911,55811.0024202,0.000240515084502,40102.5512899
15.598,1.39294700036,3.87571593795,6.53979354467,0.000439187529297,56400.0696894,0.000236849307319,39369.0722741
15.6,1.3667321188,3.81667884684,6.49211318349,0.000442023992,56958.034406,0.000233241485085,38665.2497323
15.602,1.33810625145,3.75876445685,6.44403721621,0.000444920830562,57478.2489863,0.000229702272363,37993.0486513
15.604,1.30708087501,3.70214243687,6.39557191986,0.000447842734241,57954.1711062,0.000226242037808,37354.2900728
15.606,1.27367766614,3.6469769418,6.34672314002,0.000450753807411,58379.3959426,0.00022287081311,36750.6416925
15.608,1.23792852526,3.59342579965,6.29749656325,0.000453617741528,58747.6879159,0.000219598243312,36183.6091433
