time_s,acc_base_m_s2,acc_middle_m_s2,acc_surface_m_s2,strain_base,stress_base_pa,strain_middle,stress_middle_pa
1.634,-4.11395187426,8.57141394608,14.0707787987,0.000255715848618,-35464.527276,0.000523808630038,104374.537278
1.636,-4.22809188184,8.52201074493,13.9273899707,0.000213177211546,-42932.2807859,0.000520789545524,103234.083418
1.638,-4.33852525078,8.46753308126,13.7839876506,0.000170451847397,-50232.6484684,0.000517460354966,101998.088995
1.64,-4.44523139882,8.40771022239,13.6407945767,0.000127617427083,-57441.8476978,0.000513804513591,100664.573776
1.642,-4.54820416157,8.34228988888,13.4980233384,8.47511779786e-05,-64547.9087147,0.000509806604321,99231.917012
1.644,-4.64745147542,8.27103935437,13.3558757391,4.19295678665e-05,-71339.6380071,0.000505452404989,97698.8640315
1.646,-4.74299499292,8.19374645528,13.2145422031,-4.88785905876e-07,-67158.044893,0.000500728950045,96064.5311755
1.648,-4.83486963312,8.11022050598,13.0742012261,-2.74018899721e-05,-60568.3141607,0.000495624586477,94328.4090586
1.65,-4.9231230691,8.02029311554,12.9350188741,-5.41463189053e-05,-64738.034854,0.000490129023727,92490.3641418
1.652,-5.00781515573,7.92381890258,12.7971483304,-8.06775030538e-05,-68810.4763219,0.00048423337738,90550.6386152
1.654,-5.08901730075,7.82067610535,12.6607294932,-0.00010695228683,-72780.588476,0.000477930206438,88509.8485964
1.656,-5.16681178238,7.71076708439,12.5258886259,-0.000132929095964,-76643.8138346,0.000471213544046,86368.9806574
1.658,-5.24129101739,7.59401871593,12.39273806,-0.000158568096483,-80396.1017295,0.000464078921529,84129.3866991
1.66,-5.31255678314,7.47038267447,12.2613759526,-0.000183831344697,-84033.9200522,0.000456523385662,81792.7772035
1.662,-5.38071939798,7.33983560355,12.1318860994,-0.000208682927533,-87554.2644944,0.000448545509106,79361.2128973
1.664,-5.44589686409,7.20237917425,12.0043378027,-0.000233089092609,-90954.6652459,0.000440145393982,76837.0948704
1.666,-5.50821397722,7.05804003152,11.8787857959,-0.000257018367451,-94233.1911274,0.000431324668593,74223.1531993
1.668,-5.56780140805,6.90686962887,11.755270224,-0.000280441667373,-97388.4511458,0.00042208647732,71522.4341318
1.67,-5.6247947597,6.7489439525,11.6338166802,-0.000303332391523,-100419.593473,0.000412435463764,68738.2858954
1.672,-5.67933360643,6.58436313643,11.5144362976,-0.00032566650671,-103326.301859,0.000402377747226,65874.3432002
1.674,-5.73156051832,6.41325097079,11.3971258964,-0.000347422618645,-106108.789512,0.00039192089266,62934.5105113
1.676,-5.7816200769,6.23575430582,11.281868185,-0.000368582030321,-108767.790466,0.000381073874244,59922.9441699
1.678,-5.82965788688,6.05204235452,11.1686320145,-0.000389128787293,-111304.548501,0.000369847032776,56844.0334525
1.68,-5.87581958885,5.86230589771,11.0573726845,-0.000409049709695,-113720.803669,0.000358252027082,53702.3806557
1.682,-5.92024987813,5.66675639514,10.9480322993,-0.000428334410876,-116018.77649,0.000346301779703,50502.7803041
1.684,-5.96309153459,5.46562500737,10.8405401732,-0.000446975302638,-118201.149915,0.000334010417117,47250.19758
1.686,-6.00448446858,5.25916153289,10.734813282,-0.000464967587071,-120271.049128,0.000321393204788,43949.7460764
1.688,-6.04456478758,5.04763326596,10.6307567593,-0.000482309235078,-122232.019312,0.000308466477364,40606.6649814
1.69,-6.08346388856,4.8313237804,10.5282644349,-0.000499000951739,-124088.001475,0.000295247564358,37226.2957988
1.692,-6.12130758047,4.6105316455,10.4272194136,-0.000515046128725,-125843.306456,0.00028175471167,33814.0587177
1.694,-6.15821524147,4.38556907996,10.3274946909,-0.000530450784011,-127502.587253,0.000268006999331,30375.4287417
1.696,-6.19429901511,4.15676055045,10.2289538031,-0.000545223489241,-129070.809801,0.000254024255861,26915.9116894
1.698,-6.22966304959,3.92444132148,10.1314515097,-0.000559375285114,-130553.222346,0.000239826969646,23441.0201803
1.7,-6.2644027841,3.68895596343,10.0348345035,-0.000572919585234,-131955.323559,0.000225436197765,19956.2497181
1.702,-6.29860428573,3.45065682585,9.93894214748,-0.000585872068933,-133282.829569,0.000210873472691,16467.0549837
1.704,-6.3323436405,3.20990248331,9.84360723268,-0.000598250563594,-134541.640041,0.000196160707314,12978.8264487
1.706,-6.36568640166,2.9670561611,9.74865675615,-0.000610074917084,-135737.803505,0.000181320098734,9496.86741956
1.708,-6.39868709814,2.72248414823,9.65391271412,-0.000621366860934,-136877.482072,0.000166374031281,6026.37161781
1.71,-6.43138880564,2.47655420524,9.5591929075,-0.000632149864958,-137966.915727,0.000151344979209,2572.40140257
1.712,-6.46382278282,2.22963397428,9.46431175637,-0.000642448984019,-139012.386372,0.00013625540954,-851.866146813
1.714,-6.4960081744,1.98208939898,9.36908111975,-0.000652290697726,-140020.181786,0.000121127685493,-4277.82801966
1.716,-6.52795178297,1.73317211885,9.27331111734,-0.00066170274384,-140996.559691,0.00010591607393,-7726.63417737
1.718,-6.55964791063,1.48353777227,9.1768109498,-0.000670713946217,-141947.712077,9.06606416385e-05,-11100.2153385
1.72,-6.59107827159,1.23433242385,9.07938971398,-0.00067935403814,-142879.729991,7.54314259018e-05,-14397.6751396
1.722,-6.62221197633,0.985903292351,8.98085720999,-0.000687653481905,-143798.568929,6.02496456436e-05,-17652.4053946
1.724,-6.65300558753,0.738588417527,8.88102473649,-0.000695643285554,-144710.015023,4.51359588489e-05,-20860.7862309
1.726,-6.68340324772,0.492715275622,8.77970587117,-0.00070335481764,-145619.652174,3.01103779547e-05,-24019.4676427
1.728,-6.7133368783,0.248599453474,8.67671723314,-0.000710819620961,-146532.830302,1.51921888234e-05,-27125.3815256
1.73,-6.74272644908,0.00654338736417,8.57187922425,-0.000718069226144,-147454.634855,3.99873672255e-07,-27257.7495112
1.732,-6.77148031722,-0.278216200025,8.46501674621,-0.000725134966011,-148389.857736,-1.04636509692e-05,-26449.2911833
1.734,-6.79949563424,-0.561113266595,8.35595989094,-0.000732047791638,-149342.969788,-2.11033483145e-05,-28520.6273392
1.736,-6.82665881909,-0.840577876874,8.24454460123,-0.000738838090991,-150318.094966,-3.16139517228e-05,-30628.3000293
1.738,-6.85284609537,-1.11632519381,8.13061329928,-0.000745535511046,-151318.986332,-4.19847485344e-05,-32689.2969222
1.74,-6.87792409021,-1.38809220918,8.01401548075,-0.000752168784254,-152349.003982,-5.22058470667e-05,-34702.7315232
1.742,-6.90175049198,-1.65563865439,7.89460827199,-0.000758765560198,-153411.095018,-6.22682108704e-05,-36667.9551463
1.744,-6.92417476393,-1.91874779508,7.77225694861,-0.000765352243277,-154507.775662,-7.21636886131e-05,-38584.5566508
1.746,-6.94503891038,-2.17722710581,7.64683541339,-0.000771953837207,-155641.115609,-8.18850394549e-05,-40452.3609972
1.748,-6.96417829191,-2.43090882208,7.51822663188,-0.000778593797104,-156812.724679,-9.14259538086e-05,-42271.4266315
1.75,-6.98142248573,-2.67965036707,7.38632302439,-0.000785293889873,-158023.741858,-0.000100781069392,-44042.0417141
1.752,-6.99659618718,-2.92333465164,7.25102681298,-0.000792074063602,-159274.826766,-0.000109945982507,-45764.7192113
1.754,-7.00952014812,-3.16187024613,7.11225032248,-0.000798952326589,-160566.153607,-0.000118917254504,-47440.1908765
1.756,-7.02001214771,-3.39519142359,6.96991623479,-0.000805944636619,-161897.407624,-0.000127692413408,-49069.4001522
1.758,-7.02788799102,-3.62325807447,6.82395779571,-0.000813064801029,-163267.784094,-0.000136269950705,-50653.4940278
1.76,-7.03296253072,-3.84605549333,6.67431897413,-0.000820324388063,-164675.989853,-0.000144649313329,-52193.8138945
1.762,-7.03505070679,-4.06359403908,6.52095457328,-0.000827732649965,-166120.247368,-0.000152830890875,-53691.8854436
1.764,-7.03396859956,-4.27590867034,6.36383029422,-0.000835296458194,-167598.301323,-0.000160815998129,-55149.4076587
1.766,-7.02953449063,-4.4830583587,6.2029227517,-0.000843020251103,-169107.427702,-0.000168606853001,-56568.2409546
1.768,-7.02156992684,-4.68512538272,6.03821944317,-0.000850905994339,-170644.445323,-0.000176206549969,-57950.3945246
1.77,-7.00990078201,-4.88221450636,5.86971867136,-0.000858953154191,-172205.729779,-0.000183619029183,-59298.0129554
1.772,-6.99435831114,-5.07445204614,5.69742942155,-0.000867158684022,-173787.22972,-0.00019084904138,-60613.362179
1.774,-6.97478019223,-5.26198483152,5.52137119471,-0.000875517023883,-175384.485393,-0.000197902108783,-61898.8148275
1.776,-6.9510115502,-5.44497906392,5.34157379762,-0.000884020113336,-176992.649377,-0.000204784482193,-63156.8350651
1.778,-6.92290595825,-5.62361907997,5.15807709169,-0.000892657417429,-178606.509395,-0.000211503094469,-64389.9629712
1.78,-6.89032641132,-5.79810602521,4.97093070223,-0.000901415965747,-180220.513111,-0.000218065510654,-65600.7985508
1.782,-6.85314626713,-5.96865644482,4.78019368977,-0.000910280404355,-181828.794794,-0.000224479874962,-66791.985451
1.784,-6.81125014976,-6.13550079825,4.58593418581,-0.00091923306042,-183425.203724,-0.000230754854925,-67966.1944645
1.786,-6.76453481153,-6.29888190536,4.38822899499,-0.000928254019223,-185003.334211,-0.000236899582944,-69126.1068995
1.788,-6.71290994845,-6.45905333149,4.18716316613,-0.000937321213209,-186556.55708,-0.000242923595558,-70274.3978989
1.79,-6.65629896533,-6.61627771957,3.98282953448,-0.000946410522679,-188078.052484,-0.000248836770709,-71413.7197897
1.792,-6.59463968645,-6.77082507745,3.77532823795,-0.000955495887664,-189560.843885,-0.000254649263335,-72546.6855468
1.794,-6.52788500802,-6.92297102899,3.56476620988,-0.000964549430466,-190997.833044,-0.000260371439589,-73675.852449
1.796,-6.45600348906,-7.07299503734,3.35125665124,-0.000973541588297,-192381.835856,-0.00026601381002,-74803.7060113
1.798,-6.37897987745,-7.22117860946,3.13491848497,-0.00098244125541,-193705.618864,-0.000271586962043,-75932.6442708
1.8,-6.29681556815,-7.3678034904,2.91587579562,-0.000991215934055,-194961.936272,-0.000277101492029,-77064.9625044
1.802,-6.20952899116,-7.51314985661,2.6942572571,-0.000999831893565,-196164.667589,-0.000282567937353,-78202.8384542
1.804,-6.11715592669,-7.65749451683,2.46901756064,-0.00100828424805,-197305.964479,-0.000287996708732,-79348.3181337
1.806,-6.01974974582,-7.80110912983,2.24060850821,-0.00101652929086,-198341.249277,-0.000293398023193,-80503.3022864
