time,base_acceleration,integrated_base_velocity
6.209999999999999964e+00,2.153767053544640930e+00,2.437670632265587223e-02
6.219999999999999751e+00,2.204169353486051364e+00,4.650749767406078816e-02
6.230000000000000426e+00,2.246718727041695729e+00,6.910304739295297649e-02
6.240000000000000213e+00,2.280029546878086677e+00,9.207789807880330246e-02
6.250000000000000000e+00,2.302741179785185111e+00,1.153328610283710642e-01
6.259999999999999787e+00,2.313540701566454416e+00,1.387553797513806642e-01
6.270000000000000462e+00,2.311185171796664051e+00,1.622201184344497782e-01
6.280000000000000249e+00,2.294523164621431022e+00,1.855897694327916514e-01
6.290000000000000036e+00,2.262515264807802851e+00,2.087160708961892375e-01
6.299999999999999822e+00,2.214253254806767046e+00,2.314410228105135137e-01
6.310000000000000497e+00,2.148977738373417878e+00,2.535982870926678512e-01
6.320000000000000284e+00,2.066093968990324825e+00,2.750147549457380158e-01
6.330000000000000071e+00,1.965185676608449228e+00,2.955122624899833572e-01
6.339999999999999858e+00,1.846026713685663623e+00,3.149094337577054148e-01
6.350000000000000533e+00,1.708590370776882139e+00,3.330236284962712068e-01
6.360000000000000320e+00,1.553056242608409576e+00,3.496729708794492630e-01
6.370000000000000107e+00,1.379814557242200479e+00,3.646784341949539376e-01
6.379999999999999893e+00,1.189467913190998871e+00,3.778659558633715165e-01
6.390000000000000568e+00,9.828304017718902941e-01,3.890685567544386325e-01
6.400000000000000355e+00,7.609241241834769909e-01,3.981284387004672132e-01
6.410000000000000142e+00,5.249731443706640022e-01,4.048990343594896513e-01
6.419999999999999929e+00,2.763949493311681493e-01,4.092469841442506473e-01
6.429999999999999716e+00,1.678951776788117911e-02,4.110540157959977625e-01
6.440000000000000391e+00,-2.520738744215371696e-01,4.102187033289813600e-01
6.450000000000000178e+00,-5.282719576986032450e-01,4.066580834846326153e-01
6.459999999999999964e+00,-8.097447039588159257e-01,4.003091094925975701e-01
6.469999999999999751e+00,-1.094314294653705666e+00,3.911299238157870395e-01
6.480000000000000426e+00,-1.379705605186972051e+00,3.791009336328347579e-01
6.490000000000000213e+00,-1.663567973317822357e+00,3.642256750565630585e-01
6.500000000000000000e+00,-1.943498006739805994e+00,3.465314544725272006e-01
6.509999999999999787e+00,-2.217063175448037882e+00,3.260697578778403161e-01
6.520000000000000462e+00,-2.481825928008470683e+00,3.029164216768081008e-01
6.530000000000000249e+00,-2.735368067404763792e+00,2.771715610159943832e-01
6.540000000000000036e+00,-2.975315121735029322e+00,2.489592543865479235e-01
6.549999999999999822e+00,-3.199360447596374613e+00,2.184269858561434796e-01
6.560000000000000497e+00,-3.405288809436424202e+00,1.857448488872291692e-01
6.570000000000000284e+00,-3.590999186338375893e+00,1.511045182246078533e-01
6.580000000000000071e+00,-3.754526568487264626e+00,1.147179987667323320e-01
6.589999999999999858e+00,-3.894062518757159808e+00,7.681616264676291439e-02
6.600000000000000533e+00,-4.007974290262653838e+00,3.764708791791310238e-02
6.610000000000000320e+00,-4.094822308108140518e+00,-2.525785757688109312e-03
6.620000000000000107e+00,-4.153375842709610133e+00,-4.342566719552409804e-02
6.629999999999999893e+00,-4.182626722703708388e+00,-8.476457070633783286e-02
6.640000000000000568e+00,-4.181800957338864144e+00,-1.262455997903016158e-01
6.650000000000000355e+00,-4.150368161096324116e+00,-1.675653360662248126e-01
6.660000000000000142e+00,-4.088048696846465546e+00,-2.084163110396859697e-01
6.669999999999999929e+00,-3.994818477839039872e+00,-2.484895375968607378e-01
6.679999999999999716e+00,-3.870911392989988542e+00,-2.874770776347531642e-01
6.690000000000000391e+00,-3.716819344002837866e+00,-3.250746220034679834e-01
6.700000000000000178e+00,-3.533289906599927477e+00,-3.609840589402291133e-01
6.709999999999999964e+00,-3.321321651298543287e+00,-3.949160074134688281e-01
6.719999999999999751e+00,-3.082157181525589706e+00,-4.265922922613368806e-01
6.730000000000000426e+00,-2.817273968210978197e+00,-4.557483386937698500e-01
6.740000000000000213e+00,-2.528373080144318052e+00,-4.821354646192938520e-01
6.750000000000000000e+00,-2.217365928146467269e+00,-5.055230503444954060e-01
6.759999999999999787e+00,-1.886359158347194587e+00,-5.257005664607112827e-01
6.770000000000000462e+00,-1.537637845436355732e+00,-5.424794421633782893e-01
6.780000000000000249e+00,-1.173647150562171504e+00,-5.556947578271187460e-01
6.790000000000000036e+00,-7.969726204938405445e-01,-5.652067473661466224e-01
6.799999999999999822e+00,-4.103193146840649064e-01,-5.709020977257841523e-01
6.810000000000000497e+00,-1.648995491047067219e-02,-5.726950347575050504e-01
6.820000000000000284e+00,3.816377017756238388e-01,-5.705281867069275092e-01
6.830000000000000071e+00,7.811340620158766512e-01,-5.643732185717182936e-01
6.839999999999999858e+00,1.179041260180701656e+00,-5.542312326444835957e-01
6.850000000000000533e+00,1.572396880506673256e+00,-5.401329326247938933e-01
6.860000000000000320e+00,1.958257632136403359e+00,-5.221385507453268904e-01
6.870000000000000107e+00,2.333722775453338727e+00,-5.003375393911267954e-01
6.879999999999999893e+00,2.695957103428662904e+00,-4.748480306804654383e-01
6.890000000000000568e+00,3.042213288661528736e+00,-4.458160694037606175e-01
6.900000000000000355e+00,3.369853415280783082e+00,-4.134146265677979271e-01
6.910000000000000142e+00,3.676369524768942298e+00,-3.778424025512981399e-01
6.919999999999999929e+00,3.959403015933109060e+00,-3.393224305315367673e-01
6.929999999999999716e+00,4.216762751549586241e+00,-2.981004923778722837e-01
6.940000000000000391e+00,4.446441737502487612e+00,-2.544433606163570838e-01
6.950000000000000178e+00,4.646632254377228932e+00,-2.086368813407075695e-01
6.959999999999999964e+00,4.815739336308107355e+00,-1.609839140710299654e-01
6.969999999999999751e+00,4.952392507264255173e+00,-1.118021455369172523e-01
6.980000000000000426e+00,5.055455700743509695e+00,-6.142179518062312882e-02
6.990000000000000213e+00,5.124035304879731356e+00,-1.018323083625610748e-02
7.000000000000000000e+00,5.157486291113956511e+00,4.156548645996313573e-02
7.009999999999999787e+00,5.155416400693377810e+00,9.347110923525059345e-02
7.020000000000000462e+00,5.117688379211612570e+00,1.451777424510309611e-01
7.030000000000000249e+00,5.044420265061136277e+00,1.963293949886455447e-01
7.040000000000000036e+00,4.935983752914937739e+00,2.465725243947767265e-01
7.049999999999999822e+00,4.793000668076961901e+00,2.955585558159871118e-01
7.060000000000000497e+00,4.616337601636958610e+00,3.429463564808118425e-01
7.070000000000000284e+00,4.407098769740235511e+00,3.884046476539487203e-01
7.080000000000000071e+00,4.166617172851905693e+00,4.316143366831604045e-01
7.089999999999999858e+00,3.896444142583986192e+00,4.722707525765909020e-01
7.100000000000000533e+00,3.598337374395587318e+00,5.100857694777432005e-01
7.110000000000000320e+00,3.274247554217737388e+00,5.447898034370610709e-01
7.120000000000000107e+00,2.926303695747817457e+00,5.761336690031400032e-01
7.129999999999999893e+00,2.556797312771056596e+00,6.038902833619856914e-01
7.140000000000000568e+00,2.168165557368707752e+00,6.278562070289380737e-01
7.150000000000000355e+00,1.762973460251028968e+00,6.478530114332882173e-01
7.160000000000000142e+00,1.343895413697186569e+00,6.637284651192809637e-01
7.169999999999999929e+00,9.136960406986194272e-01,6.753575317075115603e-01
7.179999999999999716e+00,4.752105958913919181e-01,6.826431742067133879e-01
7.190000000000000391e+00,3.132504474879560519e-02,6.855169617261664960e-01
7.200000000000000178e+00,-4.150440326908189093e-01,6.839394761027083325e-01
7.209999999999999964e+00,-8.609695685329645798e-01,6.779005174128414080e-01
7.219999999999999751e+00,-1.303534021401761223e+00,6.674191087794199007e-01
7.230000000000000426e+00,-1.739849138938675210e+00,6.525433022939686190e-01
7.240000000000000213e+00,-2.167075333030332729e+00,6.333497892503759941e-01
7.250000000000000000e+00,-2.582440537387318713e+00,6.099433192145401472e-01
7.259999999999999787e+00,-2.983258422919799813e+00,5.824559337292569694e-01
7.270000000000000462e+00,-3.366945852932222039e+00,5.510460216662467214e-01
7.280000000000000249e+00,-3.731039467417943456e+00,5.158972043807485974e-01
7.290000000000000036e+00,-4.073211293614437345e+00,4.772170598918393791e-01
7.299999999999999822e+00,-4.391283288407200835e+00,4.352356962979839761e-01
7.310000000000000497e+00,-4.683240727080576704e+00,3.902041855367939793e-01
7.320000000000000284e+00,-4.947244362230660109e+00,3.423928694064907186e-01
7.330000000000000071e+00,-5.181641286311319483e+00,2.920895504800338216e-01
7.339999999999999858e+00,-5.384974441203783435e+00,2.395975811587112703e-01
7.350000000000000533e+00,-5.555990728315276073e+00,1.852338646273642420e-01
7.360000000000000320e+00,-5.693647682948190791e+00,1.293267818872999575e-01
7.370000000000000107e+00,-5.797118686971339585e+00,7.221405935395547315e-02
7.379999999999999893e+00,-5.865796704097719250e+00,1.424059171486333208e-02
7.390000000000000568e+00,-5.899296532264730608e+00,-4.424376515070094218e-02
7.400000000000000355e+00,-5.897455577655830616e+00,-1.028864163840505497e-01
7.410000000000000142e+00,-5.860333164736295508e+00,-1.613342507797580483e-01
7.419999999999999929e+00,-5.788208406239603754e+00,-2.192358493183843571e-01
7.429999999999999716e+00,-5.681576666278405519e+00,-2.762436653647212803e-01
7.440000000000000391e+00,-5.541144658611472984e+00,-3.320161626729225546e-01
7.450000000000000178e+00,-5.367824230524810503e+00,-3.862198978023509421e-01
7.459999999999999964e+00,-5.162724890734813776e+00,-4.385315340923960359e-01
7.469999999999999751e+00,-4.927145147151670734e+00,-4.886397749655754241e-01
7.480000000000000426e+00,-4.662562727211609470e+00,-5.362472050211430918e-01
7.490000000000000213e+00,-4.370623759764584726e+00,-5.810720281397712128e-01
7.500000000000000000e+00,-4.053131003156458689e+00,-6.228496926381235088e-01
7.509999999999999787e+00,-3.712031209148420885e+00,-6.613343943833953631e-01
7.520000000000000462e+00,-3.349401716646477567e+00,-6.963004496961202605e-01
7.530000000000000249e+00,-2.967436372855940974e+00,-7.275435308273796586e-01
7.540000000000000036e+00,-2.568430882414764582e+00,-7.548817577874807894e-01
7.549999999999999822e+00,-2.154767687290700451e+00,-7.781566413197558152e-01
7.560000000000000497e+00,-1.728900481742209116e+00,-7.972338728486696446e-01
7.570000000000000284e+00,-1.293338467448736040e+00,-8.120039582783720178e-01
7.580000000000000071e+00,-8.506304540123048596e-01,-8.223826935694251716e-01
7.589999999999999858e+00,-4.033489094351807580e-01,-8.283114810704104158e-01
7.600000000000000533e+00,4.592593610381534575e-02,-8.297574866208154987e-01
7.610000000000000320e+00,4.946218317949497845e-01,-8.267136384650698444e-01
7.620000000000000107e+00,9.401899942717975023e-01,-8.191984700184844481e-01
7.629999999999999893e+00,1.380120246618215418e+00,-8.072558094977826393e-01
7.640000000000000568e+00,1.811955716496624902e+00,-7.909543203659554766e-01
7.650000000000000355e+00,2.233307005917906096e+00,-7.703868974376315570e-01
7.660000000000000142e+00,2.641865750020393477e+00,-7.456699243416886613e-01
7.669999999999999929e+00,3.035417487543179860e+00,-7.169423988376195656e-01
7.679999999999999716e+00,3.411853771429949944e+00,-6.843649332265027141e-01
7.690000000000000391e+00,3.769183454133916200e+00,-6.481186377824289524e-01
7.700000000000000178e+00,4.105543088668200724e+00,-6.084038957521673563e-01
7.709999999999999964e+00,4.419206393209689665e+00,-5.654390390265268129e-01
7.719999999999999751e+00,4.708592734066213481e+00,-5.194589340738964278e-01
7.730000000000000426e+00,4.972274589009069601e+00,-4.707134881422647688e-01
7.740000000000000213e+00,5.208983960299486071e+00,-4.194660860794712232e-01
7.750000000000000000e+00,5.417617714150356534e+00,-3.659919683909712007e-01
7.759999999999999787e+00,5.597241830807616836e+00,-3.105765613499306688e-01
7.770000000000000462e+00,5.747094556861400250e+00,-2.535137700953297712e-01
7.780000000000000249e+00,5.866588458750703339e+00,-1.951042457010185860e-01
7.790000000000000036e+00,5.955311383660434998e+00,-1.356536371727122825e-01
7.799999999999999822e+00,6.013026341075660142e+00,-7.547083923278113948e-02
7.810000000000000497e+00,6.039670325110206406e+00,-1.486624658559582146e-02
7.820000000000000284e+00,6.035352104319963829e+00,4.584997487780562153e-02
7.830000000000000071e+00,6.000349012004237537e+00,1.063695897756772590e-01
7.839999999999999858e+00,5.935102775951987653e+00,1.663879580317090268e-01
7.850000000000000533e+00,5.840214432168126635e+00,2.256056533885655024e-01
7.860000000000000320e+00,5.716438372284967429e+00,2.837300267270816412e-01
7.870000000000000107e+00,5.564675579096226343e+00,3.404767058002383662e-01
7.879999999999999893e+00,5.385966108920500872e+00,3.955710235565726984e-01
7.890000000000000568e+00,5.181480883284665495e+00,4.487493678338539960e-01
7.900000000000000355e+00,4.952512855698627092e+00,4.997604458450213283e-01
7.910000000000000142e+00,4.700467622055306549e+00,5.483664575500418747e-01
7.919999999999999929e+00,4.426853545426075343e+00,5.943441727036997690e-01
7.930000000000000604e+00,4.133271467722872572e+00,6.374859070856992993e-01
7.940000000000000391e+00,3.821404081865022562e+00,6.776003941498897065e-01
7.950000000000000178e+00,3.493005038720552236e+00,7.145135490690687208e-01
7.959999999999999964e+00,3.149887863197385229e+00,7.480691228949096772e-01
7.969999999999999751e+00,2.793914753445525534e+00,7.781292452943755489e-01
7.980000000000000426e+00,2.426985336213657973e+00,8.045748550589251202e-01
7.990000000000000213e+00,2.051025449998112649e+00,8.273060183062354023e-01
8.000000000000000000e+00,1.667976025747877955e+00,8.462421350012168109e-01
8.009999999999999787e+00,1.279782132573632936e+00,8.613220351090760118e-01
8.019999999999999574e+00,8.883822531723133409e-01,8.725039663540573587e-01
8.029999999999999361e+00,4.956978505559064274e-01,8.797654761889501795e-01
8.040000000000000924e+00,1.036232841915900593e-01,8.831031911789402056e-01
8.050000000000000711e+00,-2.859838701443671027e-01,8.825324975654281756e-01
8.060000000000000497e+00,-6.713120465920328073e-01,8.780871272979980935e-01
8.070000000000000284e+00,-1.050604415649426748e+00,8.698186543030428375e-01
8.080000000000000071e+00,-1.422167069530174466e+00,8.577959061933970730e-01
8.089999999999999858e+00,-1.784376629871915476e+00,8.421042970126387806e-01
8.099999999999999645e+00,-2.135687246103305625e+00,8.228450869490149255e-01
8.109999999999999432e+00,-2.474636957747280874e+00,8.001345752460145011e-01
8.120000000000000995e+00,-2.799853398966012819e+00,7.741032327786958600e-01
8.130000000000000782e+00,-3.110058828699180822e+00,7.448947809566224265e-01
8.140000000000000568e+00,-3.404074474776285442e+00,7.126652237554975677e-01
8.150000000000000355e+00,-3.680824185352882694e+00,6.775818397711044216e-01
8.160000000000000142e+00,-3.939337385902467403e+00,6.398221412310803879e-01
8.169999999999999929e+00,-4.178751344747749563e+00,5.995728068940820998e-01
8.179999999999999716e+00,-4.398312754710358874e+00,5.570285957130444165e-01
8.189999999999999503e+00,-4.597378642863787945e+00,5.123912480414265502e-01
8.199999999999999289e+00,-4.775416624562960344e+00,4.658683810205456743e-01
8.210000000000000853e+00,-4.932004521869543190e+00,4.176723846046275224e-01
8.220000000000000639e+00,-5.066829370171363145e+00,3.680193244606759784e-01
8.230000000000000426e+00,-5.179685840187459256e+00,3.171278577251348540e-01
8.240000000000000213e+00,-5.270474105637445561e+00,2.652181673122633310e-01
8.250000000000000000e+00,-5.339197189623424045e+00,2.125109201522120128e-01
8.259999999999999787e+00,-5.385957825209184868e+00,1.592262543943020192e-01
8.269999999999999574e+00,-5.410954867778242416e+00,1.055828002456179471e-01
8.279999999999999361e+00,-5.414479298502103966e+00,5.179673873046924948e-02
8.290000000000000924e+00,-5.396909859650398822e+00,-1.919097744049746979e-03
8.300000000000000711e+00,-5.358708363524442575e+00,-5.535607954367088857e-02
8.310000000000000497e+00,-5.300414717498221684e+00,-1.083105856325311533e-01
8.320000000000000284e+00,-5.222641708010969275e+00,-1.605847584438241382e-01
8.330000000000000071e+00,-5.126069586380929799e+00,-2.119872055995306037e-01
8.339999999999999858e+00,-5.011440499011344585e+00,-2.623336467102390657e-01
8.349999999999999645e+00,-4.879552803949493089e+00,-3.114475039087902242e-01
8.359999999999999432e+00,-4.731255314852698568e+00,-3.591604351865482769e-01
8.370000000000000995e+00,-4.567441512228363365e+00,-4.053128100057089012e-01
8.380000000000000782e+00,-4.389043760367070668e+00,-4.497541270524331725e-01
8.390000000000000568e+00,-4.197027566697882683e+00,-4.923433743715051603e-01
8.400000000000000355e+00,-3.992385918387032717e+00,-5.329493324806769960e-01
8.410000000000000142e+00,-3.776133728894475183e+00,-5.714508214008318099e-01
8.419999999999999929e+00,-3.549302424924254851e+00,-6.077368928536728276e-01
8.429999999999999716e+00,-3.312934701776914181e+00,-6.417069691709260670e-01
8.439999999999999503e+00,-3.068079472560437893e+00,-6.732709307263600174e-01
8.449999999999999289e+00,-2.815787034065905914e+00,-7.023491539432393793e-01
8.460000000000000853e+00,-2.557104469390164780e+00,-7.288725021442719054e-01
8.470000000000000639e+00,-2.293071304616004724e+00,-7.527822716980503426e-01
8.480000000000000426e+00,-2.024715434063157460e+00,-7.740300960751939074e-01
8.490000000000000213e+00,-1.753049325829779015e+00,-7.925778105584062594e-01
8.500000000000000000e+00,-1.479066516570543222e+00,-8.083972804541554869e-01
8.509999999999999787e+00,-1.203738401733114749e+00,-8.214701957294215928e-01
8.519999999999999574e+00,-9.280113248165502426e-01,-8.317878350459178005e-01
8.529999999999999361e+00,-6.528039666452674084e-01,-8.393508021869746649e-01
8.540000000000000924e+00,-3.790050331886103407e-01,-8.441687378698929933e-01
8.550000000000000711e+00,-1.074712381166325059e-01,-8.462600099101672546e-01
8.560000000000000497e+00,1.609744259186136617e-01,-8.456513846549054136e-01
8.570000000000000284e+00,4.255441353323821119e-01,-8.423776825323985307e-01
8.580000000000000071e+00,6.854864129263109618e-01,-8.364814204748532989e-01
8.589999999999999858e+00,9.400870461210679707e-01,-8.280124438633646999e-01
8.599999999999999645e+00,1.188669759267853010e+00,-8.170275505201682886e-01
8.609999999999999432e+00,1.430596654534117107e+00,-8.035901091349068048e-01
8.620000000000000995e+00,1.665268436993278200e+00,-7.877696743610155261e-01
8.630000000000000782e+00,1.892124440483595293e+00,-7.696416006573796320e-01
8.640000000000000568e+00,2.110642471538135112e+00,-7.492866567810194667e-01
8.650000000000000355e+00,2.320338489223424006e+00,-7.267906426609603843e-01
8.660000000000000142e+00,2.520766139066171974e+00,-7.022440102032609932e-01
8.669999999999999929e+00,2.711516159394951941e+00,-6.757414893947040202e-01
8.679999999999999716e+00,2.892215678385436917e+00,-6.473817208895508157e-01
8.689999999999999503e+00,3.062527419880058943e+00,-6.172668960819721606e-01
8.700000000000001066e+00,3.222148835664508937e+00,-5.855024054879924833e-01
8.710000000000000853e+00,3.370811181333722928e+00,-5.521964960867500327e-01
8.720000000000000639e+00,3.508278552181542054e+00,-5.174599381029225675e-01
8.730000000000000426e+00,3.634346894709990394e+00,-4.814057015522138494e-01
8.740000000000000213e+00,3.748843008393265563e+00,-4.441486427204464627e-01
8.750000000000000000e+00,3.851623551257700839e+00,-4.058052006059404970e-01
8.759999999999999787e+00,3.942574061669096963e+00,-3.664931032250554610e-01
8.769999999999999574e+00,4.021608007466371149e+00,-3.263310835631270668e-01
8.779999999999999361e+00,4.088665872261183054e+00,-2.854386048482382421e-01
8.790000000000000924e+00,4.143714287351661696e+00,-2.439355947339155728e-01
8.800000000000000711e+00,4.186745216290487903e+00,-2.019421878994538400e-01
8.810000000000000497e+00,4.217775197718141911e+00,-1.595784765131596505e-01
8.820000000000000284e+00,4.236844650636095722e+00,-1.169642679551374798e-01
8.830000000000000071e+00,4.244017244867050564e+00,-7.421884916137072574e-02
8.839999999999999858e+00,4.239379338043571366e+00,-3.146075693056660239e-02
8.849999999999999645e+00,4.223039479096817317e+00,1.119244647138634141e-02
8.859999999999999432e+00,4.195127976895596689e+00,5.362439306759936297e-02
8.870000000000000995e+00,4.155796531425702156e+00,9.572012492546436158e-02
8.880000000000000782e+00,4.105217923710638317e+00,1.373663065173971187e-01
8.890000000000000568e+00,4.043585759568204097e+00,1.784514342500423401e-01
8.900000000000000355e+00,3.971114261282380653e+00,2.188660436705463230e-01
8.910000000000000142e+00,3.888038100354025417e+00,2.585029147949794437e-01
8.919999999999999929e+00,3.794612263684514986e+00,2.972572759314232593e-01
8.929999999999999716e+00,3.691111944849954085e+00,3.350270062903466517e-01
8.939999999999999503e+00,3.577832451543347503e+00,3.717128375885643266e-01
8.950000000000001066e+00,3.455089119803352204e+00,4.072185547615552736e-01
8.960000000000000853e+00,3.323217225311854151e+00,4.414511958033824346e-01
8.970000000000000639e+00,3.182571881830220661e+00,4.743212506553440289e-01
8.980000000000000426e+00,3.033527916756630916e+00,5.057428589645295292e-01
8.990000000000000213e+00,2.876479713820964790e+00,5.356340064336687634e-01
9.000000000000000000e+00,2.711841013089596686e+00,5.639167193844728532e-01
9.009999999999999787e+00,2.540044658724994520e+00,5.905172570597971848e-01
9.019999999999999574e+00,2.361542285330630264e+00,6.153663010963266178e-01
9.029999999999999361e+00,2.176803934205164381e+00,6.383991415102570066e-01
9.040000000000000924e+00,1.986317591424507256e+00,6.595558584546605818e-01
9.050000000000000711e+00,1.790588640360045503e+00,6.787814989298348589e-01
9.060000000000000497e+00,1.590139222016851761e+00,6.960262475579708230e-01
9.070000000000000284e+00,1.385507497431495594e+00,7.112455904714642951e-01
9.080000000000000071e+00,1.177246807292203101e+00,7.244004713113343374e-01
9.089999999999999858e+00,9.659247249293443360e-01,7.354574382886938100e-01
9.099999999999999645e+00,7.521219998587724831e-01,7.443887812288860761e-01
9.109999999999999432e+00,5.364313901358936931e-01,7.511726574951111957e-01
9.120000000000000995e+00,3.194563828836098907e-01,7.557932056764613549e-01
9.130000000000000782e+00,1.018098034824568288e-01,7.582406459245434327e-01
9.140000000000000568e+00,-1.158876849550942723e-01,7.585113658334321496e-01
9.150000000000000355e+00,-3.330091890698199109e-01,7.566079907795595361e-01
9.160000000000000142e+00,-5.489232958232879156e-01,7.525394376713460121e-01
9.169999999999999929e+00,-7.629958811691635034e-01,7.463209511026357434e-01
9.179999999999999716e+00,-9.745920107800278842e-01,7.379741209591419437e-01
9.189999999999999503e+00,-1.183077925751671700e+00,7.275268805927355142e-01
9.200000000000001066e+00,-1.387823105226078546e+00,7.150134847540967620e-01
9.210000000000000853e+00,-1.588202396950485706e+00,7.004744665594661024e-01
9.220000000000000639e+00,-1.783598205932062974e+00,6.839565728613055118e-01
9.230000000000000426e+00,-1.973402730560017027e+00,6.655126774950974600e-01
9.240000000000000213e+00,-2.157020234860047125e+00,6.452016719842494918e-01
9.250000000000000000e+00,-2.333869344921541966e+00,6.230883334015939745e-01
9.259999999999999787e+00,-2.503385357003375944e+00,5.992431692082218486e-01
9.269999999999999574e+00,-2.665022544382722458e+00,5.737422390175437314e-01
9.279999999999999361e+00,-2.818256449666698416e+00,5.466669533635490907e-01
9.290000000000000924e+00,-2.962586149041197103e+00,5.181038496862571119e-01
9.300000000000000711e+00,-3.097536474786920735e+00,4.881443458833690241e-01
9.310000000000000497e+00,-3.222660182350832514e+00,4.568844719139328880e-01
9.320000000000000284e+00,-3.337540048320374098e+00,4.244245800768294830e-01
9.330000000000000071e+00,-3.441790885810240397e+00,3.908690347224290096e-01
9.339999999999999858e+00,-3.535061464032624556e+00,3.563258822894673217e-01
9.349999999999999645e+00,-3.617036319181867299e+00,3.209065026896475437e-01
9.359999999999999432e+00,-3.687437444219114013e+00,2.847252431888952495e-01
9.370000000000000995e+00,-3.746025845689212375e+00,2.478990360555997918e-01
9.380000000000000782e+00,-3.792602956335676012e+00,2.105470013617280756e-01
9.390000000000000568e+00,-3.827011892996150522e+00,1.727900364313216253e-01
9.400000000000000355e+00,-3.849138550054046704e+00,1.347503935323234314e-01
9.410000000000000142e+00,-3.858912519587107681e+00,9.655124750037033521e-02
9.419999999999999929e+00,-3.856307830283341787e+00,5.831625506727083907e-02
9.429999999999999716e+00,-3.841343498182849814e+00,2.016910774119262673e-02
9.439999999999999503e+00,-3.814083883343212023e+00,-1.776691985018502562e-02
9.450000000000001066e+00,-3.774638847609150361e+00,-5.536942418870077764e-02
9.460000000000000853e+00,-3.723163709786339481e+00,-9.251732765942555226e-02
9.470000000000000639e+00,-3.659858995666716908e+00,-1.290913318704381418e-01
9.480000000000000426e+00,-3.584969981521020088e+00,-1.649743674401241700e-01
9.490000000000000213e+00,-3.498786030854843077e+00,-2.000520381857507912e-01
9.500000000000000000e+00,-3.401639725410030124e+00,-2.342130576508225093e-01
9.509999999999999787e+00,-3.293905792575552383e+00,-2.673496759244978205e-01
9.519999999999999574e+00,-3.175999832543391577e+00,-2.993580947338398968e-01
9.529999999999999361e+00,-3.048376849697682189e+00,-3.301388688287927309e-01
9.540000000000000924e+00,-2.911529593852604236e+00,-3.595972917302968641e-01
9.550000000000000711e+00,-2.765986718048438320e+00,-3.876437639735496044e-01
9.560000000000000497e+00,-2.612310760669121379e+00,-4.141941420508849503e-01
9.570000000000000284e+00,-2.451095960653452366e+00,-4.391700663412452799e-01
9.580000000000000071e+00,-2.282965915527013223e+00,-4.624992664058952818e-01
9.589999999999999858e+00,-2.108571092880145770e+00,-4.841158421316786864e-01
9.599999999999999645e+00,-1.928586206751982779e+00,-5.039605193135869854e-01
9.609999999999999432e+00,-1.743707471147202703e+00,-5.219808783868304936e-01
9.620000000000000995e+00,-1.554649743607133594e+00,-5.381315551443528467e-01
9.630000000000000782e+00,-1.362143572375901890e+00,-5.523744124080158802e-01
9.640000000000000568e+00,-1.166932161241795107e+00,-5.646786817598521413e-01
9.650000000000000355e+00,-9.697682665935953850e-01,-5.750210745827769587e-01
9.660000000000000142e+00,-7.714110416053232555e-01,-5.833858618075193903e-01
9.669999999999999929e+00,-5.726228427530859477e-01,-5.897649219130594034e-01
9.679999999999999716e+00,-3.741660140710187932e-01,-5.941577568809279786e-01
9.689999999999999503e+00,-1.767996646699803165e-01,-5.965714759583808924e-01
9.700000000000001066e+00,1.872354492692451799e-02,-5.970207472408444183e-01
9.710000000000000853e+00,2.116605921335192875e-01,-5.955277172392902107e-01
9.720000000000000639e+00,4.012812419769211658e-01,-5.921218987524862198e-01
9.730000000000000426e+00,5.868711419661316597e-01,-5.868400275165190916e-01
9.740000000000000213e+00,7.677348473236147441e-01,-5.797258882538187663e-01
9.750000000000000000e+00,9.431987621331039406e-01,-5.708301108902833487e-01
9.759999999999999787e+00,1.112613982415798120e+00,-5.602099378512870320e-01
9.769999999999999574e+00,1.275359027677865242e+00,-5.479289634845670998e-01
9.779999999999999361e+00,1.430842448071556916e+00,-5.340568467895683291e-01
9.790000000000000924e+00,1.578505294975725448e+00,-5.186689987580777039e-01
9.800000000000000711e+00,1.717823443525015037e+00,-5.018462457493224615e-01
9.810000000000000497e+00,1.848309756396464110e+00,-4.836744704334635103e-01
9.820000000000000284e+00,1.969516078990443120e+00,-4.642442319402774187e-01
9.830000000000000071e+00,2.081035057018542744e+00,-4.436503669439809672e-01
9.839999999999999858e+00,2.182501768424927491e+00,-4.219915735005121959e-01
9.849999999999999645e+00,2.273595162517107582e+00,-3.993699795295506116e-01
9.859999999999999432e+00,2.354039300160311043e+00,-3.758906978999121962e-01
9.870000000000000995e+00,2.423604389891529820e+00,-3.516613701333973219e-01
9.880000000000000782e+00,2.482107615828823555e+00,-3.267917007885441927e-01
9.890000000000000568e+00,2.529413754283732274e+00,-3.013929846217300312e-01
9.900000000000000355e+00,2.565435577022945779e+00,-2.755776286489452498e-01
9.910000000000000142e+00,2.590134040165462892e+00,-2.494586712467518619e-01
9.919999999999999929e+00,2.603518258736938762e+00,-2.231493004359884069e-01
9.929999999999999716e+00,2.605645267928855091e+00,-1.967623734864082374e-01
9.939999999999999503e+00,2.596619573121307312e+00,-1.704099399649060542e-01
9.950000000000001066e+00,2.576592491719745581e+00,-1.442027703244448400e-01
9.960000000000000853e+00,2.545761290822799339e+00,-1.182498920954807575e-01
9.970000000000000639e+00,2.504368125676041501e+00,-9.265813569673514438e-02
