time,input_base_ax,input_base_vx,base_vx,base_ax,base_xdisp,middle_vx,middle_ax,middle_xdisp,surface_vx,surface_ax,surface_xdisp,base_strain,base_shear_stress,middle_strain,middle_shear_stress
5.22,4.52153426546,-0.756583279825,-0.748366313721,3.89422571611,-0.0656598809281,-0.776527128054,4.1140397286,-0.066880524464,-0.779924263834,3.9924133878,-0.0673609198522,-0.00018207621874,-91038.1135511,-8.8522718185e-05,-44382.8787671
5.24,5.60031366139,-0.654419860951,-0.649272579494,4.95468671132,-0.0798072683536,-0.669369186594,5.35789707296,-0.0813184788223,-0.675548431616,5.21879161088,-0.0819096241054,-0.000223354954294,-111677.475503,-0.000105506658052,-53457.5593048
5.26,6.45278872884,-0.532905178677,-0.532269457052,5.85015612209,-0.0916959693398,-0.542054821705,6.36571824448,-0.0934389028054,-0.550508135596,6.252014801,-0.0941148180927,-0.00025501940724,-127509.691624,-0.000120737392704,-61409.5875649
5.28,7.05327227674,-0.396835536969,-0.400909570788,6.5679943132,-0.10098752091,-0.400040148903,7.10073364008,-0.102895439349,-0.409430925753,7.05386049214,-0.10362812663,-0.000276431401523,-138215.683135,-0.000134253884056,-68194.165322
5.3,7.38705743078,-0.251411857472,-0.259087173432,7.09111986776,-0.107444365411,-0.249138109217,7.54510198428,-0.109445074989,-0.257670915509,7.58800051218,-0.110205909195,-0.000287457799333,-143728.886615,-0.000145408625966,-73500.7545168
5.32,7.45069419815,-0.102016645502,-0.111163023374,7.39620750289,-0.110935430826,-0.0952445391223,7.69467850471,-0.112954194178,-0.101036818914,7.83170482973,-0.113715328865,-0.000288362296905,-144181.146029,-0.000152983066046,-76808.7270524
5.34,7.2517433472,0.0460093269734,0.0380122826518,7.45876530129,-0.111437285171,0.0560256894251,7.56351142735,-0.113400368313,0.0544110538403,7.77239363768,-0.114135922878,-0.000279735891915,-139867.950861,-0.000155481619308,-77508.1556961
5.36,6.80803740266,0.18758043444,0.183166272205,7.25769947764,-0.109030983229,0.19954852612,7.17614183471,-0.110869482123,0.202803403624,7.41961748915,-0.111556389444,-0.000262436067213,-131218.03773,-0.000151548664821,-75075.5857417
5.38,6.14650203729,0.318060354846,0.318859624342,6.78466760685,-0.103894815356,0.330935811378,6.56936426293,-0.105548016696,0.338760055506,6.79783259412,-0.106166664785,-0.000237462958512,-118731.478841,-0.000140378907278,-69238.0803892
5.4,5.30161095151,0.433428887277,0.439827050344,6.04837130007,-0.0962936087375,0.446564944172,5.78145663967,-0.0977115334061,0.457775983642,5.95079640677,-0.0982456508492,-0.000205927407915,-102963.703036,-0.000121979025634,-60073.8300718
5.42,4.31356260786,0.530414967706,0.541435892501,5.08044210786,-0.0865649949375,0.543627830482,4.85314431548,-0.0877098522434,0.55636555877,4.92947875639,-0.088146623816,-0.000168961718999,-84480.8641887,-9.73378375839e-05,-48076.8791891
5.44,3.2262773405,0.6065912958,0.620101103964,3.93326057311,-0.0751036467107,0.620038338471,3.82052539943,-0.0759507277696,0.632218717374,3.79265793019,-0.0762804304742,-0.000127842495829,-63921.2579824,-6.83190671067e-05,-34104.6885215
5.46,2.0853180997,0.660428010353,0.673646695454,2.67727957449,-0.0623438699059,0.674433292117,2.7197476823,-0.0628816917924,0.684174346402,2.59778145138,-0.0630981996296,-8.39731953626e-05,-41986.6053634,-3.7465313655e-05,-19298.3899654
5.48,0.935837416679,0.691304916066,0.701469001752,1.39111531494,-0.0487416523989,0.706123253095,1.58449804893,-0.0489716100588,0.712192510958,1.40090822782,-0.0490723331919,-3.8999452579e-05,-19499.7237673,-7.50234627245e-06,-4868.57188785
5.5,-0.179352637457,0.699483764107,0.704527759251,0.152937874903,-0.0347565321104,0.715123338717,0.450004281098,-0.0346914688845,0.717184553599,0.249602132034,-0.0346780087151,5.35780173899e-06,2678.91307806,1.90887426968e-05,8080.62275691
5.52,-1.22150114846,0.686043925479,0.685104947382,-0.97114059344,-0.0208345114264,0.702138827029,-0.649225584422,-0.0204968007429,0.700802647075,-0.819095326174,-0.0203745959531,4.73162284853e-05,23658.1274383,4.06101867438e-05,18787.4506582
5.54,-2.15735766197,0.652786384549,0.646416535149,-1.93442061165,-0.00739232968769,0.668566568209,-1.678612941,-0.00681152854999,0.665203173349,-1.77997368632,-0.00659013591818,8.52622160122e-05,42631.1136971,5.63275656592e-05,26900.4899715
5.56,-2.9602753236,0.602112251377,0.592137575801,-2.71394796737,0.00519585324712,0.616485118409,-2.60407249,0.00598478216001,0.612836961998,-2.61831056755,0.00629236098292,0.000117749113906,58874.5547266,6.65703211539e-05,32526.3903975
5.58,-3.61094233785,0.53688289617,0.52594849611,-3.30945398454,0.0166093300943,0.548615183976,-3.39349672164,0.0175675420308,0.546362002331,-3.32374798334,0.0179449368258,0.000143691088929,71845.5407807,7.24282601537e-05,36091.8805866
5.6,-4.0977263865,0.460269318416,0.451188304245,-3.73800959323,0.026588580454,0.468265749041,-4.01747174671,0.0276744799981,0.468566709933,-3.88976461988,0.0281031210918,0.000162371467277,81185.7334649,7.54724926654e-05,38234.6344505
5.62,-4.41663665047,0.375598469596,0.37064837837,-4.02699629377,0.0349400663557,0.379148367603,-4.45586907193,0.036110799289,0.382397595937,-4.30845569978,0.0365708170905,0.000173619795613,86809.8985239,7.72561839183e-05,39588.1387052
5.64,-4.57092691764,0.286203965,0.286569276745,-4.20395508125,0.041537714321,0.285184227261,-4.69820701706,0.0427506956009,0.290867904973,-4.57648454822,0.0432226660558,0.000177760257905,88880.1235782,7.89844384768e-05,40653.4608141
5.66,-4.570380027,0.195287979795,0.200757459551,-4.29059085969,0.0463214949538,0.190182153409,-4.75010369258,0.0475360051415,0.197058282657,-4.69048111577,0.0480021152333,0.000175587652913,87793.8124941,8.11591365788e-05,41644.7627914
5.68,-4.43032783227,0.105800176168,0.114830771523,-4.29633440138,0.0492932059724,0.0976310865034,-4.62755334529,0.0504715786387,0.103981506207,-4.65383882247,0.0509167957285,0.000168150460837,84075.2143294,8.3503177279e-05,42461.1016972
5.7,-4.17047138128,0.0203383150262,0.0304324275749,-4.21991719739,0.0505101220846,0.0104402018899,-4.35954423067,0.0516187972925,0.0145696904773,-4.47059078649,0.0520312988993,0.000156607269611,78303.6267496,8.50352828552e-05,42711.3363046
5.72,-3.813572714,-0.0589261601802,-0.0505747456074,-4.0503586591,0.0500769466834,-0.0691280659358,-3.97841339127,0.0510875606363,-0.0685164775411,-4.15430840091,0.0514589313022,0.000142078946503,71039.4774117,8.44160459555e-05,41863.1769326
5.74,-3.38409240725,-0.130295740263,-0.126099275827,-3.77622651098,0.0481366613655,-0.139580246892,-3.52260904783,0.0490272910687,-0.142976436757,-3.7229979608,0.0493524532715,0.000125578586015,62789.3039187,8.03980677399e-05,39431.8841068
5.76,-2.90684577585,-0.192567315667,-0.193914974953,-3.39078495628,0.0448608038706,-0.200116628713,-3.02681909102,0.0456170643702,-0.207121934372,-3.20727488071,0.045893820713,0.000107979169549,53989.593379,7.22354107487e-05,35152.2619993
5.78,-2.40574571725,-0.245026551737,-0.251933643037,-2.90093340421,0.0404396038824,-0.250596841157,-2.52401062218,0.0410549808135,-0.259946272577,-2.64121691024,0.0412835158144,8.99460417511e-05,44973.0237446,5.99865739686e-05,29102.6183253
5.8,-1.90269198119,-0.287418516663,-0.298496052956,-2.32812049592,0.0350726075211,-0.291316911978,-2.03600354106,0.0355479654889,-0.301229529343,-2.06416283831,0.0357297780249,7.19657808971e-05,35982.8919265,4.45402388715e-05,21707.7505592
5.82,-1.41665573097,-0.319897994349,-0.332693415736,-1.709868139,0.0289600576512,-0.322862243294,-1.57726656582,0.0293023179216,-0.331406882454,-1.50886765554,0.0294397074648,5.43361094207e-05,27168.0601882,2.75372246951e-05,13703.795018
5.84,-0.962995329113,-0.342963764505,-0.354552151596,-1.09293679299,0.0222956078831,-0.345890116365,-1.15139365355,0.0225163520931,-0.351476861007,-1.00349892766,0.0226116495707,3.73383253247e-05,18669.1706651,1.09970721832e-05,5974.41606125
5.86,-0.553025094502,-0.357381710109,-0.365092944242,-0.527039632284,0.0152602699072,-0.361061935637,-0.75859096359,0.0153741780927,-0.362780914568,-0.565202678045,0.0154300632433,2.12547831631e-05,10627.3941782,-3.01758159882e-06,-586.022166101
5.88,-0.193844138565,-0.364101901043,-0.366184115085,-0.0545585421701,0.00801802296762,-0.368989719912,-0.396389213746,0.00804148086809,-0.366850658262,-0.203487184697,0.00806080334847,6.48758869848e-06,3243.78551321,-1.29368359355e-05,-5304.86606807
5.9,0.111581915694,-0.364174800862,-0.360240728042,0.29716935216,0.000712785742817,-0.370274744808,-0.0642512447828,0.000662119788638,-0.365186087339,0.0832285461643,0.000648490762273,-6.59074561038e-06,-3295.38978075,-1.79764974055e-05,-7850.61023232
5.92,0.364106759809,-0.358671465706,-0.349803954118,0.521838696186,-0.00653283503794,-0.365535455971,0.236964441864,-0.00664286899401,-0.359085967087,0.305006012569,-0.00668545848312,-1.76270292714e-05,-8813.52931059,-1.84279115499e-05,-8362.34983146
5.94,0.567888710348,-0.34861207813,-0.337098237965,0.635285807646,-0.0136174743759,-0.355439046125,0.504820492273,-0.0137749603439,-0.349509653341,0.478815687309,-0.0138418127281,-2.64645178513e-05,-13232.2632079,-1.54942920681e-05,-7370.91712695
5.96,0.729716704071,-0.334906424176,-0.323679361632,0.670943816644,-0.0204593602085,-0.340746036802,0.734650466134,-0.0206554458055,-0.337028843676,0.624040483265,-0.0207416960975,-3.30685452404e-05,-16534.2677394,-1.1063072446e-05,-5703.37296815
